,Score,Std,batch_size,beta_1,beta_2,decay,dropout_rate,epochs,epsilon,filters,init,kernel_size,layers,lr,max_meanPool_1,max_meanPool_2,max_meanPool_3,max_meanPool_4,max_meanPool_5,max_meanPool_6,momentum,nesterov,optimizer,pool_size,rho,schedule_decay,stride
26,0.06487538255108868,0.02996688714505172,16,0.9002732203352128,0.9123286064661772,0.095,0.0,40,0.0001,256,lecun_uniform,2,3,1e-05,2,2,1,2,2,1,0.9,False,Nadam,1,0.8737425683683265,0.0035,2
27,0.06405125379274712,0.009539146643771852,8,0.9282802305815364,0.9947937822892918,0.044,0.0,40,0.0001,256,lecun_normal,1,5,1e-05,2,2,1,1,2,1,0.9,False,Adam,1,0.8579712595392451,0.006,4
28,0.06401943870672135,0.026758910948553406,64,0.9351109332939869,0.9573458544108796,0.095,0.0,40,1e-08,32,glorot_normal,1,4,0.01,2,1,2,1,2,2,0.9,False,RMSprop,3,0.8907908341853812,0.0045000000000000005,1
29,0.06295525352245136,0.024119018576891783,64,0.9527504066459469,0.971392901825296,0.022,0.0,40,1e-09,32,lecun_normal,1,3,0.01,1,1,1,2,1,1,0.9,False,Nadam,4,0.8160381451405475,0.007,1
30,0.061641801609909855,0.015064705198533439,32,0.9012731049947234,0.9123286064661772,0.023,0.0,40,0.0001,256,lecun_normal,1,6,0.001,1,2,2,2,1,1,0.9,False,RMSprop,4,0.8945571910895495,0.003,4
31,0.061200871453284914,0.005077588181430364,16,0.9980724957389953,0.9828058491518772,0.046,0.0,40,1e-05,128,glorot_normal,3,5,1e-05,2,1,2,1,1,2,0.9,False,Adamax,1,0.8051183628723427,0.0035,3
32,0.06100918147816687,0.002661184505623159,64,0.9474852373064089,0.971392901825296,0.099,0.0,40,0.0001,128,glorot_uniform,4,5,1e-05,2,1,2,1,1,2,0.9,False,Adam,1,0.8614584503859835,0.0065,4
33,0.0602356175889176,0.021781423434269406,64,0.9283115006804877,0.9021379362786102,0.056,0.0,40,1e-09,512,lecun_uniform,4,2,1e-05,1,2,1,1,1,1,0.9,False,RMSprop,4,0.8737425683683265,0.007500000000000001,3
34,0.05925613720254298,0.010772652078375185,32,0.9002732203352128,0.9372025358268568,0.015,0.0,40,1e-07,64,lecun_normal,2,4,0.001,1,2,1,1,2,1,0.9,False,RMSprop,2,0.9362537753875702,0.008,1
35,0.05841155174694122,0.004379752621098599,16,0.9811023941592077,0.9947937822892918,0.079,0.0,40,1e-06,64,glorot_uniform,4,1,1e-05,1,1,1,1,2,2,0.9,False,Adamax,2,0.8558514759961651,0.0035,3
36,0.05748959165130417,0.01787784964721185,64,0.9012731049947234,0.931765734111213,0.07200000000000001,0.0,40,1e-05,256,glorot_normal,1,6,0.01,1,1,1,1,1,1,0.9,False,Adam,2,0.9422264974178509,0.0045000000000000005,4
37,0.056860985238103304,0.01573826579071894,16,0.9832363547084183,0.9438111285421533,0.064,0.0,40,1e-08,256,glorot_uniform,2,3,0.001,2,2,2,2,1,1,0.9,False,Nadam,1,0.8579712595392451,0.008,4
38,0.056720523822894824,0.00507506334611117,32,0.9348961193267237,0.9123286064661772,0.07,0.0,40,0.0001,64,lecun_uniform,2,3,0.0001,2,1,2,1,2,1,0.9,False,Adamax,3,0.8713941821567934,0.008,4
39,0.05624779713646483,0.013685958212193879,16,0.9960795267665434,0.971392901825296,0.029,0.0,40,1e-07,64,glorot_uniform,3,4,0.0001,2,1,1,1,1,2,0.9,False,Nadam,4,0.9189147580206087,0.0015,1
40,0.055966362793651254,0.0169056133619438,8,0.9439814882184538,0.9257934472803286,0.067,0.0,40,0.0001,128,glorot_normal,2,2,0.0001,1,2,2,1,1,1,0.9,False,Nadam,3,0.9318004822409323,0.002,4
41,0.05458095223789979,0.012309051854040036,8,0.9351109332939869,0.9829050052690389,0.024,0.0,40,1e-08,64,lecun_uniform,3,5,0.001,2,1,2,2,2,1,0.9,False,RMSprop,1,0.8579712595392451,0.007,2
42,0.054188120178165454,0.006671830242302425,16,0.9189563632619225,0.9829050052690389,0.036000000000000004,0.0,40,1e-08,64,glorot_normal,1,6,0.0001,1,2,1,1,1,1,0.9,False,Nadam,3,0.9189147580206087,0.007500000000000001,1
43,0.05359188731075119,0.005065258144391953,32,0.9527504066459469,0.9579190026955252,0.016,0.0,40,1e-06,32,lecun_normal,3,6,1e-05,2,1,2,1,1,1,0.9,False,RMSprop,3,0.8945571910895495,0.0055000000000000005,4
44,0.053550792692786474,0.007248471130905765,64,0.9283115006804877,0.9282681481159918,0.073,0.0,40,1e-05,512,glorot_uniform,4,5,1e-05,1,1,1,2,2,1,0.9,False,Adam,3,0.8945571910895495,0.007500000000000001,2
45,0.05354417738243451,0.003131929197776133,8,0.9811023941592077,0.9828058491518772,0.033,0.0,40,1e-06,512,glorot_normal,2,4,1e-05,2,1,2,1,2,2,0.9,False,Adamax,3,0.8945571910895495,0.0035,4
46,0.05307614006605109,0.010934572354449805,8,0.9351109332939869,0.9573458544108796,0.017,0.0,40,1e-09,64,lecun_uniform,2,5,0.01,2,1,2,2,2,2,0.9,False,Nadam,1,0.8945571910895495,0.0035,4
47,0.05282595594203983,0.011371397837263823,8,0.9181530386239164,0.9605644521475415,0.03,0.0,40,0.0001,512,lecun_normal,4,4,0.001,1,2,2,1,2,2,0.9,False,RMSprop,3,0.8971874799133335,0.001,4
48,0.051355757888592556,0.003820148522453833,32,0.9811023941592077,0.9438111285421533,0.015,0.0,40,1e-08,64,glorot_uniform,2,4,0.0001,1,2,1,1,2,1,0.9,False,Adamax,3,0.9189147580206087,0.009500000000000001,4
49,0.05127912540431008,0.006962267408581555,16,0.9227319720025992,0.9828058491518772,0.094,0.0,40,1e-06,64,lecun_uniform,2,5,0.01,2,1,2,1,1,2,0.9,False,Adam,3,0.8579712595392451,0.007,4
50,0.05104635760860474,0.005803797422457801,64,0.9282802305815364,0.9257934472803286,0.076,0.0,40,1e-08,64,lecun_uniform,2,5,0.001,1,1,2,2,2,2,0.9,False,Adam,3,0.8737425683683265,0.001,3
51,0.05095755505340754,0.0074195004434942915,32,0.9832363547084183,0.9579190026955252,0.052000000000000005,0.0,40,1e-05,256,lecun_uniform,2,6,0.001,2,2,1,2,2,2,0.9,False,Adam,3,0.9318004822409323,0.0025,1
52,0.05073500156811477,0.006856835774677668,16,0.9012731049947234,0.9309012324678483,0.063,0.0,40,1e-05,128,glorot_uniform,1,5,0.001,1,2,1,2,2,1,0.9,False,Adamax,3,0.8117646962754989,0.002,1
53,0.05053655842518656,0.005059892459880095,16,0.9960795267665434,0.972293223931993,0.032,0.0,40,1e-06,64,lecun_normal,4,2,0.0001,2,2,2,1,2,1,0.9,False,Adam,1,0.9383910878685574,0.007,1
54,0.050428661756456376,0.008768900181559099,32,0.9351109332939869,0.9309012324678483,0.009000000000000001,0.0,40,1e-06,256,glorot_normal,3,3,1e-05,2,2,1,2,1,2,0.9,False,Adamax,1,0.9453561819682812,0.008,2
55,0.050073789116561976,0.0045337680043502915,64,0.9832363547084183,0.9605644521475415,0.024,0.0,40,1e-09,256,lecun_normal,3,5,0.0001,1,2,1,1,1,2,0.9,False,Adamax,3,0.9189147580206087,0.005,2
56,0.05004852775740724,0.00900245978718432,16,0.9811023941592077,0.9021379362786102,0.094,0.0,40,1e-09,128,lecun_normal,1,2,0.001,1,2,1,1,2,2,0.9,False,Adam,4,0.8051183628723427,0.0045000000000000005,1
57,0.050019197058476635,0.006685912334310247,16,0.9002732203352128,0.9538695915776124,0.081,0.0,40,1e-08,128,glorot_normal,3,2,1e-05,1,2,1,1,2,1,0.9,False,Adam,2,0.8579712595392451,0.0035,1
58,0.04991613393678761,0.004289049277843005,16,0.9227319720025992,0.9282681481159918,0.001,0.0,40,1e-07,32,lecun_uniform,1,6,0.0001,2,2,1,1,2,2,0.9,False,Adam,3,0.8737425683683265,0.0035,1
59,0.049231270145508495,0.007894999947283945,64,0.9012731049947234,0.9309012324678483,0.095,0.0,40,1e-08,64,glorot_normal,3,5,0.001,2,1,1,2,1,2,0.9,False,Nadam,3,0.8610279520214753,0.009000000000000001,2
