NDRE_val,sensor,field,date,data
0.2061149775981903,4,AES,2014-07-08,2014-07-08
0.4853186309337616,5,AES,2014-07-08,2014-07-08
0.41470402479171753,6,AES,2014-07-08,2014-07-08
0.4268670380115509,7,AES,2014-07-08,2014-07-08
0.24972355365753174,8,AES,2014-07-08,2014-07-08
0.38901710510253906,9,AES,2014-07-08,2014-07-08
0.3614344596862793,10,AES,2014-07-08,2014-07-08
0.441226601600647,11,AES,2014-07-08,2014-07-08
0.46864092350006104,12,AES,2014-07-08,2014-07-08
0.17987655103206635,1,AES,2015-07-08,2015-07-08
0.18697838485240936,2,AES,2015-07-08,2015-07-08
0.18748700618743896,3,AES,2015-07-08,2015-07-08
0.15319213271141052,4,AES,2015-07-08,2015-07-08
0.17408862709999084,5,AES,2015-07-08,2015-07-08
0.17201051115989685,6,AES,2015-07-08,2015-07-08
0.17400960624217987,7,AES,2015-07-08,2015-07-08
0.1533280462026596,8,AES,2015-07-08,2015-07-08
0.17818531394004822,9,AES,2015-07-08,2015-07-08
0.16779586672782898,10,AES,2015-07-08,2015-07-08
0.16627326607704163,11,AES,2015-07-08,2015-07-08
0.17235469818115234,12,AES,2015-07-08,2015-07-08
0.16790251433849335,1,AES,2011-07-09,2011-07-09
0.16356751322746277,2,AES,2011-07-09,2011-07-09
0.5719862580299377,3,AES,2011-07-09,2011-07-09
0.160690575838089,4,AES,2011-07-09,2011-07-09
0.5958142280578613,5,AES,2011-07-09,2011-07-09
0.5888878107070923,6,AES,2011-07-09,2011-07-09
0.5152342319488525,7,AES,2011-07-09,2011-07-09
0.32279476523399353,8,AES,2011-07-09,2011-07-09
0.4268028736114502,9,AES,2011-07-09,2011-07-09
0.5228793621063232,10,AES,2011-07-09,2011-07-09
0.4837583303451538,11,AES,2011-07-09,2011-07-09
0.5782352089881897,12,AES,2011-07-09,2011-07-09
0.37831899523735046,1,J,2009-05-22,2009-05-22
0.28939682245254517,2,J,2009-05-22,2009-05-22
0.2675573527812958,3,J,2009-05-22,2009-05-22
0.29679667949676514,4,J,2009-05-22,2009-05-22
0.23228761553764343,5,J,2009-05-22,2009-05-22
0.23076948523521423,6,J,2009-05-22,2009-05-22
0.3255477547645569,7,J,2009-05-22,2009-05-22
0.46782901883125305,8,J,2009-05-22,2009-05-22
0.6012238264083862,9,J,2009-05-22,2009-05-22
0.5204678773880005,10,J,2009-05-22,2009-05-22
0.22974158823490143,11,J,2009-05-22,2009-05-22
0.32078325748443604,12,J,2009-05-22,2009-05-22
0.11582581698894501,1,J,2014-05-30,2014-05-30
0.12147869169712067,2,J,2014-05-30,2014-05-30
0.13653981685638428,3,J,2014-05-30,2014-05-30
0.11906956136226654,4,J,2014-05-30,2014-05-30
0.119735486805439,5,J,2014-05-30,2014-05-30
0.14402663707733154,6,J,2014-05-30,2014-05-30
0.1315770149230957,7,J,2014-05-30,2014-05-30
0.12687675654888153,8,J,2014-05-30,2014-05-30
0.1591874361038208,9,J,2014-05-30,2014-05-30
0.12419498711824417,10,J,2014-05-30,2014-05-30
0.13377445936203003,11,J,2014-05-30,2014-05-30
0.12710745632648468,12,J,2014-05-30,2014-05-30
0.5718798637390137,1,J,2009-06-10,2009-06-10
0.41090139746665955,2,J,2009-06-10,2009-06-10
0.4267562925815582,3,J,2009-06-10,2009-06-10
0.43564632534980774,4,J,2009-06-10,2009-06-10
0.33851128816604614,5,J,2009-06-10,2009-06-10
0.255022794008255,6,J,2009-06-10,2009-06-10
0.4645962417125702,7,J,2009-06-10,2009-06-10
0.586807370185852,8,J,2009-06-10,2009-06-10
0.5383439064025879,9,J,2009-06-10,2009-06-10
0.6077448725700378,10,J,2009-06-10,2009-06-10
0.1966121345758438,11,J,2009-06-10,2009-06-10
0.4496174454689026,12,J,2009-06-10,2009-06-10
0.4280843138694763,1,J,2010-06-15,2010-06-15
0.34772759675979614,2,J,2010-06-15,2010-06-15
0.41477176547050476,3,J,2010-06-15,2010-06-15
0.47426602244377136,4,J,2010-06-15,2010-06-15
0.4328801929950714,5,J,2010-06-15,2010-06-15
0.396328866481781,6,J,2010-06-15,2010-06-15
0.49024033546447754,7,J,2010-06-15,2010-06-15
0.4855603277683258,8,J,2010-06-15,2010-06-15
0.47241148352622986,9,J,2010-06-15,2010-06-15
0.5518090128898621,10,J,2010-06-15,2010-06-15
0.4504265785217285,11,J,2010-06-15,2010-06-15
0.3794170618057251,12,J,2010-06-15,2010-06-15
0.648431122303009,1,J,2013-06-15,2013-06-15
0.4500431716442108,2,J,2013-06-15,2013-06-15
0.5414161682128906,3,J,2013-06-15,2013-06-15
0.5782201290130615,4,J,2013-06-15,2013-06-15
0.49174636602401733,5,J,2013-06-15,2013-06-15
0.4885537922382355,6,J,2013-06-15,2013-06-15
0.5424452424049377,7,J,2013-06-15,2013-06-15
0.6041533946990967,8,J,2013-06-15,2013-06-15
0.5612592697143555,9,J,2013-06-15,2013-06-15
0.6587514877319336,10,J,2013-06-15,2013-06-15
0.5626645684242249,11,J,2013-06-15,2013-06-15
0.5429469347000122,12,J,2013-06-15,2013-06-15
0.5358859300613403,1,J,2015-06-18,2015-06-18
0.45629575848579407,2,J,2015-06-18,2015-06-18
0.500204861164093,3,J,2015-06-18,2015-06-18
0.536298394203186,4,J,2015-06-18,2015-06-18
0.5035198926925659,5,J,2015-06-18,2015-06-18
0.5703154802322388,6,J,2015-06-18,2015-06-18
0.4457753300666809,7,J,2015-06-18,2015-06-18
0.5001445412635803,8,J,2015-06-18,2015-06-18
0.44517165422439575,9,J,2015-06-18,2015-06-18
0.6041436195373535,10,J,2015-06-18,2015-06-18
0.47550204396247864,11,J,2015-06-18,2015-06-18
0.529865562915802,12,J,2015-06-18,2015-06-18
0.1832333207130432,1,J,2014-06-19,2014-06-19
0.20673823356628418,2,J,2014-06-19,2014-06-19
0.21967452764511108,3,J,2014-06-19,2014-06-19
0.17655369639396667,4,J,2014-06-19,2014-06-19
0.16063013672828674,5,J,2014-06-19,2014-06-19
0.20605163276195526,6,J,2014-06-19,2014-06-19
0.2091056853532791,7,J,2014-06-19,2014-06-19
0.22556625306606293,8,J,2014-06-19,2014-06-19
0.21848535537719727,9,J,2014-06-19,2014-06-19
0.18472599983215332,10,J,2014-06-19,2014-06-19
0.18160179257392883,11,J,2014-06-19,2014-06-19
0.22389063239097595,12,J,2014-06-19,2014-06-19
0.20095795392990112,1,J,2012-06-25,2012-06-25
0.2134944349527359,2,J,2012-06-25,2012-06-25
0.20386084914207458,3,J,2012-06-25,2012-06-25
0.21246056258678436,4,J,2012-06-25,2012-06-25
0.1971067488193512,5,J,2012-06-25,2012-06-25
0.22356735169887543,6,J,2012-06-25,2012-06-25
0.24435006082057953,7,J,2012-06-25,2012-06-25
0.17381025850772858,8,J,2012-06-25,2012-06-25
0.16340455412864685,9,J,2012-06-25,2012-06-25
0.1791338473558426,10,J,2012-06-25,2012-06-25
0.1919468641281128,11,J,2012-06-25,2012-06-25
0.20205381512641907,12,J,2012-06-25,2012-06-25
0.6229295134544373,1,J,2010-06-27,2010-06-27
0.5404725074768066,2,J,2010-06-27,2010-06-27
0.5836243033409119,3,J,2010-06-27,2010-06-27
0.6610384583473206,4,J,2010-06-27,2010-06-27
0.6138976216316223,5,J,2010-06-27,2010-06-27
0.5788418650627136,6,J,2010-06-27,2010-06-27
0.6501983404159546,7,J,2010-06-27,2010-06-27
0.6413008570671082,8,J,2010-06-27,2010-06-27
0.5955373048782349,9,J,2010-06-27,2010-06-27
