date,field,soilM_avg,imputed,precip.cm,tair.C,rh.pct,wind_sp.m_per_s,irradiance.w_per_m.2,average_sand,average_silt,average_clay
2014-04-27,AES,0.3045283382833333,0.3045283382833333,0.158,5.775,70.29166667,6.491666667,180.9166667,14.891866378687002,60.79695492725847,24.31117869405452
2014-04-28,AES,0.3037948520666667,0.3037948520666667,0,6.629166667,54.04166667,4.041666667,252.5,14.891866378687002,60.79695492725847,24.31117869405452
2014-04-29,AES,0.30348820315,0.30348820315,0,10.8,49.08333333,3.195833333,313.7916667,14.891866378687002,60.79695492725847,24.31117869405452
2014-04-30,AES,0.3037971488833333,0.3037971488833333,0,15.325,46.04166667,3.070833333,313.2916667,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-01,AES,0.3047486690333333,0.3047486690333333,0,18.35,48.08333333,1.879166667,293.25,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-02,AES,0.3061669194666667,0.3061669194666667,0,18.47916667,51.04166667,3.658333333,271.0833333,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-03,AES,0.30731453351666665,0.30731453351666665,0.053,12.95,52.91666667,6.520833333,236.4166667,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-04,AES,0.30754145408333333,0.30754145408333333,0.5,10.60416667,71.83333333,4.429166667,231.2083333,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-05,AES,0.30729967113333334,0.30729967113333334,0.263,10.03333333,66,5.141666667,250.4583333,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-06,AES,0.30671569461666665,0.30671569461666665,0.026,9.508333333,69.95833333,3.441666667,208.7083333,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-07,AES,0.3059472677666667,0.3059472677666667,0,11.1125,61.95833333,2.841666667,301.8333333,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-08,AES,0.30578161893333333,0.30578161893333333,0.553,11.70416667,59.91666667,2.820833333,242.8333333,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-09,AES,0.30567905288333336,0.30567905288333336,0.289,8.975,74.08333333,8.641666667,238.5833333,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-10,AES,0.3058834706,0.3058834706,0,8.441666667,69.04166667,4.279166667,246.375,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-11,AES,0.30559078181666666,0.30559078181666666,0,9.725,62.08333333,3.995833333,242.75,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-12,AES,0.3054245319166667,0.3054245319166667,0,12.34583333,46,2.391666667,334.875,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-13,AES,0.30551529316666665,0.30551529316666665,0,15.85833333,44.08333333,2.204166667,326.125,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-14,AES,0.30614791965,0.30614791965,0,17.91666667,45.95833333,1.420833333,320.5833333,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-15,AES,0.30699204246666667,0.30699204246666667,0,20.11666667,48.91666667,1.904166667,284.2916667,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-16,AES,0.30801916425,0.30801916425,0,18.18333333,39.95833333,5.345833333,288.7083333,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-17,AES,0.3082795921,0.3082795921,0,14.1125,57,5.6125,273.6666667,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-18,AES,0.30776748136666665,0.30776748136666665,0,11.82083333,61.95833333,4.954166667,237.5833333,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-19,AES,0.3067521079666667,0.3067521079666667,0,13.075,61,3.2375,299.0416667,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-20,AES,0.30570518651666667,0.30570518651666667,0,15.99583333,61,1.65,335,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-21,AES,0.30528826523333336,0.30528826523333336,0,17.47916667,59,1.9875,316.7083333,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-22,AES,0.3048316606,0.3048316606,0,19.3375,53,1.2375,335.0833333,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-23,AES,0.3040310368333333,0.3040310368333333,0,18.10833333,58,4.025,209.75,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-24,AES,0.3029476929,0.3029476929,0,15.87083333,60.08333333,3.5,297.2916667,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-25,AES,0.30092801413333337,0.30092801413333337,0,16.1125,51.83333333,3.120833333,269.9583333,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-26,AES,0.2986257847666667,0.2986257847666667,0,15.2375,50.95833333,5.466666667,333.625,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-27,AES,0.29622546255,0.29622546255,0.211,13.71666667,58.08333333,2.583333333,297.2916667,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-28,AES,0.2931190236333333,0.2931190236333333,0.104,10.19166667,62.91666667,4.041666667,150.5416667,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-29,AES,0.29098490665,0.29098490665,0,12.20833333,58.04166667,3.708333333,278.8333333,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-30,AES,0.2880621386,0.2880621386,0,16.9125,46.95833333,2.266666667,346.75,14.891866378687002,60.79695492725847,24.31117869405452
2014-05-31,AES,0.2851245619166667,0.2851245619166667,0,18.0875,46,2.541666667,311.25,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-01,AES,0.2825851765833333,0.2825851765833333,0,18.2875,49.08333333,2.466666667,341.4166667,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-02,AES,0.2798386166333333,0.2798386166333333,0,20.94166667,39,2.408333333,316.2083333,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-03,AES,0.2761475937833333,0.2761475937833333,0,18.55833333,50.91666667,4.241666667,324.1666667,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-04,AES,0.2727830437,0.2727830437,0,17.93333333,48.95833333,3.416666667,344.5,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-05,AES,0.2692040121666667,0.2692040121666667,0,16.35833333,41.08333333,3.595833333,353.7083333,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-06,AES,0.26557353538333334,0.26557353538333334,0,16.85416667,40.04166667,1.716666667,347.75,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-07,AES,0.2615759781,0.2615759781,0,17.66666667,46.125,1.841666667,292,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-08,AES,0.25804917905,0.25804917905,0,18.97916667,50.08333333,3.070833333,340.5833333,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-09,AES,0.2535375732333333,0.2535375732333333,0,18.31666667,47.08333333,4.554166667,333.25,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-10,AES,0.24944394228333333,0.24944394228333333,0,16,45.91666667,4.545833333,310.8333333,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-11,AES,0.2451089085,0.2451089085,0,17.03333333,50.04166667,1.979166667,345.7083333,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-12,AES,0.24039189011666667,0.24039189011666667,0,17.9125,46.08333333,4.808333333,226.9166667,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-13,AES,0.23595198328333333,0.23595198328333333,0,11.7625,67.16666667,5.716666667,224.125,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-14,AES,0.23295697276666666,0.23295697276666666,0.211,11.5125,70.04166667,4.729166667,164.5833333,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-15,AES,0.22999703853333334,0.22999703853333334,0,12.55833333,63.91666667,3.220833333,217.5833333,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-16,AES,0.22625384426666667,0.22625384426666667,0,10.61666667,56.04166667,5.4375,223.2916667,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-17,AES,0.2223523744,0.2223523744,1.422,7.741666667,91.04166667,2.7375,73.20833333,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-18,AES,0.22194196288333334,0.22194196288333334,0.816,12.72083333,79.04166667,1.5875,206,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-19,AES,0.22373667601666666,0.22373667601666666,0,18.22916667,54.04166667,2.791666667,331.0833333,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-20,AES,0.21963481896666667,0.21963481896666667,0,17.1625,48.04166667,5.016666667,277.0833333,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-21,AES,0.21354401105,0.21354401105,0,15.99583333,50.95833333,1.683333333,330.1666667,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-22,AES,0.21403195765,0.21403195765,0,19.0125,50.875,1.125,355.6666667,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-23,AES,0.21117118953333333,0.21117118953333333,0,21.77083333,43,1.233333333,336.625,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-24,AES,0.20794748033333332,0.20794748033333332,0,18.86666667,54.95833333,4.045833333,216.3333333,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-25,AES,0.20637382371666665,0.20637382371666665,0,19.50833333,54.95833333,1.254166667,287.75,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-26,AES,0.203475735,0.203475735,0.29,16.275,74,1.9,148.125,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-27,AES,0.2032714452,0.2032714452,0.132,15.67916667,72.04166667,3.070833333,182.2083333,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-28,AES,0.201913378,0.201913378,0.078,16.125,60.95833333,4.245833333,276.5833333,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-29,AES,0.19930078835,0.19930078835,0,16.27916667,56.125,4.4125,281.0833333,14.891866378687002,60.79695492725847,24.31117869405452
2014-06-30,AES,0.19682719338333332,0.19682719338333332,0,18.00833333,53.875,1.9875,357.25,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-01,AES,0.19417795118333334,0.19417795118333334,0,22.85833333,46.04166667,2.25,359.25,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-02,AES,0.19137600381666667,0.19137600381666667,0.026,26.18333333,41.95833333,1.945833333,289.2916667,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-03,AES,0.18539338098333333,0.18539338098333333,0,22.74166667,41.95833333,3.704166667,329.5416667,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-04,AES,0.1829199125,0.1829199125,0,21.77083333,34.83333333,2.245833333,279.625,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-05,AES,0.18042848196666667,0.18042848196666667,0,23.0375,32,2.579166667,313.375,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-06,AES,0.17791111196666667,0.17791111196666667,0,24.95416667,38.04166667,2.5375,343,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-07,AES,0.17780847391666665,0.17780847391666665,0,25.22916667,44.95833333,1.5,344.0833333,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-08,AES,0.17265781108333333,0.17265781108333333,0,27.18333333,41,1.358333333,342.375,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-09,AES,0.17273621385,0.17273621385,0,26.39166667,39,2.825,318.5,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-10,AES,0.1705878518,0.1705878518,0,25.0625,34,2.733333333,347.6666667,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-11,AES,0.1688401656,0.1688401656,0,26.18333333,26,1.241666667,331.75,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-12,AES,0.16705059153333335,0.16705059153333335,0,27.5625,32.08333333,1.266666667,315.4166667,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-13,AES,0.16551553628333332,0.16551553628333332,0,28.81666667,32.04166667,1.295833333,290.625,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-14,AES,0.16424508405,0.16424508405,0,27.7875,33,2.195833333,244.875,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-15,AES,0.16340831301666667,0.16340831301666667,0,26.1375,43.04166667,1.895833333,320.25,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-16,AES,0.16261482008333333,0.16261482008333333,0,29.05,33.91666667,1.979166667,309.8333333,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-17,AES,0.16186709681666667,0.16186709681666667,0,26.48333333,26,5.795833333,298.1666667,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-18,AES,0.16117730738333333,0.16117730738333333,0,22.85833333,30.04166667,3.85,196.4583333,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-19,AES,0.1600385368,0.1600385368,0,24.05416667,41.08333333,5.733333333,320.375,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-20,AES,0.15921724775,0.15921724775,0,21.425,49.125,5.020833333,182.625,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-21,AES,0.15847239148333334,0.15847239148333334,0,19.24583333,40.95833333,3.675,309.2083333,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-22,AES,0.15815585666666668,0.15815585666666668,0.432,21.20416667,56.875,2.5625,206.8333333,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-23,AES,0.1575599656,0.1575599656,0.245,19.13333333,64.95833333,5.220833333,261.5,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-24,AES,0.15653756708333333,0.15653756708333333,0,15.37083333,55,5.216666667,312.25,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-25,AES,0.15535819173333332,0.15535819173333332,0,18.20416667,55.95833333,1.925,330.4583333,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-26,AES,0.15513906141666667,0.15513906141666667,0,22.8875,40.04166667,0.995833333,333.2083333,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-27,AES,0.15571560131666667,0.15571560131666667,0,26.5125,29.95833333,0.433333333,299.0416667,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-28,AES,0.15676540391666666,0.15676540391666666,0,29.14583333,26,0.341666667,294.25,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-29,AES,0.1579693797,0.1579693797,0,30.0125,28.95833333,0.270833333,323.2083333,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-30,AES,0.15922339036666666,0.15922339036666666,0,29.24166667,29.125,0.25,285.125,14.891866378687002,60.79695492725847,24.31117869405452
2014-07-31,AES,0.16013016681666667,0.16013016681666667,0,28.1875,29.91666667,0.870833333,292.0833333,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-01,AES,0.1609706679,0.1609706679,0,28.75416667,28,1.233333333,264.7083333,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-02,AES,0.1619878484,0.1619878484,0.132,28.19166667,31.95833333,2.454166667,244.4583333,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-03,AES,0.16265938255,0.16265938255,0,27.49166667,33,2.4125,293.5416667,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-04,AES,0.16311269813333334,0.16311269813333334,0,28.125,28.04166667,1.941666667,295.6666667,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-05,AES,0.16359817295,0.16359817295,0,27.6,30,2.591666667,288.0833333,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-06,AES,0.16406957491666666,0.16406957491666666,0,24.00416667,33,3.8375,293.7083333,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-07,AES,0.16425437258333334,0.16425437258333334,0,23.64166667,37,3.1875,306.4583333,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-08,AES,0.16426414393333333,0.16426414393333333,0,21.7125,36.04166667,3.583333333,252.7083333,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-09,AES,0.16382427531666666,0.16382427531666666,0,23.6875,31.91666667,1.670833333,298.75,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-10,AES,0.16370827386666667,0.16370827386666667,0,26.69166667,25.08333333,1.85,296.2916667,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-11,AES,0.16414414551666667,0.16414414551666667,0,29.45416667,23.91666667,1.604166667,253.7083333,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-12,AES,0.1649156791,0.1649156791,0.026,24.85,44.08333333,2.545833333,198.875,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-13,AES,0.16492545886666665,0.16492545886666665,0.079,20.8875,65.91666667,1.583333333,160.375,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-14,AES,0.16436019498333332,0.16436019498333332,0.315,18.57083333,72.95833333,2.058333333,198.1666667,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-15,AES,0.1634334495,0.1634334495,0,19.05416667,70.08333333,1.908333333,189.0416667,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-16,AES,0.16278254649999999,0.16278254649999999,0,21.40833333,57.95833333,2.325,267.5833333,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-17,AES,0.16281143725,0.16281143725,0,23.85416667,53.04166667,1.533333333,276.875,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-18,AES,0.16315289673333333,0.16315289673333333,0,25.2625,44.04166667,1.754166667,277.375,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-19,AES,0.16334732503333332,0.16334732503333332,0,24.65833333,42.95833333,3.35,249.9166667,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-20,AES,0.16270433485,0.16270433485,0,20.44166667,50.04166667,5.1625,227.1666667,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-21,AES,0.16241447816666665,0.16241447816666665,0,19.86666667,46.04166667,2.595833333,254.5,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-22,AES,0.16224522371666666,0.16224522371666666,0.474,18.02916667,51.95833333,2.725,225.2083333,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-23,AES,0.16193284603333333,0.16193284603333333,0,18.33333333,65.08333333,1.958333333,239.75,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-24,AES,0.16155192586666667,0.16155192586666667,0,19.6625,47.95833333,2.920833333,235.5833333,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-25,AES,0.16123627536666668,0.16123627536666668,0,19.90833333,48.91666667,1.529166667,254.5,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-26,AES,0.16118639593333334,0.16118639593333334,0,22.3375,40.91666667,1.154166667,268.6666667,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-27,AES,0.16154808631666667,0.16154808631666667,0,24.47916667,37,2.370833333,267.25,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-28,AES,0.1621048932,0.1621048932,0,22.5625,43.08333333,4.958333333,228.125,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-29,AES,0.16225942323333334,0.16225942323333334,0,21.10416667,41.95833333,4.1,242.25,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-30,AES,0.16225287555,0.16225287555,0.026,17.17083333,56.04166667,5.558333333,202.875,14.891866378687002,60.79695492725847,24.31117869405452
2014-08-31,AES,0.16189490001666668,0.16189490001666668,0,15.55,54,5.854166667,218.4583333,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-01,AES,0.16110785933333333,0.16110785933333333,0,16.37916667,52,3.033333333,256.0833333,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-02,AES,0.16054734908333335,0.16054734908333335,0.026,17.65,48.04166667,5.479166667,254.2916667,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-03,AES,0.16014421061666667,0.16014421061666667,0.053,13.21666667,58.95833333,5.879166667,120.2916667,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-04,AES,0.15899617516666667,0.15899617516666667,0,15.9,53.95833333,1.875,254.875,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-05,AES,0.15850617063333333,0.15850617063333333,0,18.61666667,42,1.958333333,256.1666667,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-06,AES,0.15856511345000002,0.15856511345000002,0,21.5,32.91666667,2.108333333,254.9166667,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-07,AES,0.15891551306666668,0.15891551306666668,0,21.95,27,1.9125,245.25,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-08,AES,0.1592407172,0.1592407172,0,20.59166667,30.08333333,4.208333333,212.7083333,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-09,AES,0.15933364855,0.15933364855,0,16.85833333,51,6.275,237.7083333,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-10,AES,0.15910289581666667,0.15910289581666667,0,13.71666667,39,4.2,170.6666667,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-11,AES,0.15838273288333332,0.15838273288333332,0,12.025,37.08333333,2.616666667,244.9583333,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-12,AES,0.15752707051666667,0.15752707051666667,0,15.59583333,28,2.958333333,238.375,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-13,AES,0.15712740058333333,0.15712740058333333,0,16.42916667,28.08333333,2.341666667,233.8333333,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-14,AES,0.15697095454999999,0.15697095454999999,0,18.29583333,32.04166667,0.970833333,235.7916667,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-15,AES,0.15702562971666667,0.15702562971666667,0,21.6375,27,2.183333333,211.5416667,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-16,AES,0.15745160203333333,0.15745160203333333,0,22.3125,31,1.608333333,177.2083333,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-17,AES,0.15787775033333332,0.15787775033333332,0,22.73333333,32.95833333,1.5375,163.875,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-18,AES,0.1581982859,0.1581982859,0,19.87083333,43.04166667,5.904166667,167.5,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-19,AES,0.15833583158333334,0.15833583158333334,0,18.1125,56.91666667,3.329166667,199.5833333,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-20,AES,0.15829981186666667,0.15829981186666667,0,21.46666667,44.04166667,2.320833333,215.5,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-21,AES,0.15860356263333333,0.15860356263333333,0,23.45416667,37.04166667,1.583333333,206.8333333,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-22,AES,0.15901149838333334,0.15901149838333334,0.211,21.70416667,44.125,2.575,145.0833333,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-23,AES,0.15926931703333333,0.15926931703333333,0.105,20.25,64.91666667,2.920833333,115.5,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-24,AES,0.15905522056666666,0.15905522056666666,0,19.0625,54.91666667,4.9,176.8333333,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-25,AES,0.15852228633333332,0.15852228633333332,0.026,16.6,61,2.358333333,155.1666667,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-26,AES,0.15832325671666667,0.15832325671666667,0,15.16666667,64.04166667,2.241666667,199.25,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-27,AES,0.1576960105,0.1576960105,0,15.70833333,57,2.345833333,156.9166667,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-28,AES,0.15724570801666665,0.15724570801666665,0,19.10416667,47.91666667,2.945833333,169.75,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-29,AES,0.15717316448333332,0.15717316448333332,0.384,16.39166667,52.91666667,3.754166667,78.45833333,14.891866378687002,60.79695492725847,24.31117869405452
2014-09-30,AES,0.15668221031666665,0.15668221031666665,0.311,12.19583333,67,6.341666667,159.1666667,14.891866378687002,60.79695492725847,24.31117869405452
2014-10-01,AES,0.15513389088333335,0.15513389088333335,0,10.86666667,64.91666667,4.879166667,187.125,14.891866378687002,60.79695492725847,24.31117869405452
2014-10-02,AES,0.15362757055,0.15362757055,0,11.225,57.875,1.970833333,190.375,14.891866378687002,60.79695492725847,24.31117869405452
2014-10-03,AES,0.15261884473333334,0.15261884473333334,0,12.625,45.95833333,2.175,173.5833333,14.891866378687002,60.79695492725847,24.31117869405452
2014-10-04,AES,0.15194905276666668,0.15194905276666668,0,16.6125,42.04166667,2.041666667,159.5,14.891866378687002,60.79695492725847,24.31117869405452
2014-10-05,AES,0.151863016,0.151863016,0,17.89166667,50.95833333,1.6875,176,14.891866378687002,60.79695492725847,24.31117869405452
2014-10-06,AES,0.15203270358333332,0.15203270358333332,0,19.31666667,52.95833333,2.2,174.4583333,14.891866378687002,60.79695492725847,24.31117869405452
2014-10-07,AES,0.15242187591666667,0.15242187591666667,0,20.19166667,51.04166667,1.570833333,175.5,14.891866378687002,60.79695492725847,24.31117869405452
2014-10-08,AES,0.15294575311666667,0.15294575311666667,0,17.1625,55.95833333,2.316666667,137.25,14.891866378687002,60.79695492725847,24.31117869405452
2014-10-09,AES,0.15294264899999999,0.15294264899999999,0,15.79166667,59.04166667,1.183333333,171.0833333,14.891866378687002,60.79695492725847,24.31117869405452
2014-10-10,AES,0.15273820823333334,0.15273820823333334,0,16.27083333,50,2.004166667,164.75,14.891866378687002,60.79695492725847,24.31117869405452
2014-10-11,AES,0.1527729728,0.1527729728,0.105,13.99583333,58.91666667,8.016666667,81.33333333,14.891866378687002,60.79695492725847,24.31117869405452
2014-10-12,AES,0.15224289448333334,0.15224289448333334,0,11.15416667,63,4.0375,149.4583333,14.891866378687002,60.79695492725847,24.31117869405452
2014-10-13,AES,0.1515382736,0.1515382736,0,15.5,46.04166667,3.541666667,129.2916667,14.891866378687002,60.79695492725847,24.31117869405452
2014-10-14,AES,0.15116680378333333,0.15116680378333333,0,14.6,50,2.716666667,51.16666667,14.891866378687002,60.79695492725847,24.31117869405452
2014-10-15,AES,0.15082199611666666,0.15082199611666666,0.21,9.5875,77.04166667,4.995833333,43.66666667,14.891866378687002,60.79695492725847,24.31117869405452
2014-10-16,AES,0.1498324106,0.1498324106,0,9.9,72.04166667,2.525,107.4166667,14.891866378687002,60.79695492725847,24.31117869405452
