date,farm,sensor,precip (cm),tair (°C),rh (%),wind sp (m/s),irradiance (w/m^2)
2011-01-01,AES,1,0,-9.375,80.20833333,3.625,78.16666667
2011-01-02,AES,1,0,-6.966666667,79.20833333,2.929166667,53.625
2011-01-03,AES,1,0,-9.095833333,84.5,1.570833333,76.125
2011-01-04,AES,1,0,-3.770833333,79.95833333,3.6,66.54166667
2011-01-05,AES,1,0.048,0.325,80.5,4.545833333,43.125
2011-01-06,AES,1,0.144,3.033333333,84.16666667,4.254166667,29.20833333
2011-01-07,AES,1,0.125,3.466666667,84.45833333,4.491666667,25.04166667
2011-01-08,AES,1,0,0.554166667,85.70833333,5.345833333,76.625
2011-01-09,AES,1,0,-2.166666667,93.04166667,3.1875,46.95833333
2011-01-10,AES,1,0,-6.6,82.04166667,1.775,84.45833333
2011-01-11,AES,1,0,-4.666666667,74.79166667,5.541666667,55.54166667
2011-01-12,AES,1,0.219,1.925,84.91666667,5.975,17.41666667
2011-01-13,AES,1,0.535,5.6125,90.45833333,4.104166667,23.54166667
2011-01-14,AES,1,0.268,9.316666667,82.625,6.545833333,18.20833333
2011-01-15,AES,1,0.606,8.620833333,84.75,3.933333333,46.95833333
2011-01-16,AES,1,1.264,11.21666667,92.70833333,8.3625,24.83333333
2011-01-17,AES,1,0.048,8.079166667,83.04166667,9.741666667,41.33333333
2011-01-18,AES,1,0.24,2.9625,92.79166667,4.441666667,26.91666667
2011-01-19,AES,1,0,-1.258333333,92.16666667,3.370833333,94.66666667
2011-01-20,AES,1,0,-0.2,85.54166667,4.458333333,16.33333333
2011-01-21,AES,1,1.171,4.466666667,94.54166667,6.175,12.16666667
2011-01-22,AES,1,0,4.033333333,86.33333333,4.970833333,89.95833333
2011-01-23,AES,1,0,5.104166667,75.79166667,3.454166667,77.625
2011-01-24,AES,1,0.316,4.325,95.83333333,3.075,19.41666667
2011-01-25,AES,1,0,5.5875,94,2.683333333,63.20833333
2011-01-26,AES,1,0,4.854166667,91.66666667,3.920833333,56.5
2011-01-27,AES,1,0,6.083333333,78.29166667,4.2875,78.79166667
2011-01-28,AES,1,0,6.404166667,74.625,3.670833333,66.20833333
2011-01-29,AES,1,0.606,4.7875,91.29166667,2.2625,23.375
2011-01-30,AES,1,0.315,0.95,86.79166667,3.358333333,54.70833333
2011-01-31,AES,1,0,-4.420833333,72.5,2.925,110.2083333
2011-02-01,AES,1,0,-6.333333333,67.125,2.104166667,114.7083333
2011-02-02,AES,1,0,-4.2,65.33333333,2.691666667,101.5833333
2011-02-03,AES,1,0,-0.145833333,65.54166667,3.3375,73.25
2011-02-04,AES,1,0.048,5.458333333,90.33333333,4.795833333,19.91666667
2011-02-05,AES,1,0,4.266666667,90.79166667,4.420833333,71.54166667
2011-02-06,AES,1,1.04,2.879166667,97.70833333,2.245833333,41.04166667
2011-02-07,AES,1,0.05,4.070833333,88.83333333,7.8125,59.875
2011-02-08,AES,1,0,0.7,96.75,3.620833333,24.08333333
2011-02-09,AES,1,0,-0.054166667,87.41666667,2.445833333,53.625
2011-02-10,AES,1,0,2.125,77.41666667,2.966666667,123.125
2011-02-11,AES,1,0,4.716666667,70.54166667,4.6875,75.75
2011-02-12,AES,1,0.062,8.3125,57.125,5.3625,45.5
2011-02-13,AES,1,0.023,6.9875,70.54166667,4.704166667,110.2083333
2011-02-14,AES,1,0.023,8.475,60.41666667,4.35,59.95833333
2011-02-15,AES,1,1.505,2.445833333,98.75,3.4,56.04166667
2011-02-16,AES,1,0.354,0.6625,98.33333333,2.083333333,83.54166667
2011-02-17,AES,1,0.146,-0.3,91.875,2.808333333,81.66666667
2011-02-18,AES,1,0,-0.275,93.91666667,2.191666667,122
2011-02-19,AES,1,0,-0.954166667,92.41666667,2.466666667,99.33333333
2011-02-20,AES,1,0.076,-0.645833333,80.625,4.516666667,137.5416667
2011-02-21,AES,1,0,-1.420833333,81.33333333,2.8125,138.5833333
2011-02-22,AES,1,0.403,-0.329166667,93.04166667,7.033333333,98.08333333
2011-02-23,AES,1,0.088,-1.879166667,89.91666667,4.533333333,113.4583333
2011-02-24,AES,1,0.165,-5.6,90.91666667,2.6875,127.2083333
2011-02-25,AES,1,0,-14.12083333,77.875,2.904166667,164.7083333
2011-02-26,AES,1,0,-13.49583333,71.125,2.908333333,136.1666667
2011-02-27,AES,1,0.063,-1.358333333,81.91666667,5.395833333,97.95833333
2011-02-28,AES,1,1.078,2.058333333,85.79166667,5.1,73
2011-03-01,AES,1,0.711,2.6625,96.125,3.258333333,117.5833333
2011-03-02,AES,1,0.11,4.504166667,82,5.25,105.25
2011-03-03,AES,1,0,2.8625,82.79166667,2.791666667,163.7083333
2011-03-04,AES,1,0,2.683333333,83.75,4.0875,137.4166667
2011-03-05,AES,1,0.193,3.920833333,87.125,2.520833333,131.8333333
2011-03-06,AES,1,0,1.8375,90.70833333,1.354166667,127.0833333
2011-03-07,AES,1,0,0.833333333,92.66666667,2.816666667,118.5833333
2011-03-08,AES,1,0,2.7875,83.25,3.691666667,98.04166667
2011-03-09,AES,1,0.477,5.304166667,89.20833333,4.225,93.25
2011-03-10,AES,1,0.764,6.129166667,85.70833333,5.7125,32.75
2011-03-11,AES,1,0,3.670833333,68.95833333,4.1875,143.6666667
2011-03-12,AES,1,0.146,4.2875,78.83333333,4.825,153.1666667
2011-03-13,AES,1,0.246,6.691666667,84,4.779166667,119
2011-03-14,AES,1,0.075,6.75,70.29166667,4.095833333,124.75
2011-03-15,AES,1,0.879,6.779166667,85.91666667,4.591666667,45.20833333
2011-03-16,AES,1,0.057,4.633333333,79.58333333,4.8375,127.4583333
2011-03-17,AES,1,0.146,4.491666667,76.25,3.45,151.25
2011-03-18,AES,1,0,6.891666667,67.25,4.641666667,137.4583333
2011-03-19,AES,1,0.354,3.45,90.83333333,3.816666667,137.3333333
2011-03-20,AES,1,0.125,5.183333333,76.20833333,5.870833333,85.5
2011-03-21,AES,1,0.747,4.620833333,98.625,3.470833333,47.125
2011-03-22,AES,1,0,4.741666667,72.25,4.858333333,202.9166667
2011-03-23,AES,1,0,5.7625,73.70833333,4.529166667,191
2011-03-24,AES,1,0.023,9.345833333,63.95833333,3.504166667,190.875
2011-03-25,AES,1,0.315,5.325,87.04166667,3.554166667,149.5
2011-03-26,AES,1,0.443,6.341666667,78,4.425,171.2916667
2011-03-27,AES,1,0.31,6.183333333,74.16666667,3.691666667,155.4166667
2011-03-28,AES,1,0.462,4.770833333,88.58333333,4.654166667,119.2083333
2011-03-29,AES,1,0.466,6,90.08333333,3.883333333,66.29166667
2011-03-30,AES,1,0.72,10.16666667,93.5,7.458333333,84.875
2011-03-31,AES,1,0,12.4125,78.54166667,8.883333333,80.41666667
2011-04-01,AES,1,0.077,12.5375,74.04166667,3.0375,204.0416667
2011-04-02,AES,1,1.352,6.058333333,85.16666667,7.633333333,141.9166667
2011-04-03,AES,1,0,4.658333333,73.83333333,5.183333333,210.75
2011-04-04,AES,1,1.426,5.683333333,93.125,4.658333333,69.91666667
2011-04-05,AES,1,0.191,6.004166667,76.45833333,7.9125,162.7083333
2011-04-06,AES,1,0.077,3.7375,80.75,4.933333333,102.2083333
2011-04-07,AES,1,0.154,2.6,81.95833333,2.195833333,168.4166667
2011-04-08,AES,1,0,5.333333333,68.625,3.125,255.8333333
2011-04-09,AES,1,0,6.145833333,64.79166667,3.908333333,259.1666667
2011-04-10,AES,1,0,7.716666667,77.54166667,4.304166667,90.66666667
2011-04-11,AES,1,0.217,7.170833333,71.66666667,6.004166667,188.3333333
2011-04-12,AES,1,0,5.725,62.58333333,2.308333333,240.2916667
2011-04-13,AES,1,0.145,5.154166667,80.08333333,4.683333333,68.16666667
2011-04-14,AES,1,0.116,5.441666667,72.91666667,4.120833333,129.9583333
2011-04-15,AES,1,0.42,7.379166667,88.58333333,2.7,110.5833333
2011-04-16,AES,1,0.148,9.929166667,85.95833333,5.745833333,167.9583333
2011-04-17,AES,1,0,5.083333333,65.54166667,4.608333333,249.5833333
2011-04-18,AES,1,0.03,2.2625,84.45833333,4.391666667,195.5
2011-04-19,AES,1,0,2.85,73.79166667,3.016666667,253.4583333
2011-04-20,AES,1,0,6.233333333,66.58333333,3.975,177.2916667
2011-04-21,AES,1,0.046,4.804166667,77.375,5.754166667,211.9583333
2011-04-22,AES,1,0,4.704166667,69.70833333,4.441666667,218.2083333
2011-04-23,AES,1,0,7.820833333,60.5,2.933333333,296.875
2011-04-24,AES,1,0,9.425,56.875,4.95,248.625
2011-04-25,AES,1,0.898,7.016666667,82.45833333,6.516666667,84.875
2011-04-26,AES,1,0,6.833333333,70.95833333,5.845833333,167.625
2011-04-27,AES,1,0.192,7.6,76.58333333,2.283333333,171.5416667
2011-04-28,AES,1,0.14,5.091666667,73.75,5.916666667,242.0833333
2011-04-29,AES,1,0,4.729166667,76.25,6.020833333,170.5833333
2011-04-30,AES,1,0,7.2125,66.58333333,4.275,245
2011-05-01,AES,1,0,8.308333333,60.25,1.779166667,300.25
2011-05-02,AES,1,0.625,8.75,69,5.716666667,131
2011-05-03,AES,1,0,6.920833333,73.95833333,4.816666667,225.2916667
2011-05-04,AES,1,0,9.733333333,62.04166667,2.1125,316.3333333
2011-05-05,AES,1,0.023,11.82916667,63.16666667,5.2625,154.75
2011-05-06,AES,1,0.393,9.541666667,77,3.483333333,114.4166667
2011-05-07,AES,1,0.142,10.22083333,75.41666667,4.508333333,241.9166667
2011-05-08,AES,1,0,9.1375,64.45833333,3.783333333,227.25
2011-05-09,AES,1,0.364,8.445833333,92.625,3.595833333,151.2083333
2011-05-10,AES,1,0,11.14166667,75.54166667,1.945833333,325.7083333
2011-05-11,AES,1,0,15.50416667,62.33333333,4.229166667,308.7916667
2011-05-12,AES,1,0.211,9.008333333,86.75,2.204166667,142.75
2011-05-13,AES,1,0.03,14.94166667,66.41666667,2.566666667,277.8333333
2011-05-14,AES,1,0.041,20.57083333,40.20833333,6.620833333,245.4166667
2011-05-15,AES,1,0.702,11.42916667,81.125,4.241666667,110.7083333
2011-05-16,AES,1,1.884,6.9875,89,4.033333333,120.8333333
2011-05-17,AES,1,0.034,8.679166667,78.875,2.1,196.5
2011-05-18,AES,1,0,11.74166667,68.54166667,3.05,320.9583333
2011-05-19,AES,1,0,14.37083333,56,3.954166667,333.2083333
2011-05-20,AES,1,0,16.03333333,59.375,2.8625,335.1666667
2011-05-21,AES,1,0.062,14.25,76.95833333,4.075,259.9583333
2011-05-22,AES,1,0.084,12.02083333,75.83333333,2.8375,201.7916667
2011-05-23,AES,1,0,10.34166667,79.33333333,4.441666667,285.375
2011-05-24,AES,1,0.291,9.870833333,90.54166667,3.7875,106.5
2011-05-25,AES,1,0.56,12.78333333,79.95833333,6.070833333,211.6666667
2011-05-26,AES,1,1.248,8.366666667,76.25,5.991666667,266.2916667
2011-05-27,AES,1,0.125,9.2625,76.25,3.920833333,259.3333333
2011-05-28,AES,1,0,9.5,64.79166667,2.6375,326.25
2011-05-29,AES,1,0,10.90416667,81.20833333,3.204166667,232.6666667
2011-05-30,AES,1,0,11.825,80.54166667,2.679166667,258.375
2011-05-31,AES,1,0.24,13.20416667,79.58333333,4.2125,192.3333333
2011-06-01,AES,1,0.538,10.77916667,95.70833333,2.166666667,80.16666667
2011-06-02,AES,1,0.288,8.075,97.45833333,4.458333333,69.66666667
2011-06-03,AES,1,0,12.09166667,73.25,1.941666667,338.2916667
2011-06-04,AES,1,0,15.8625,65.45833333,2.408333333,351.375
2011-06-05,AES,1,0,18.67083333,62.29166667,2.4,267.875
2011-06-06,AES,1,0.193,14.91666667,89.66666667,2.845833333,123.3333333
2011-06-07,AES,1,0.03,15.2,68.875,5.533333333,292.125
2011-06-08,AES,1,0.03,10.84583333,76.16666667,3.295833333,296.3333333
2011-06-09,AES,1,0,11.67916667,73.625,2.291666667,275.7916667
2011-06-10,AES,1,0,14.725,67.29166667,2.741666667,331.0416667
2011-06-11,AES,1,0.183,15.42916667,62.54166667,2.075,354.9583333
2011-06-12,AES,1,0,16.59166667,55.25,2.166666667,324.875
2011-06-13,AES,1,0.069,15.10416667,65.375,3.85,156.375
2011-06-14,AES,1,0,15.20416667,53.04166667,3.354166667,355.9166667
2011-06-15,AES,1,0.096,11.625,61.33333333,5.075,299
2011-06-16,AES,1,0,10.27083333,72.25,4.2375,107.1666667
2011-06-17,AES,1,0,14.40833333,66.33333333,1.583333333,332.875
2011-06-18,AES,1,0.16,12.40833333,84.54166667,3.445833333,140.2083333
2011-06-19,AES,1,0.072,14.65833333,73.25,4.383333333,218.0416667
2011-06-20,AES,1,0,16.02083333,69.08333333,1.625,356.5416667
2011-06-21,AES,1,0,18.00416667,67.08333333,1.566666667,356.5416667
2011-06-22,AES,1,0,21.65416667,55.625,2.4,355.3333333
2011-06-23,AES,1,0,16.00833333,50.125,5.45,309.5416667
2011-06-24,AES,1,0,13.39583333,54.5,3.408333333,350.0833333
2011-06-25,AES,1,0,13.42916667,55.33333333,2.545833333,352.7083333
2011-06-26,AES,1,0,14.82916667,56.83333333,1.529166667,355.8333333
2011-06-27,AES,1,0,19.25833333,55.33333333,2.816666667,307.75
2011-06-28,AES,1,0.034,19.5625,60.54166667,2.570833333,286.5416667
2011-06-29,AES,1,0,17.60833333,65.75,4.454166667,238.4166667
2011-06-30,AES,1,0,15.075,55.5,4.875,300.9583333
2011-07-01,AES,1,0,15.02916667,59.54166667,1.75,354.2083333
2011-07-02,AES,1,0,19.6125,56.54166667,2.133333333,353.7083333
2011-07-03,AES,1,0,19.19166667,53.58333333,3.1625,345.375
2011-07-04,AES,1,0,18.2,56.375,1.7875,352.5833333
2011-07-05,AES,1,0,19.3625,55.29166667,1.645833333,352
2011-07-06,AES,1,0,21.47916667,55.83333333,1.570833333,351.4583333
2011-07-07,AES,1,0,21.6,52.20833333,3.375,319.1666667
2011-07-08,AES,1,0,14.225,50.45833333,4.208333333,350.0416667
2011-07-09,AES,1,0,15.39166667,48.79166667,1.954166667,349.2083333
2011-07-10,AES,1,0,17.04583333,54.79166667,1.554166667,334.25
2011-07-11,AES,1,0,19.51666667,58.41666667,1.683333333,295.4166667
2011-07-12,AES,1,0.023,19.08333333,65.08333333,2.766666667,287.875
2011-07-13,AES,1,0.292,14.70833333,76.20833333,2.483333333,156.7916667
2011-07-14,AES,1,0,14.13333333,70,2.041666667,213.7083333
2011-07-15,AES,1,0,17.20833333,61.375,1.545833333,344.1666667
2011-07-16,AES,1,0.023,17.99583333,70.625,2.133333333,204.0416667
2011-07-17,AES,1,0,20.95416667,62.95833333,2.470833333,333
2011-07-18,AES,1,0,19.95,56.33333333,1.995833333,340.4166667
2011-07-19,AES,1,0,16.56666667,67.54166667,4.520833333,198.125
2011-07-20,AES,1,0,16.10416667,61,2.154166667,296.6666667
2011-07-21,AES,1,0,16.59583333,61.54166667,3.779166667,253.1666667
2011-07-22,AES,1,0,15.8,55.125,2.904166667,327.2916667
2011-07-23,AES,1,0,17.425,56.70833333,1.795833333,335.1666667
2011-07-24,AES,1,0,22.0625,51.5,2.204166667,333.875
2011-07-25,AES,1,0,20.5,58.83333333,3.483333333,288.8333333
2011-07-26,AES,1,0,17.7,61.54166667,2.791666667,316.7916667
2011-07-27,AES,1,0,16.38333333,62.75,2.566666667,318.5416667
2011-07-28,AES,1,0,18.36666667,58.41666667,1.554166667,328.4583333
2011-07-29,AES,1,0,19.7125,55.29166667,2.004166667,327.0833333
2011-07-30,AES,1,0,22.65,51.33333333,1.720833333,321.6666667
2011-07-31,AES,1,0,21.34583333,50.25,2.620833333,323.9583333
2011-08-01,AES,1,0,21.10416667,49.29166667,2.0375,322.4583333
2011-08-02,AES,1,0,21.95,50.75,1.891666667,319.125
2011-08-03,AES,1,0,20.75,50.33333333,1.854166667,319.125
2011-08-04,AES,1,0,22.375,49.33333333,1.604166667,288.1666667
2011-08-05,AES,1,0,21.59583333,50.5,2.270833333,309.25
2011-08-06,AES,1,0,19.51666667,52.75,2.191666667,314.1666667
2011-08-07,AES,1,0,19.70833333,47.625,1.816666667,312.2916667
2011-08-08,AES,1,0,20.01666667,47.08333333,1.520833333,310.625
2011-08-09,AES,1,0,18.925,43.04166667,1.85,308.9166667
2011-08-10,AES,1,0,17.27916667,42.875,2.583333333,299.2916667
2011-08-11,AES,1,0,17.76666667,44.04166667,2.375,305.1666667
2011-08-12,AES,1,0,20.4125,42.41666667,1.7625,303.25
2011-08-13,AES,1,0,21.08333333,41.625,2.316666667,280.7083333
2011-08-14,AES,1,0,19.25833333,39.16666667,2.8875,280.75
2011-08-15,AES,1,0,16.6375,48.54166667,4.125,247.8333333
2011-08-16,AES,1,0,18.4875,45.16666667,1.758333333,295.4583333
2011-08-17,AES,1,0,19.6375,37.875,2.466666667,293.4583333
2011-08-18,AES,1,0,18.9625,30.95833333,3.075,286.3333333
2011-08-19,AES,1,0,19.33333333,40.33333333,1.658333333,289.4166667
2011-08-20,AES,1,0,20.4375,36.20833333,1.445833333,287.1666667
2011-08-21,AES,1,0,21.95833333,32.41666667,1.525,285
2011-08-22,AES,1,0,23.3875,29.95833333,3.508333333,266.3333333
2011-08-23,AES,1,0,21.47916667,41.125,3.029166667,279.125
2011-08-24,AES,1,0,23.27083333,45.33333333,1.7625,273.875
2011-08-25,AES,1,0,25.1625,38.20833333,2.05,266
2011-08-26,AES,1,0,24.71666667,37.625,1.7125,271.5
2011-08-27,AES,1,0,24.15416667,38.625,1.708333333,273
2011-08-28,AES,1,0,27.03333333,32.83333333,2.733333333,255.625
2011-08-29,AES,1,0,23.68333333,37.70833333,2.529166667,249.75
2011-08-30,AES,1,0,17.85416667,46.625,3.408333333,222.5416667
2011-08-31,AES,1,0,14.06666667,53,3.525,220.6666667
2011-09-01,AES,1,0,14.30833333,48.375,2.366666667,266.0833333
2011-09-02,AES,1,0,16.13333333,35.29166667,3.191666667,265.75
2011-09-03,AES,1,0,15.4625,35.5,1.708333333,266.0416667
2011-09-04,AES,1,0,19.40833333,31.54166667,2.1,263.125
2011-09-05,AES,1,0,20.23333333,30.625,1.879166667,254.3333333
2011-09-06,AES,1,0,20.70833333,31.83333333,1.3875,249.4166667
2011-09-07,AES,1,0,23.15,28.95833333,2.004166667,238.1666667
2011-09-08,AES,1,0,24.62083333,24.79166667,2.25,232.875
2011-09-09,AES,1,0,22.45,30.125,1.3875,236.375
2011-09-10,AES,1,0,23.74166667,27.33333333,1.5875,222.7083333
2011-09-11,AES,1,0,23.59166667,30.41666667,1.929166667,224.625
2011-09-12,AES,1,0,23.02916667,32.45833333,2.325,223.7083333
2011-09-13,AES,1,0,21.62083333,31.04166667,2.354166667,221.1666667
2011-09-14,AES,1,0,21.65833333,30.25,1.841666667,212.9583333
2011-09-15,AES,1,0.15,15.89583333,54.83333333,3.908333333,146.5
2011-09-16,AES,1,0,13.6375,57.70833333,2.970833333,181.4166667
2011-09-17,AES,1,0,13.8625,50.41666667,4.070833333,178.2916667
2011-09-18,AES,1,0.084,16.62916667,62.08333333,2.641666667,162.6666667
2011-09-19,AES,1,0,16.73333333,53.29166667,4.025,198.7083333
2011-09-20,AES,1,0,14.70833333,47,1.633333333,216.5416667
2011-09-21,AES,1,0,16.89583333,39.20833333,1.925,209.1666667
2011-09-22,AES,1,0,20.14583333,35.29166667,2.308333333,194.75
2011-09-23,AES,1,0,22.09583333,32.91666667,2.191666667,214.5
2011-09-24,AES,1,0,25.77916667,19.79166667,3.816666667,212.6666667
2011-09-25,AES,1,0.231,16.15416667,53.41666667,3.541666667,77.375
2011-09-26,AES,1,0.023,14.625,69.58333333,2.1625,181.5833333
2011-09-27,AES,1,0,15.15833333,67.33333333,3.7375,117.5416667
2011-09-28,AES,1,0,10.85416667,55.66666667,1.683333333,205.5833333
2011-09-29,AES,1,0,15.59583333,45.58333333,2.6875,197.5416667
2011-09-30,AES,1,0,18.85,40.83333333,2.420833333,176.2916667
2011-10-01,AES,1,0,18.92083333,45.54166667,3.520833333,148.8333333
2011-10-02,AES,1,0,14.95,56.33333333,1.704166667,178.125
2011-10-03,AES,1,0,15.99166667,47.75,2.716666667,162.25
2011-10-04,AES,1,0.13,11.29166667,80.70833333,2.583333333,52.08333333
2011-10-05,AES,1,0.69,9.758333333,91.58333333,3.833333333,33.66666667
2011-10-06,AES,1,0.963,7.616666667,94.70833333,4.179166667,21.66666667
2011-10-07,AES,1,0.018,10.34583333,76.5,5.920833333,77.95833333
2011-10-08,AES,1,0,10.61666667,72.5,2.708333333,144.875
2011-10-09,AES,1,0,11.41666667,68,2.095833333,115
2011-10-10,AES,1,0.289,11.525,76.41666667,3.179166667,54.08333333
2011-10-11,AES,1,0.29,12.07916667,71.66666667,5.654166667,119.5833333
2011-10-12,AES,1,0,10.66666667,63.29166667,4.033333333,95.58333333
2011-10-13,AES,1,0,9.716666667,67.5,1.420833333,118.2916667
2011-10-14,AES,1,0.139,10.69166667,77.625,2.254166667,51.08333333
2011-10-15,AES,1,0.195,9.775,85.16666667,1.720833333,101.0833333
2011-10-16,AES,1,0.25,8.279166667,90.41666667,2.391666667,60.95833333
2011-10-17,AES,1,0,7.5875,86.79166667,2.658333333,105.4583333
2011-10-18,AES,1,0,11.10833333,62.83333333,3.825,156.0416667
2011-10-19,AES,1,0,11.16666667,70.54166667,2.2375,101.375
2011-10-20,AES,1,0,11.19583333,74.95833333,1.683333333,98.25
2011-10-21,AES,1,0.023,12.32083333,78.375,2.570833333,77.5
2011-10-22,AES,1,0.04,13.5,73.41666667,4.270833333,76.41666667
2011-10-23,AES,1,0,12.53333333,77.33333333,3.783333333,80.41666667
2011-10-24,AES,1,0,7.3,64.58333333,4.158333333,127.1666667
2011-10-25,AES,1,0,3.491666667,70.20833333,1.833333333,133.7083333
2011-10-26,AES,1,0,4.316666667,62.33333333,2.45,102.7083333
2011-10-27,AES,1,0,4.4875,58.91666667,2.383333333,127.0416667
2011-10-28,AES,1,0.04,7.966666667,55.70833333,4.9,70.33333333
2011-10-29,AES,1,0.045,7.654166667,68.08333333,3.179166667,121.7083333
2011-10-30,AES,1,0.369,9.354166667,78.25,3.5625,72.5
2011-10-31,AES,1,0.023,6.945833333,68.625,5.1125,122.6666667
2011-11-01,AES,1,0,2.225,66.25,3.220833333,127.5
2011-11-02,AES,1,0,4.8625,44.95833333,6.091666667,124.0416667
2011-11-03,AES,1,0.13,5.4,56.41666667,2.85,58.66666667
2011-11-04,AES,1,0.208,1.541666667,89.70833333,3.541666667,22.33333333
2011-11-05,AES,1,0,1.0125,77.875,2.175,87.20833333
2011-11-06,AES,1,0,0.929166667,77.16666667,2.1,98.04166667
2011-11-07,AES,1,0,1.033333333,83.70833333,2.1125,43.70833333
2011-11-08,AES,1,0,4.095833333,75.79166667,2.4125,98.95833333
2011-11-09,AES,1,0,5.116666667,63.58333333,4.625,99.33333333
2011-11-10,AES,1,0,6.066666667,51.54166667,3.504166667,95.375
2011-11-11,AES,1,0.61,6.579166667,50.70833333,4.983333333,63.625
2011-11-12,AES,1,0.676,2.070833333,81.45833333,5.845833333,49.83333333
2011-11-13,AES,1,0.072,5.679166667,73,8.475,71.625
2011-11-14,AES,1,0,4.133333333,63.625,7.275,51.91666667
2011-11-15,AES,1,0,-1.045833333,68.54166667,2.729166667,74.33333333
2011-11-16,AES,1,0,-0.541666667,70.45833333,6.05,39.08333333
2011-11-17,AES,1,0.449,3.808333333,77.41666667,5.395833333,57.41666667
2011-11-18,AES,1,0.256,0.208333333,89.45833333,2.583333333,71.83333333
2011-11-19,AES,1,0.358,-1.595833333,87.54166667,2.191666667,68.41666667
2011-11-20,AES,1,0.056,-1.095833333,90.45833333,1.85,71.58333333
2011-11-21,AES,1,0.077,2.666666667,70.29166667,4.733333333,44
2011-11-22,AES,1,0.528,7.45,70.625,6.1875,15.75
2011-11-23,AES,1,0,10.55416667,49.91666667,5.116666667,10.79166667
2011-11-24,AES,1,0.365,4.579166667,86.54166667,3.633333333,46.20833333
2011-11-25,AES,1,0.091,2.645833333,73.91666667,6.629166667,73.45833333
2011-11-26,AES,1,0,2.9625,58.95833333,6.325,34.25
2011-11-27,AES,1,0.224,6.3625,53.45833333,5.020833333,33.20833333
2011-11-28,AES,1,0.029,4.354166667,81.66666667,2.041666667,76.70833333
2011-11-29,AES,1,0,3.833333333,87.08333333,3.55,30.08333333
2011-11-30,AES,1,0.073,1.8875,88.83333333,3.383333333,26.41666667
2011-12-01,AES,1,0,0.579166667,88,3.108333333,49.45833333
2011-12-02,AES,1,0,0.208333333,62.375,3.5625,81.79166667
2011-12-03,AES,1,0,-1.670833333,76.16666667,1.983333333,17.91666667
2011-12-04,AES,1,0,-0.295833333,70.79166667,1.8375,68.95833333
2011-12-05,AES,1,0,-1.025,62.5,3.675,66.75
2011-12-06,AES,1,0,0.675,61.125,3.008333333,78.70833333
2011-12-07,AES,1,0,-0.116666667,74.83333333,1.5375,51.625
2011-12-08,AES,1,0,-2.745833333,84.08333333,1.441666667,63.83333333
2011-12-09,AES,1,0,0.5875,69.08333333,3.0875,76.41666667
2011-12-10,AES,1,0,1.358333333,60.5,3.9375,72.29166667
2011-12-11,AES,1,0,-4.004166667,91.41666667,1.691666667,16.5
2011-12-12,AES,1,0,-3.7875,91.58333333,1.425,13.79166667
2011-12-13,AES,1,0,-2.454166667,87.54166667,1.866666667,15.08333333
2011-12-14,AES,1,0,0.204166667,77.41666667,2.575,46.08333333
2011-12-15,AES,1,0.13,-0.629166667,91.83333333,1.5,29.04166667
2011-12-16,AES,1,0,2.825,85.83333333,2.820833333,44.04166667
2011-12-17,AES,1,0,4.4125,68.08333333,4.570833333,73.5
2011-12-18,AES,1,0,1.033333333,82.875,2.983333333,19.41666667
2011-12-19,AES,1,0,-1.108333333,91.45833333,2.4125,38.54166667
2011-12-20,AES,1,0,-0.05,84.625,3.845833333,53.625
2011-12-21,AES,1,0,-2.241666667,80.5,3.129166667,73.25
2011-12-22,AES,1,0,-2.1875,73.625,3.625,70.66666667
2011-12-23,AES,1,0,-0.833333333,54.54166667,3.829166667,50.54166667
2011-12-24,AES,1,0,1.820833333,48.91666667,4.983333333,25.04166667
2011-12-25,AES,1,0,3.283333333,47.95833333,6,34
2011-12-26,AES,1,0.023,1.608333333,75.25,3.0125,45.45833333
2011-12-27,AES,1,0.278,3.154166667,84.95833333,3.616666667,17.66666667
2011-12-28,AES,1,0.928,8.229166667,80.41666667,6.616666667,12.04166667
2011-12-29,AES,1,0.447,6.125,74,6.791666667,42.625
2011-12-30,AES,1,1.747,4.9125,85.83333333,6.2625,19.29166667
2011-12-31,AES,1,0,0.75,69.125,4.5375,67.875
2012-01-01,AES,1,0,2.908333333,66.125,5.920833333,35.75
2012-01-02,AES,1,0,3.791666667,70.5,4.475,46.83333333
2012-01-03,AES,1,0,5.25,73,2.8625,70.5
2012-01-04,AES,1,0,7.129166667,54.66666667,4.875,61.91666667
2012-01-05,AES,1,0.023,5.45,68.70833333,6.091666667,69.125
2012-01-06,AES,1,0,0.529166667,78.83333333,2.25,50.95833333
2012-01-07,AES,1,0,0.741666667,81.75,2.758333333,46.95833333
2012-01-08,AES,1,0,2.975,76.125,4.458333333,57.91666667
2012-01-09,AES,1,0,4.466666667,65.625,4.170833333,65.625
2012-01-10,AES,1,0.419,0.125,81.25,4.0875,31.125
2012-01-11,AES,1,0,-4.545833333,76.33333333,2.170833333,80.83333333
2012-01-12,AES,1,0,-3.825,78.08333333,2.75,80.58333333
2012-01-13,AES,1,0,-0.170833333,65.04166667,4,78.33333333
2012-01-14,AES,1,0.1,2.370833333,55.70833333,4.6625,34.04166667
2012-01-15,AES,1,0.23,-3.579166667,76.625,2.754166667,43.16666667
2012-01-16,AES,1,0.473,-3.875,75.375,4.7375,74.5
2012-01-17,AES,1,0.294,-1.545833333,74.625,6.45,36.08333333
