"DOY","field","sensor","raw_smr","filename","date","depth_1","depth_2","depth_3","year","day","sm_mean","error"
"1552014","AES",6,0.22804269,"rz.mc_1552014.asc","2014-06-04",NA,0.274463542849834,0.272398267562229,2014,155,0.273430905206031,0.0453882152060311
"1592013","AES",6,0.21856148,"rz.mc_1592013.asc","2013-06-08",NA,0.284512352825936,0.283673191060258,2013,159,0.284092771943097,0.0655312919430973
"1652012","OD",6,0.32201075,"rz.mc_1652012.asc","2012-06-13",0.320502901977793,0.317422402647253,0.258775234974928,2012,165,0.298900179866658,0.0231105701333422
"1662013","AES",6,0.18906003,"rz.mc_1662013.asc","2013-06-15",NA,0.235034794569708,0.274972537727422,2013,166,0.255003666148565,0.0659436361485648
"1662013","OD",6,0.2355839,"rz.mc_1662013.asc","2013-06-15",0.179867742458544,0.230454240114258,0.23082718157411,2013,166,0.21371638804897,0.0218675119510296
"1672012","OD",6,0.31323442,"rz.mc_1672012.asc","2012-06-15",0.314500436783556,0.308743938414378,0.263432546036694,2012,167,0.295558973744876,0.017675446255124
"1702014","AES",6,0.20286742,"rz.mc_1702014.asc","2014-06-19",NA,0.183005598414955,0.248089107760562,2014,170,0.215547353087759,0.0126799330877585
"1702014","OD",6,0.26230859,"rz.mc_1702014.asc","2014-06-19",0.17384713970945,0.293572726443957,0.294216191221482,2014,170,0.25387868579163,0.00842990420837031
"1772011","AES",6,0.20851428,"rz.mc_1772011.asc","2011-06-26",NA,NA,NA,2011,177,NA,NA
"1772012","AES",6,0.18050729,"rz.mc_1772012.asc","2012-06-25",NA,0.347029044327641,0.266826968834171,2012,177,0.306928006580906,0.126420716580906
"1772012","OD",6,0.27089041,"rz.mc_1772012.asc","2012-06-25",0.279272332528979,0.250879650074192,0.271749799733637,2012,177,0.267300594112269,0.00358981588773061
"1782013","OD",6,0.25987615,"rz.mc_1782013.asc","2013-06-27",0.180424061307056,0.218825278038162,0.225566469221202,2013,178,0.208271936188806,0.0516042138111936
"1802013","AES",6,0.19042337,"rz.mc_1802013.asc","2013-06-29",NA,0.203269362746727,0.264952673077525,2013,180,0.234111017912126,0.043687647912126
"1852013","OD",6,0.23140764,"rz.mc_1852013.asc","2013-07-04",0.181140998446309,0.205824272976623,0.229045715826909,2013,185,0.205336995749947,0.0260706442500526
"1862011","OD",6,0.22195383,"rz.mc_1862011.asc","2011-07-05",NA,NA,NA,2011,186,NA,NA
"1882012","AES",6,0.18136401,"rz.mc_1882012.asc","2012-07-06",NA,0.345534310613489,0.267201355573211,2012,188,0.30636783309335,0.12500382309335
"1882014","OD",6,0.22013823,"rz.mc_1882014.asc","2014-07-07",0.179473426809586,0.26956054466491,0.253448086366343,2014,188,0.234160685946946,0.0140224559469463
"1892013","AES",6,0.16631472,"rz.mc_1892013.asc","2013-07-08",NA,0.177206698904147,0.234188003786489,2013,189,0.205697351345318,0.0393826313453182
"1892014","AES",6,0.16397436,"rz.mc_1892014.asc","2014-07-08",NA,0.133986180968605,0.145950483333086,2014,189,0.139968332150845,0.0240060278491547
"1902011","AES",6,0.16696072,"rz.mc_1902011.asc","2011-07-09",NA,NA,NA,2011,190,NA,NA
"1922012","OD",6,0.2398782,"rz.mc_1922012.asc","2012-07-10",0.249682756866305,0.227797062559492,0.242090343929347,2012,192,0.239856721118381,2.14788816185751e-05
"1922014","OD",6,0.21360692,"rz.mc_1922014.asc","2014-07-11",0.179403612995966,0.249779520441939,0.233283918071454,2014,192,0.22082235050312,0.00721543050311954
"1952012","AES",6,0.1731363,"rz.mc_1952012.asc","2012-07-13",NA,0.342029955788871,0.264577105307762,2012,195,0.303303530548316,0.130167230548316
"1962011","OD",6,0.2125135,"rz.mc_1962011.asc","2011-07-15",NA,NA,NA,2011,196,NA,NA
"1962013","OD",6,0.21244816,"rz.mc_1962013.asc","2013-07-15",0.157265966592011,0.184282034657056,0.218256436332885,2013,196,0.186601479193984,0.025846680806016
"1972012","OD",6,0.22990766,"rz.mc_1972012.asc","2012-07-15",0.234203681765843,0.21913373792511,0.228164604579743,2012,197,0.227167341423566,0.0027403185764345
"2052013","OD",6,0.20909982,"rz.mc_2052013.asc","2013-07-24",0.159589638111682,0.182084595003277,0.218876838322453,2013,205,0.186850357145804,0.022249462854196
"2062014","AES",6,0.16249283,"rz.mc_2062014.asc","2014-07-25",NA,0.129017887902541,NA,2014,206,0.129017887902541,0.0334749420974592
"2082013","AES",6,0.15832786,"rz.mc_2082013.asc","2013-07-27",NA,0.150889711893085,0.152637832396184,2013,208,0.151763772144634,0.0065640878553655
"2122011","AES",6,0.16192182,"rz.mc_2122011.asc","2011-07-31",NA,NA,NA,2011,212,NA,NA
"2132012","OD",6,0.21413992,"rz.mc_2132012.asc","2012-07-31",0.208360903514647,0.209378970992845,0.170383616377512,2012,213,0.196041163628335,0.0180987563716655
"2152011","OD",6,0.20578346,"rz.mc_2152011.asc","2011-08-03",NA,NA,NA,2011,215,NA,NA
"2172012","OD",6,0.20979606,"rz.mc_2172012.asc","2012-08-04",0.206407343315986,0.210116210454032,0.1855860563634,2012,217,0.200703203377806,0.00909285662219372
"1342014","AES",7,0.29158761,"rz.mc_1342014.asc","2014-05-14",0.311946467795864,0.341555103033196,0.383639183191904,2014,134,0.345713584673655,0.0541259746736545
"1502014","OD",7,0.3098928,"rz.mc_1502014.asc","2014-05-30",0.247431667127455,0.340000047593513,0.311182142040598,2014,150,0.299537952253855,0.0103548477461445
"1552014","AES",7,0.22826537,"rz.mc_1552014.asc","2014-06-04",0.285040074345354,0.322841182668062,0.37667763613098,2014,155,0.328186297714799,0.0999209277147989
"1592013","AES",7,0.21986586,"rz.mc_1592013.asc","2013-06-08",0.265072710101531,0.319974979231578,0.391152669245641,2013,159,0.32540011952625,0.10553425952625
"1652012","OD",7,0.32330122,"rz.mc_1652012.asc","2012-06-13",0.207477798264088,0.353475483960004,0.40966571271681,2012,165,0.323539664980301,0.000238444980300567
"1662013","AES",7,0.19064235,"rz.mc_1662013.asc","2013-06-15",0.214781496450877,0.261940828893783,0.376041898113955,2013,166,0.284254741152872,0.0936123911528716
"1662013","OD",7,0.23917974,"rz.mc_1662013.asc","2013-06-15",0.187952660140249,0.256370754470568,NA,2013,166,0.222161707305409,0.0170180326945913
"1672012","OD",7,0.31433828,"rz.mc_1672012.asc","2012-06-15",0.200756417654109,0.333342004562796,0.407369297062093,2012,167,0.313822573092999,0.000515706907000701
"1702014","AES",7,0.20336051,"rz.mc_1702014.asc","2014-06-19",0.239870151810898,0.240874187713,0.342800432279743,2014,170,0.274514923934547,0.0711544139345471
"1702014","OD",7,0.26921787,"rz.mc_1702014.asc","2014-06-19",0.209437472687027,0.313094118107451,0.306765565904034,2014,170,0.276432385566171,0.00721451556617059
"1772011","AES",7,0.20699852,"rz.mc_1772011.asc","2011-06-26",NA,NA,NA,2011,177,NA,NA
"1772012","AES",7,0.18445077,"rz.mc_1772012.asc","2012-06-25",0.283520035202908,0.317574787741072,0.36707099596,2012,177,0.32272193963466,0.13827116963466
"1772012","OD",7,0.27143517,"rz.mc_1772012.asc","2012-06-25",0.18449876859798,0.244767083656694,0.389870933653885,2012,177,0.273045595302853,0.00161042530285321
"1782013","OD",7,0.26321143,"rz.mc_1782013.asc","2013-06-27",0.204977550244327,0.227239339305158,NA,2013,178,0.216108444774743,0.0471029852252574
"1802013","AES",7,0.19189901,"rz.mc_1802013.asc","2013-06-29",0.197403936550156,0.226425080270424,0.34279988551015,2013,180,0.255542967443577,0.0636439574435766
"1852013","OD",7,0.23422965,"rz.mc_1852013.asc","2013-07-04",0.186595655888332,0.219385701906241,NA,2013,185,0.202990678897286,0.0312389711027138
"1862011","OD",7,0.22394371,"rz.mc_1862011.asc","2011-07-05",NA,NA,NA,2011,186,NA,NA
"1882012","AES",7,0.18471539,"rz.mc_1882012.asc","2012-07-06",0.250351340518015,0.28942936882995,0.341465405931172,2012,188,0.293748705093046,0.109033315093046
"1882014","OD",7,0.22392549,"rz.mc_1882014.asc","2014-07-07",0.21400284530337,0.245860180976741,NA,2014,188,0.229931513140056,0.00600602314005555
"1892013","AES",7,0.16815635,"rz.mc_1892013.asc","2013-07-08",0.182259817736299,0.215083954057902,0.269321419228493,2013,189,0.222221730340898,0.0540653803408979
"1892014","AES",7,0.16575252,"rz.mc_1892014.asc","2014-07-08",0.216420800674707,0.204128225733766,0.274439491705304,2014,189,0.231662839371259,0.065910319371259
"1902011","AES",7,0.16792208,"rz.mc_1902011.asc","2011-07-09",NA,NA,NA,2011,190,NA,NA
"1922012","OD",7,0.24100004,"rz.mc_1922012.asc","2012-07-10",0.194670683247515,0.226166914927357,0.353926869284504,2012,192,0.258254822486459,0.0172547824864586
"1922014","OD",7,0.2160564,"rz.mc_1922014.asc","2014-07-11",0.213946195852805,0.240843042673371,NA,2014,192,0.227394619263088,0.0113382192630884
"1952012","AES",7,0.1760215,"rz.mc_1952012.asc","2012-07-13",0.225467092226829,0.257677758152957,0.310768165899899,2012,195,0.264637672093228,0.0886161720932284
"1962011","OD",7,0.21277071,"rz.mc_1962011.asc","2011-07-15",NA,NA,NA,2011,196,NA,NA
"1962013","OD",7,0.21349018,"rz.mc_1962013.asc","2013-07-15",0.172713251298872,0.195049232814783,NA,2013,196,0.183881242056827,0.0296089379431727
"1972012","OD",7,0.23102358,"rz.mc_1972012.asc","2012-07-15",0.186803572845646,0.213400415542026,0.338358422792124,2012,197,0.246187470393265,0.0151638903932651
"2052013","OD",7,0.20939743,"rz.mc_2052013.asc","2013-07-24",0.168447288060836,0.185802870160291,NA,2013,205,0.177125079110563,0.0322723508894365
"2062014","AES",7,0.1648297,"rz.mc_2062014.asc","2014-07-25",0.179499584295995,0.188841884390167,0.182926795479392,2014,206,0.183756088055185,0.0189263880551848
"2082013","AES",7,0.1608026,"rz.mc_2082013.asc","2013-07-27",0.169466911154368,0.196527492048582,0.176499313623783,2013,208,0.180831238942244,0.0200286389422444
"2122011","AES",7,0.16411297,"rz.mc_2122011.asc","2011-07-31",NA,NA,NA,2011,212,NA,NA
"2132012","OD",7,0.21459602,"rz.mc_2132012.asc","2012-07-31",0.180376234461974,0.190380098150749,0.299291119692467,2012,213,0.223349150768397,0.00875313076839651
"2152011","OD",7,0.20538153,"rz.mc_2152011.asc","2011-08-03",NA,NA,NA,2011,215,NA,NA
"2172012","OD",7,0.20990723,"rz.mc_2172012.asc","2012-08-04",0.175526867935031,0.187902836642507,0.290436575632451,2012,217,0.217955426736663,0.00804819673666315
"1342014","AES",8,0.28363905,"rz.mc_1342014.asc","2014-05-14",NA,NA,NA,2014,134,NA,NA
"1552014","AES",8,0.21613129,"rz.mc_1552014.asc","2014-06-04",NA,NA,NA,2014,155,NA,NA
"1592013","AES",8,0.20656859,"rz.mc_1592013.asc","2013-06-08",NA,NA,NA,2013,159,NA,NA
"1662013","AES",8,0.17841729,"rz.mc_1662013.asc","2013-06-15",NA,NA,NA,2013,166,NA,NA
"1702014","AES",8,0.19316072,"rz.mc_1702014.asc","2014-06-19",NA,NA,NA,2014,170,NA,NA
"1772011","AES",8,0.19300232,"rz.mc_1772011.asc","2011-06-26",NA,NA,NA,2011,177,NA,NA
"1772012","AES",8,0.17126137,"rz.mc_1772012.asc","2012-06-25",NA,NA,NA,2012,177,NA,NA
"1802013","AES",8,0.18189813,"rz.mc_1802013.asc","2013-06-29",NA,NA,NA,2013,180,NA,NA
"1882012","AES",8,0.17343603,"rz.mc_1882012.asc","2012-07-06",NA,NA,NA,2012,188,NA,NA
"1892013","AES",8,0.16128632,"rz.mc_1892013.asc","2013-07-08",NA,NA,NA,2013,189,NA,NA
"1892014","AES",8,0.15993739,"rz.mc_1892014.asc","2014-07-08",NA,NA,NA,2014,189,NA,NA
"1902011","AES",8,0.16069062,"rz.mc_1902011.asc","2011-07-09",NA,NA,NA,2011,190,NA,NA
"1952012","AES",8,0.16684907,"rz.mc_1952012.asc","2012-07-13",NA,NA,NA,2012,195,NA,NA
"2062014","AES",8,0.16012893,"rz.mc_2062014.asc","2014-07-25",NA,NA,NA,2014,206,NA,NA
"2082013","AES",8,0.15615642,"rz.mc_2082013.asc","2013-07-27",NA,NA,NA,2013,208,NA,NA
"2122011","AES",8,0.1590995,"rz.mc_2122011.asc","2011-07-31",NA,NA,NA,2011,212,NA,NA
"1342014","AES",9,0.29625932,"rz.mc_1342014.asc","2014-05-14",NA,NA,NA,2014,134,NA,NA
"1502014","OD",9,0.30731115,"rz.mc_1502014.asc","2014-05-30",0.224566872485979,0.275837232572089,0.29379736779176,2014,150,0.264733824283276,0.0425773257167242
"1552014","AES",9,0.23539134,"rz.mc_1552014.asc","2014-06-04",NA,NA,NA,2014,155,NA,NA
"1592013","AES",9,0.22804568,"rz.mc_1592013.asc","2013-06-08",NA,NA,NA,2013,159,NA,NA
"1652012","OD",9,0.34289013,"rz.mc_1652012.asc","2012-06-13",0.245622712021783,0.3066568110405,0.314427862040848,2012,165,0.288902461701043,0.0539876682989568
"1662013","AES",9,0.19825222,"rz.mc_1662013.asc","2013-06-15",NA,NA,NA,2013,166,NA,NA
"1662013","OD",9,0.2390042,"rz.mc_1662013.asc","2013-06-15",0.269094563187305,0.283915531267036,0.285505278062745,2013,166,0.279505124172362,0.0405009241723622
"1672012","OD",9,0.332786,"rz.mc_1672012.asc","2012-06-15",0.24469676421116,0.303417581749398,0.313946024660872,2012,167,0.28735345687381,0.0454325431261898
"1702014","AES",9,0.20975502,"rz.mc_1702014.asc","2014-06-19",NA,NA,NA,2014,170,NA,NA
"1702014","OD",9,0.26704168,"rz.mc_1702014.asc","2014-06-19",0.188854095708009,0.236409554290429,0.275839944249339,2014,170,0.233701198082592,0.0333404819174077
"1772011","AES",9,0.20999982,"rz.mc_1772011.asc","2011-06-26",NA,NA,NA,2011,177,NA,NA
"1772012","AES",9,0.1915422,"rz.mc_1772012.asc","2012-06-25",NA,NA,NA,2012,177,NA,NA
"1772012","OD",9,0.28483364,"rz.mc_1772012.asc","2012-06-25",0.232473511611193,0.270613858452052,0.303632277750741,2012,177,0.268906549271329,0.0159270907286713
"1782013","OD",9,0.26406012,"rz.mc_1782013.asc","2013-06-27",0.257783736006345,0.258769360073111,0.272773604254453,2013,178,0.263108900111303,0.000951219888697286
"1802013","AES",9,0.19832272,"rz.mc_1802013.asc","2013-06-29",NA,NA,NA,2013,180,NA,NA
"1852013","OD",9,0.23608108,"rz.mc_1852013.asc","2013-07-04",0.255286995899729,0.241849036004113,0.253922798660688,2013,185,0.25035294352151,0.0142718635215102
"1862011","OD",9,0.22767963,"rz.mc_1862011.asc","2011-07-05",NA,NA,NA,2011,186,NA,NA
"1882012","AES",9,0.19099693,"rz.mc_1882012.asc","2012-07-06",NA,NA,NA,2012,188,NA,NA
"1882014","OD",9,0.22632826,"rz.mc_1882014.asc","2014-07-07",0.195573423425184,0.207012982926056,0.199314887051749,2014,188,0.200633764467663,0.0256944955323369
"1892013","AES",9,0.1714768,"rz.mc_1892013.asc","2013-07-08",NA,NA,NA,2013,189,NA,NA
"1892014","AES",9,0.16775776,"rz.mc_1892014.asc","2014-07-08",NA,NA,NA,2014,189,NA,NA
"1902011","AES",9,0.16927053,"rz.mc_1902011.asc","2011-07-09",NA,NA,NA,2011,190,NA,NA
"1922012","OD",9,0.2490984,"rz.mc_1922012.asc","2012-07-10",0.226758834843103,0.252316318033424,0.264067826731097,2012,192,0.247714326535875,0.00138407346412528
"1922014","OD",9,0.2219919,"rz.mc_1922014.asc","2014-07-11",0.194965237765758,0.205079047195085,0.198314138370437,2014,192,0.199452807777093,0.0225390922229068
"1952012","AES",9,0.18089474,"rz.mc_1952012.asc","2012-07-13",NA,NA,NA,2012,195,NA,NA
"1962011","OD",9,0.22034794,"rz.mc_1962011.asc","2011-07-15",NA,NA,NA,2011,196,NA,NA
"1962013","OD",9,0.21955097,"rz.mc_1962013.asc","2013-07-15",0.229581217745995,0.219296129227335,0.220245708412024,2013,196,0.223041018461785,0.00349004846178466
"1972012","OD",9,0.23807085,"rz.mc_1972012.asc","2012-07-15",0.222837011778805,0.248190812682395,0.249332142949066,2012,197,0.240119989136756,0.0020491391367555
"2052013","OD",9,0.21474038,"rz.mc_2052013.asc","2013-07-24",0.225123077610168,0.214934473791392,0.208725562209588,2013,205,0.216261037870383,0.00152065787038275
"2062014","AES",9,0.16476559,"rz.mc_2062014.asc","2014-07-25",NA,NA,NA,2014,206,NA,NA
"2082013","AES",9,0.16064259,"rz.mc_2082013.asc","2013-07-27",NA,NA,NA,2013,208,NA,NA
"2122011","AES",9,0.16407047,"rz.mc_2122011.asc","2011-07-31",NA,NA,NA,2011,212,NA,NA
"2132012","OD",9,0.21709584,"rz.mc_2132012.asc","2012-07-31",0.219857449519592,0.234511386745976,0.217155789055876,2012,213,0.223841541773814,0.00674570177381445
"2152011","OD",9,0.21456095,"rz.mc_2152011.asc","2011-08-03",NA,NA,NA,2011,215,NA,NA
"2172012","OD",9,0.21428526,"rz.mc_2172012.asc","2012-08-04",0.212380472973019,0.233934782840435,0.213594739249583,2012,217,0.219969998354346,0.00568473835434591
"1342014","AES",10,0.29680489,"rz.mc_1342014.asc","2014-05-14",0.318926734210581,0.297282867926513,0.303203504412359,2014,134,0.306471035516484,0.00966614551648448
"1502014","OD",10,0.30069125,"rz.mc_1502014.asc","2014-05-30",0.237068705719167,0.291951698756327,0.271699741203227,2014,150,0.26690671522624,0.0337845347737596
"1552014","AES",10,0.2297949,"rz.mc_1552014.asc","2014-06-04",0.260199751698563,0.273903823394265,0.302528412138425,2014,155,0.278877329077084,0.0490824290770843
"1592013","AES",10,0.21998592,"rz.mc_1592013.asc","2013-06-08",0.171720908104058,0.272071995191493,0.303877051546268,2013,159,0.249223318280606,0.0292373982806063
"1652012","OD",10,0.32165755,"rz.mc_1652012.asc","2012-06-13",0.22905659289786,NA,NA,2012,165,0.22905659289786,0.0926009571021402
"1662013","AES",10,0.19047729,"rz.mc_1662013.asc","2013-06-15",0.149945679635143,0.216828024485766,0.299810239257465,2013,166,0.222194647792791,0.031717357792791
"1662013","OD",10,0.2423922,"rz.mc_1662013.asc","2013-06-15",0.190978783164187,0.284663046362516,0.276224513429569,2013,166,0.250622114318757,0.00822991431875736
"1672012","OD",10,0.31256304,"rz.mc_1672012.asc","2012-06-15",0.223614519297848,NA,NA,2012,167,0.223614519297848,0.0889485207021517
"1702014","AES",10,0.20460595,"rz.mc_1702014.asc","2014-06-19",0.177587125114633,0.198151758957049,0.292417701495011,2014,170,0.222718861855564,0.0181129118555644
"1702014","OD",10,0.26352667,"rz.mc_1702014.asc","2014-06-19",0.170291946209577,0.266786379282391,0.268259354882735,2014,170,0.235112560124901,0.0284141098750992
"1772011","AES",10,0.2091389,"rz.mc_1772011.asc","2011-06-26",NA,NA,NA,2011,177,NA,NA
"1772012","AES",10,0.18115834,"rz.mc_1772012.asc","2012-06-25",0.189231251164547,0.240829759044389,0.299810239257465,2012,177,0.2432904164888,0.0621320764888002
"1772012","OD",10,0.26991824,"rz.mc_1772012.asc","2012-06-25",0.203543421485407,NA,NA,2012,177,0.203543421485407,0.0663748185145932
"1782013","OD",10,0.26655699,"rz.mc_1782013.asc","2013-06-27",0.186131802405248,0.273049990540868,0.273670674040674,2013,178,0.244284155662263,0.0222728343377367
"1802013","AES",10,0.19217205,"rz.mc_1802013.asc","2013-06-29",0.161874189298854,0.201519767591963,0.280197376379401,2013,180,0.214530444423406,0.0223583944234061
"1852013","OD",10,0.23798842,"rz.mc_1852013.asc","2013-07-04",0.189085013668566,0.265432145211774,0.271684250122265,2013,185,0.242067136334202,0.00407871633420195
"1862011","OD",10,0.22630724,"rz.mc_1862011.asc","2011-07-05",NA,NA,NA,2011,186,NA,NA
"1882012","AES",10,0.18249726,"rz.mc_1882012.asc","2012-07-06",0.184393999899645,0.227301154056173,0.290536489332965,2012,188,0.234077214429594,0.051579954429594
"1882014","OD",10,0.22544333,"rz.mc_1882014.asc","2014-07-07",0.175897086412675,0.218588113411389,0.254743953781752,2014,188,0.216409717868605,0.00903361213139459
"1892013","AES",10,0.16891082,"rz.mc_1892013.asc","2013-07-08",0.148945305682454,0.197476138422011,0.260167520228619,2013,189,0.202196321444361,0.0332855014443609
"1892014","AES",10,0.16689959,"rz.mc_1892014.asc","2014-07-08",0.152938633671996,0.185909651044351,0.257004216650302,2014,189,0.198617500455549,0.0317179104555493
"1902011","AES",10,0.16923162,"rz.mc_1902011.asc","2011-07-09",NA,NA,NA,2011,190,NA,NA
"1922012","OD",10,0.24254288,"rz.mc_1922012.asc","2012-07-10",0.182313878376994,0.282184303707466,0.277083393597327,2012,192,0.247193858560596,0.00465097856059565
"1922014","OD",10,0.22185615,"rz.mc_1922014.asc","2014-07-11",0.175609877515432,0.217139923401678,0.211047219969418,2014,192,0.201265673628843,0.0205904763711573
"1952012","AES",10,0.1749067,"rz.mc_1952012.asc","2012-07-13",0.15890345854821,0.208877287387933,0.267934422747219,2012,195,0.211905056227788,0.0369983562277877
"1962011","OD",10,0.22051737,"rz.mc_1962011.asc","2011-07-15",NA,NA,NA,2011,196,NA,NA
"1962013","OD",10,0.22014117,"rz.mc_1962013.asc","2013-07-15",0.171158661344703,0.231946244709371,0.245315460271758,2013,196,0.216140122108611,0.00400104789138928
"1972012","OD",10,0.23415043,"rz.mc_1972012.asc","2012-07-15",0.175505738901343,0.26345494670905,0.271300206025909,2012,197,0.236753630545434,0.0026032005454337
"2052013","OD",10,0.21515439,"rz.mc_2052013.asc","2013-07-24",0.167288225416384,0.218257698345834,0.218337319232861,2013,205,0.201294414331693,0.0138599756683071
"2062014","AES",10,0.16593546,"rz.mc_2062014.asc","2014-07-25",0.126776201478737,0.183765142485619,0.256473883044888,2014,206,0.189005075669748,0.0230696156697481
"2082013","AES",10,0.1618061,"rz.mc_2082013.asc","2013-07-27",0.146944557777075,0.189328745725479,0.254877441739474,2013,208,0.19705024841401,0.0352441484140096
"2122011","AES",10,0.16525252,"rz.mc_2122011.asc","2011-07-31",NA,NA,NA,2011,212,NA,NA
"2132012","OD",10,0.21759557,"rz.mc_2132012.asc","2012-07-31",0.174486894568989,0.24494287243652,0.235531307308405,2012,213,0.218320358104638,0.000724788104637913
"2152011","OD",10,0.21481639,"rz.mc_2152011.asc","2011-08-03",NA,NA,NA,2011,215,NA,NA
"2172012","OD",10,0.21472875,"rz.mc_2172012.asc","2012-08-04",0.174408536475615,0.244084674664762,0.229576847848677,2012,217,0.216023352996351,0.00129460299635145
"1342014","AES",11,0.2962129,"rz.mc_1342014.asc","2014-05-14",0.343199436629055,0.344866191012194,0.288083514139194,2014,134,0.325383047260148,0.0291701472601477
"1502014","OD",11,0.31344896,"rz.mc_1502014.asc","2014-05-30",0.214793002473303,0.421952059063039,NA,2014,150,0.318372530768171,0.00492357076817074
"1552014","AES",11,0.23235809,"rz.mc_1552014.asc","2014-06-04",0.280908773529058,0.326438813441765,0.282332381132158,2014,155,0.29655998936766,0.0642018993676605
"1592013","AES",11,0.22340439,"rz.mc_1592013.asc","2013-06-08",0.313022680884843,0.330310686588059,0.300528717198414,2013,159,0.314620694890439,0.0912163048904387
"1652012","OD",11,0.34040493,"rz.mc_1652012.asc","2012-06-13",0.28950343586896,0.426955220892544,NA,2012,165,0.358229328380752,0.0178243983807521
"1662013","AES",11,0.19387186,"rz.mc_1662013.asc","2013-06-15",0.263611883505737,0.306019016199327,0.298076901293359,2013,166,0.289235933666141,0.0953640736661409
"1662013","OD",11,0.24452065,"rz.mc_1662013.asc","2013-06-15",0.224480380733084,0.304264831896526,NA,2013,166,0.264372606314805,0.0198519563148052
"1672012","OD",11,0.33146148,"rz.mc_1672012.asc","2012-06-15",0.281467749271809,0.420864990036768,NA,2012,167,0.351166369654289,0.0197048896542886
"1702014","AES",11,0.20679202,"rz.mc_1702014.asc","2014-06-19",0.192448543545789,0.195591973154818,0.274186544312057,2014,170,0.220742353670888,0.013950333670888
"1702014","OD",11,0.27407985,"rz.mc_1702014.asc","2014-06-19",0.152767650162958,0.37848955934192,NA,2014,170,0.265628604752439,0.00845124524756097
"1772011","AES",11,0.21471079,"rz.mc_1772011.asc","2011-06-26",NA,NA,NA,2011,177,NA,NA
"1772012","AES",11,0.18734172,"rz.mc_1772012.asc","2012-06-25",0.235820600411133,0.288362548485087,0.269209042996487,2012,177,0.264464063964236,0.0771223439642356
"1772012","OD",11,0.28933799,"rz.mc_1772012.asc","2012-06-25",0.229515526516776,0.361605824658863,NA,2012,177,0.295560675587819,0.00622268558781913
"1782013","OD",11,0.26786359,"rz.mc_1782013.asc","2013-06-27",0.21417481843712,0.285057613737397,NA,2013,178,0.249616216087259,0.0182473739127414
"1802013","AES",11,0.19458737,"rz.mc_1802013.asc","2013-06-29",0.217598469167052,0.238406324822473,0.259051227956743,2013,180,0.238352007315422,0.0437646373154224
"1852013","OD",11,0.23804015,"rz.mc_1852013.asc","2013-07-04",0.213450444710193,0.2778319773456,NA,2013,185,0.245641211027896,0.00760106102789648
"1862011","OD",11,0.22933913,"rz.mc_1862011.asc","2011-07-05",NA,NA,NA,2011,186,NA,NA
"1882012","AES",11,0.18723922,"rz.mc_1882012.asc","2012-07-06",0.199820412102112,0.258708278165837,0.262807136023053,2012,188,0.240445275430334,0.053206055430334
"1882014","OD",11,0.22719674,"rz.mc_1882014.asc","2014-07-07",0.15953221197673,0.356858051846656,NA,2014,188,0.258195131911693,0.0309983919116933
"1892013","AES",11,0.16965258,"rz.mc_1892013.asc","2013-07-08",0.148713078902695,0.15647983710392,0.219382706681702,2013,189,0.174858540896106,0.00520596089610553
"1892014","AES",11,0.1668704,"rz.mc_1892014.asc","2014-07-08",0.114605066333568,0.12259552409137,NA,2014,189,0.118600295212469,0.0482701047875309
"1902011","AES",11,0.17111809,"rz.mc_1902011.asc","2011-07-09",NA,NA,NA,2011,190,NA,NA
"1922012","OD",11,0.25546368,"rz.mc_1922012.asc","2012-07-10",0.205068667704727,0.307132682156965,NA,2012,192,0.256100674930846,0.000636994930845847
"1922014","OD",11,0.21830135,"rz.mc_1922014.asc","2014-07-11",0.156706840145132,0.356429248658815,NA,2014,192,0.256568044401974,0.0382666944019738
"1952012","AES",11,0.17808045,"rz.mc_1952012.asc","2012-07-13",0.150431171721993,0.212412279656154,0.258020014014183,2012,195,0.20695448846411,0.0288740384641102
"1962011","OD",11,0.21413312,"rz.mc_1962011.asc","2011-07-15",NA,NA,NA,2011,196,NA,NA
"1962013","OD",11,0.21500288,"rz.mc_1962013.asc","2013-07-15",0.193364779421992,0.260214820036903,NA,2013,196,0.226789799729447,0.0117869197294472
"1972012","OD",11,0.24295875,"rz.mc_1972012.asc","2012-07-15",0.192316426016209,0.291171363866796,NA,2012,197,0.241743894941503,0.00121485505849711
"2052013","OD",11,0.20989117,"rz.mc_2052013.asc","2013-07-24",0.1893588815741,0.245053702121901,NA,2013,205,0.217206291848001,0.00731512184800076
"2062014","AES",11,0.16508276,"rz.mc_2062014.asc","2014-07-25",0.0911917218704109,0.107963364333913,0.195273436014624,2014,206,0.131476174072983,0.0336065859270173
"2082013","AES",11,0.16095951,"rz.mc_2082013.asc","2013-07-27",0.111934682930227,0.127365169449094,0.207878896832889,2013,208,0.149059583070737,0.0118999269292634
"2122011","AES",11,0.16471603,"rz.mc_2122011.asc","2011-07-31",NA,NA,NA,2011,212,NA,NA
"2132012","OD",11,0.21959119,"rz.mc_2132012.asc","2012-07-31",0.179113104976564,0.272717928873312,NA,2012,213,0.225915516924938,0.00632432692493812
"2152011","OD",11,0.205163,"rz.mc_2152011.asc","2011-08-03",NA,NA,NA,2011,215,NA,NA
"2172012","OD",11,0.21326686,"rz.mc_2172012.asc","2012-08-04",0.176328900768659,0.270791635838078,NA,2012,217,0.223560268303368,0.0102934083033682
