,rr_mae_l3,svrg_mae_l3
138,0.03855394734109877,0.028620944328987107
139,0.03419068074694091,0.022309067364291158
140,0.032639722075695744,0.028684800560015624
141,0.033119858424481015,0.02846198761795705
142,0.035811463894927516,0.02518663379161474
143,0.03154283560137013,0.029062007686879554
144,0.03571043832927656,0.028311789885342744
145,0.03554782430131887,0.026009626112415366
146,0.03692758389312786,0.027060564604004373
147,0.03599488843320672,0.029124839618356293
148,0.03659616066117439,0.029097223444073853
149,0.03295977992565499,0.03241439023006478
150,0.031075487405432648,0.02775249068555198
151,0.03237544773904183,0.02575843511538333
152,0.03484873479248625,0.027675897026757622
153,0.03517176489748338,0.028103901855047794
154,0.04060865481093363,0.022611177308687377
155,0.030502899180538303,0.02689638369085427
156,0.03182773456571748,0.026969351047411945
157,0.03664735543416115,0.02733986940906601
158,0.03113964386423916,0.026866126411854374
159,0.03350233446160009,0.028172569285844322
160,0.03570774665485026,0.024610679457528865
161,0.033606889827426774,0.025646366478378986
162,0.03551717171365577,0.03096592172655755
163,0.031909849491295106,0.024738153455259447
164,0.037532543968761566,0.025717821630257393
165,0.03478889234073091,0.026646063772493303
166,0.03374848353474506,0.028614088545625964
167,0.03299622090371825,0.026514918596309684
168,0.03632985515362646,0.025739829703543556
169,0.035307097435172616,0.02607073125674748
170,0.03637990977854259,0.027756242937682238
171,0.031629057531222395,0.02962041561510965
172,0.0329012722843937,0.025239835461095497
173,0.03680240232683012,0.031438259653905405
174,0.034163814779250894,0.032723339857474144
175,0.03230601050600486,0.02897754482264094
176,0.03499782460585051,0.02760368789700608
177,0.03743459298259166,0.030167236538664214
178,0.03131465622650917,0.027395712181534228
179,0.036354269529096386,0.023061003650626674
180,0.03312679758398014,0.024401049261413135
181,0.03305028523701181,0.029753515021175736
182,0.03714380728790273,0.02821581161889844
183,0.038463956037418943,0.026851232507972618
184,0.030793497405346103,0.02589060794697744
185,0.03667536886701281,0.028130515242795764
186,0.031332257981371174,0.029311998213683223
187,0.032987032986606664,0.022131983574915727
188,0.03338538943282457,0.02688857250869272
189,0.03567302146243239,0.021649601229943208
190,0.03124605470986732,0.02615270147180037
191,0.029988874523383766,0.03016073956995299
192,0.034066565357504144,0.025913933361967203
193,0.03508527732486806,0.03281763496030401
194,0.027466150702246478,0.033007793704723176
195,0.03560135236171778,0.02841157868596131
196,0.03698032379857271,0.026641147604065454
197,0.03297752322631305,0.02762439139153946
198,0.03469497307500691,0.024882013864306173
199,0.0354541951321707,0.026154858535746027
200,0.032523724897153494,0.02845069173626053
201,0.027341142061533385,0.026013858598531517
202,0.03227241881137633,0.02634402464739081
203,0.03696956187592075,0.02616918851454962
204,0.040259704876016274,0.02451726914485861
205,0.038703831078664874,0.02773197803447209
206,0.03658541727934976,0.027681198947291343
207,0.03828446980078049,0.027360505785282416
208,0.034760166162450555,0.029039060967490357
209,0.03630535709897783,0.0263796993600137
210,0.03168374459244286,0.029734991496917745
211,0.03188868872941808,0.027951815015897406
212,0.03862161406297314,0.02464130647185937
213,0.036363898104784215,0.027868265641917786
214,0.03737949409811045,0.027080289602861664
215,0.03429336135739403,0.027159574197210448
216,0.03230613135525244,0.02474065590846595
217,0.034447468548686716,0.02982164487449803
218,0.03156699059656006,0.02727671490979957
219,0.035064253588463885,0.025607702898645238
220,0.03218608555168989,0.026356630133351888
221,0.0312574162671021,0.028415556778372084
222,0.03865218984084009,0.026978741245631686
223,0.03078551008974325,0.023789273617093862
224,0.027196776516384413,0.027518213683455202
225,0.03110642192239478,0.029614155139054653
226,0.03441899300003703,0.02992807505288738
227,0.035961018826062514,0.03213475649122952
228,0.032709804169977215,0.028854611238928834
229,0.030859556255368854,0.026967619896099925
230,0.03611038074522392,0.0303679785999733
231,0.03652722384431134,0.029332325430323304
232,0.03266133559051743,0.0272043718731536
233,0.030672662091695665,0.03474222523576073
234,0.03588422520121759,0.026602357426093282
235,0.03603836840513257,0.03360432186189321
236,0.028722555764857535,0.025692057254019667
237,0.0315057790925538,0.025931650692138514
238,0.029887923899932282,0.024811833883118188
239,0.038178317109719785,0.02801186407591708
240,0.034393657149084295,0.026508635602718655
241,0.03445416951734011,0.02696610547119347
242,0.03358485505604426,0.028070247868074567
243,0.0362022344693464,0.023329569251674877
244,0.031241653595821255,0.02823111471038774
245,0.02889310416635095,0.02568508754551707
246,0.029324496513455547,0.026731416586126683
247,0.03873678436415436,0.03176016215792869
248,0.029741209009421125,0.028982797615431797
249,0.03117597779311698,0.02597569146530813
250,0.03591785035117172,0.025613711596231502
251,0.029252010568653557,0.030376884249559866
252,0.029108894226517665,0.027279678705689675
253,0.03173707953806434,0.02714526039121622
254,0.03499850678332353,0.026008541332890957
255,0.03403090774286932,0.029662345696590677
256,0.035745952968758384,0.029811195775118583
257,0.03092718493771454,0.029188351368944893
258,0.03176067696646147,0.026867537642041407
259,0.031100035837545358,0.028882979413525144
260,0.03438318466264036,0.02923206016283731
261,0.03257710521002662,0.028387949436358688
262,0.03129774154768072,0.03143033644086012
263,0.03579841931306081,0.02803852979106022
264,0.02834417435003165,0.029718272019142677
265,0.034098894535060945,0.02661699966949076
266,0.03425735245442938,0.02319374968732527
267,0.03191617644606912,0.02767965330661508
268,0.033209341708583515,0.02872381779002243
269,0.03301182517224622,0.027743296915040083
270,0.03662429425773603,0.022236714707841863
271,0.035278653668089674,0.02399190941624096
272,0.03323633546782053,0.02501769934963664
273,0.03690008448129805,0.031541615275623436
274,0.03265877436423314,0.028429125245220385
275,0.038050692764146084,0.03184135186404144
276,0.03073843242214743,0.028283957018645296
277,0.03262201355989973,0.02673310099426093
278,0.032397010648377925,0.025489006787221182
279,0.03375862770816696,0.03010280090239192
280,0.03663744231433995,0.02890611683447071
281,0.031473917206549844,0.0299040521176704
282,0.03216030129331687,0.023186817949705972
283,0.033028768422700874,0.02736385021348654
284,0.03412871218458212,0.02260386903072484
285,0.033534480596970485,0.026810150015080386
286,0.03093565216537342,0.029332577167049935
287,0.034310417845401626,0.029898653159976092
288,0.03857438303378642,0.030468089439717752
289,0.0347299612929129,0.024819154316234895
290,0.034402503102797605,0.027466778672547463
291,0.03512913677339167,0.024177237886391804
292,0.034549755904056394,0.025184394548850537
293,0.030687661860619317,0.02774033327250905
294,0.033817020941087864,0.02679730841050891
295,0.03442164628098591,0.029892347647836458
296,0.03683962063294084,0.02398369726901051
297,0.02973851318449313,0.0240578062017263
298,0.035107079593324396,0.029960689279707995
299,0.03525234926613859,0.026876122962165887
300,0.03292563582242701,0.02750273624885108
301,0.035390020714724926,0.029583069342769348
302,0.036152299844320106,0.027420652429559295
303,0.030019112055194364,0.027179278733418962
304,0.033692708284239696,0.022439385247855666
305,0.031054217612585137,0.027873491047879787
306,0.03439257667521963,0.02984912596161474
307,0.03588697261383123,0.0330359086007461
308,0.030073708746633697,0.02948059829125435
309,0.03506661753182951,0.02725362409410745
310,0.03441402099388422,0.02876027606926448
311,0.03981423250581319,0.02368755804621557
312,0.03626795349921073,0.0256177807529255
313,0.03295771507420964,0.026953877755209965
314,0.03324733142051258,0.02820381753270096
315,0.03970536506938628,0.024839026038450958
316,0.033816468700411405,0.029150228923288495
317,0.03136388354243171,0.02620573790408843
318,0.03261124331775704,0.02693391553190159
319,0.03162312343813018,0.02833662171755248
320,0.034440266183603525,0.027541677633804818
321,0.037685095922399804,0.025608465949342508
322,0.031561890315004795,0.02529893128474452
323,0.02810302515256301,0.03347634599113956
324,0.03472788168674089,0.02442381433413114
325,0.029587156511172056,0.03229228597866415
326,0.037509261510379165,0.02274816266361439
327,0.030206832443551032,0.022265374769538805
328,0.0315412174145081,0.032291704631244963
329,0.03279509623823237,0.0286569570319578
330,0.03157816851747935,0.02810480258994625
331,0.03502053068557094,0.026988512381338793
332,0.0331497853513313,0.028623207198612437
333,0.0338297759347109,0.0231070736248524
334,0.032403281504079236,0.03065357711802682
335,0.03340622368465735,0.029345022579688896
336,0.03463567621211701,0.03161681632057301
337,0.03812350032480666,0.023856561847898985
338,0.03560787483355246,0.027759588188117246
339,0.033272901969644254,0.02633443782810449
340,0.029872663946875478,0.026390559347765404
341,0.032106951520982425,0.026168417719305406
342,0.027767261604695913,0.02737193701605244
343,0.03195651270302685,0.027589065732544674
344,0.037443115607454704,0.025719714813981727
345,0.033291104432658966,0.029111176174541425
346,0.0342777784099971,0.02799143545654263
347,0.031314416137746284,0.029547056479580752
348,0.03270122732640778,0.023425923433702676
349,0.027392315771516587,0.026427105429720873
350,0.03660775658957944,0.02389792256360242
351,0.03433973984970173,0.029356953917669598
352,0.03245924221100185,0.02657316738488519
353,0.0299139739899127,0.023006281987852498
354,0.03269310165855961,0.023013223868172797
355,0.03676663978354837,0.026381510328694246
356,0.03434394614466934,0.03188254354437182
357,0.03480362496358561,0.028824187270600064
358,0.032334777343691355,0.0282974791220856
359,0.026006474337884285,0.031049288230632625
360,0.03868176918795547,0.028088008461248808
361,0.036105105846032874,0.035350104146218086
362,0.029841560380417076,0.029227778344703522
363,0.032531055485833675,0.027045559474216947
364,0.032515005411036635,0.02934071540996672
365,0.03694702538492176,0.023869583659730378
366,0.037309033000572346,0.025895830744588115
367,0.03209194331740674,0.029343181291962513
368,0.03956793480487616,0.030574265955561664
369,0.03553220980837641,0.026778076356792357
370,0.034607595299290375,0.027013884301530584
371,0.038057576784616305,0.029884883912835343
372,0.03580463857733839,0.02434919685712048
373,0.03380445806275488,0.030919222950714042
374,0.03527202878635547,0.026884337910727734
375,0.030141403767813345,0.026758937071876446
376,0.03467229948052243,0.030170549413159675
377,0.0324617075374037,0.025433789729060068
378,0.03615454668065474,0.024895645968203674
379,0.03336403128729983,0.026283202921085734
380,0.03349397124516149,0.026886397171955845
381,0.03397776473327918,0.029553905534645413
382,0.033930798361661726,0.027193325136719886
383,0.030814859443761156,0.026530377144469777
384,0.03501852017547395,0.025871429052694957
385,0.031176153569031674,0.0253200350820184
386,0.030369467330026923,0.02632956174501323
387,0.03576979312952502,0.02869059756890922
388,0.03525889996782071,0.024778685283108295
389,0.03411831668900193,0.026530600593698828
390,0.032488935605499376,0.02303633622989887
391,0.03151799224830923,0.030952765106075936
392,0.03351487953726531,0.026176446547383717
393,0.03558948135789073,0.026463680075272274
394,0.03037205429908342,0.028209422759781947
395,0.027496708476009525,0.0256982658272129
396,0.030722876162838683,0.025467893748363224
397,0.03947203961706168,0.028330907658171506
398,0.0346186291221757,0.026773112195420872
399,0.03457676336040697,0.027010220289260728
400,0.03667196338546279,0.023861313184497544
401,0.03399712949277996,0.02956321624817839
402,0.03457912324537348,0.029419600675345426
403,0.03534676070425083,0.027478451747853207
404,0.03260268898251302,0.032451806638625055
405,0.032748059593757664,0.026925533076735283
406,0.03505005889573179,0.02638580992266989
407,0.03950114612192968,0.030156592983175336
408,0.03123650324546713,0.028085929143800346
409,0.033734163970115943,0.02306917301540804
410,0.035382358210741295,0.022893920386157767
411,0.03658437513966623,0.024139722778256635
412,0.029476042105733066,0.026197977636798764
413,0.030538022103135786,0.02715478903311275
414,0.03735528831573564,0.026967498160982744
415,0.034807273924501204,0.027664838445033795
416,0.031557646881275346,0.02659928137062706
417,0.03327770641808478,0.02913498398173192
418,0.03334650474841551,0.025963750791561914
419,0.03704065802288849,0.029780492506051887
420,0.033382701263295234,0.02939001876919086
421,0.027174288137324202,0.024706343007478804
422,0.0336338364253691,0.031205489755182825
423,0.0343461401863308,0.024866892092121045
424,0.03228314262917555,0.029672655251363197
425,0.03507204504811832,0.03018112739230365
426,0.03826599670122819,0.02121848296240434
427,0.03519653280162703,0.027495335142063433
428,0.03171343730702535,0.026865517837304072
429,0.032080389959112575,0.0240222547159711
430,0.03187913077203656,0.029045428757525228
431,0.03379392257184321,0.02544475314152136
432,0.03363256405532708,0.028100555721215212
433,0.03369021922746803,0.024406717289189774
434,0.03857397121698093,0.02579077954586329
435,0.03443411799322372,0.02621312453702485
436,0.03364085185328905,0.02506755465624059
437,0.03343253469455404,0.026435172531301305
438,0.034350876913577064,0.022214295085968835
439,0.037655600637523524,0.025144659384993114
440,0.03275447797726261,0.026504705243316197
441,0.0344410075605013,0.02792715336128055
442,0.03525593519064261,0.02712259824484735
443,0.036953342730049965,0.031180519914400313
444,0.03613921065050221,0.025112441204097915
445,0.034101504554329455,0.02609586231300522
446,0.03138534389381361,0.03086030047867516
447,0.031802003401029136,0.03321066546342496
448,0.03393068404504767,0.027094431722102404
449,0.03292175718028631,0.027042360933524634
450,0.03470063848614308,0.029044320243039684
451,0.03289788413030116,0.029632170000047472
452,0.031515505043648646,0.024164707411483233
453,0.032359346403146534,0.027868028928703385
454,0.03489891368291724,0.021556958860648182
455,0.03388753047972329,0.02695848110585942
456,0.0358501229063276,0.029361873719185548
457,0.034007259761796436,0.026481084574690998
458,0.031001062314268312,0.0294171243277183
459,0.035284757274997594,0.029445911355274208
460,0.0347368048694079,0.02891336387306282
461,0.03199935025684115,0.026186954329957744
462,0.036872224362028985,0.029917281345994362
463,0.03303184740117244,0.03390415366608296
464,0.03618301485795665,0.027339969299178434
465,0.030706153277623834,0.023957920238832545
466,0.03143042460192082,0.025574456872894457
467,0.03585497993533094,0.028185231974320407
468,0.0378150107930846,0.0307398247349259
469,0.03501254776404531,0.03279647603388165
470,0.03468572193630922,0.027467078381372852
471,0.030897897618251714,0.025569917336874505
472,0.031451694981052526,0.029638823466845234
473,0.034174098625313905,0.026879153295719195
474,0.03379794133586619,0.03137568085818459
475,0.03520121172738336,0.02466534143972269
476,0.029678573010464,0.022663151447483855
477,0.035786693482249075,0.03300640276476326
478,0.03300843914704413,0.02605386513657436
479,0.03177451299302971,0.026622799292706764
480,0.030538240823435932,0.025698521803099367
481,0.03489234432782226,0.021923136885452516
482,0.028710179552222968,0.029317815505733147
483,0.033172518901670764,0.02533711385334154
484,0.03199770639888187,0.027380014785593154
485,0.03299882704324055,0.02707078132823431
486,0.03221051516564418,0.023500549435764316
487,0.02952899845544657,0.028362590328762878
488,0.03467497434100158,0.025897092814160992
489,0.03132046170145804,0.027348283649582895
490,0.037805497939190656,0.029083851495106193
491,0.03610306617919556,0.028157922220279907
492,0.03266832133328647,0.027989735102510717
493,0.03578118826436395,0.02088702868534069
494,0.031236591126406737,0.02559743392896484
495,0.037519819499899236,0.03299600821610897
496,0.03227336346841948,0.030740875573003035
497,0.030073097090929726,0.028192406942948067
498,0.03353159330652509,0.030465832308367743
499,0.02901787970251591,0.02368200698609264
