,rr_mae_l3,svrg_mae_l3
0,0.03679715618063663,0.025767921771650146
1,0.036857363777694024,0.02594499662713414
2,0.03524190317098836,0.026220743531916786
3,0.03323400030095179,0.031148760655807125
4,0.032934777072607474,0.024870865663405618
5,0.0315043624308765,0.023797166304509447
6,0.0334744954654319,0.025241901192766383
7,0.0345079026676735,0.02797809621360102
8,0.030465640739038933,0.028460172015283412
9,0.03609975759515218,0.025741731362649928
10,0.03541976302395663,0.025270294697410513
11,0.03662232649571337,0.026787497008990944
12,0.03535127370501805,0.028270010926575124
13,0.032620929662273535,0.02450877047479165
14,0.03543619492042765,0.025274919199629008
15,0.029023517994413984,0.031461522159412184
16,0.03225169223033918,0.0282458865273246
17,0.03685106641167217,0.0261285174532825
18,0.030630938285628666,0.030570171109887904
19,0.03481684930783279,0.029389818358566425
20,0.035744757447343324,0.02588253177534667
21,0.03599628925928842,0.02814531243703278
22,0.03424445550116367,0.028387738020647243
23,0.035625015745883774,0.025560146492469477
24,0.032356482444956015,0.02648314416073228
25,0.030840955641766598,0.025849045420358405
26,0.03271281762303323,0.028532100464734273
27,0.032082423577174043,0.03153839555094229
28,0.030963764852447215,0.026199858317330016
29,0.03151473051299424,0.031436128202455685
30,0.030990736499905604,0.028625696113486025
31,0.03397435134734251,0.03150114993459762
32,0.033234272465068514,0.02965648984824113
33,0.030074312326635173,0.025007771079072563
34,0.031778828230716843,0.028120656000500864
35,0.04136352532475826,0.028461168503668078
36,0.03446790525593537,0.02928445731774536
37,0.037418207513417095,0.03132335702822851
38,0.03184221138843802,0.025201728616911986
39,0.03973598312884572,0.027317793585072348
40,0.03210410628715523,0.030135835438636734
41,0.037234645351350314,0.022005933759341127
42,0.032626683365953056,0.02893306264263675
43,0.035758765629593514,0.02850251472006202
44,0.03563041576708029,0.023494563752034403
45,0.035047543216907104,0.025118170179209226
46,0.0366910989720525,0.028792433091536118
47,0.0345198844539534,0.026146360708516524
48,0.03339093865684863,0.022734461552668603
49,0.03261157871039499,0.028708983060869334
50,0.032129379278810086,0.030360140452440395
51,0.03501172522796508,0.029634337464299543
52,0.029865594634834854,0.02315890332787541
53,0.03470230984527904,0.023612394868926825
54,0.03219442634579858,0.02822888541973061
55,0.03940321280338112,0.022707162640799965
56,0.03301018312227323,0.027040069779112313
57,0.029501013036164304,0.02700434176067943
58,0.03248179690394425,0.029854782928019935
59,0.03373539091116607,0.027040016265850227
60,0.04096458076448738,0.022853661537319266
61,0.03360393013392633,0.029632392083145456
62,0.03646918145188308,0.02506794609396908
63,0.03377724750904341,0.02791208483685567
64,0.0343759445131958,0.02636639453176962
65,0.03214692020337191,0.023415467201298678
66,0.03510536626896972,0.024532766722204412
67,0.033730016180692386,0.02432876653481175
68,0.036657022517227876,0.03215298722478753
69,0.03321567460017385,0.029800213450166365
70,0.03273160483198523,0.023694010794409345
71,0.033172847085700716,0.02436995345585695
72,0.03583081827106483,0.024578662126604433
73,0.03367492702459632,0.027731169856489195
74,0.036133413886934494,0.02802559028149248
75,0.03604789462446163,0.02461341265736824
76,0.035658275031627384,0.024914746388243026
77,0.032562670403157905,0.028445935838101195
78,0.034747642104967176,0.026276836332634213
79,0.03536750030993955,0.02619296585998656
80,0.03173568998473093,0.02746788218275319
81,0.0377299127422031,0.02832419247151744
82,0.03181650995994983,0.02933605548844392
83,0.03674294761406386,0.02797013261734205
84,0.037421357431446055,0.029101646952283133
85,0.030549357587138518,0.023365849824338886
86,0.030985787704107082,0.025238351440504632
87,0.03741942930067034,0.022497188679472653
88,0.0351630042056216,0.027473680469582085
89,0.033397280725963305,0.02999588312589224
90,0.029820549131643812,0.029967643088418545
91,0.03593539718792074,0.024545705243480778
92,0.03239741863785936,0.024961387135154035
93,0.03399580781947918,0.02764391317165501
94,0.03509032235087762,0.02713699787148577
95,0.03839737103988808,0.02145218903847782
96,0.03509127470697677,0.024464540292318322
97,0.034623893838640854,0.03164544665055812
98,0.032398232312986094,0.02896709341693063
99,0.02982964991384918,0.026622999703069927
100,0.03650480553142256,0.02910252987280708
101,0.03547113532106618,0.029510100028052974
102,0.034428320394221244,0.026481904149263578
103,0.03436948965901545,0.02914682847262093
104,0.03747146197421897,0.02842083295686207
105,0.0356693399598862,0.02337247232223554
106,0.030722844761709882,0.030870203087048596
107,0.03621496162906815,0.022929594113161103
108,0.029469088632164506,0.02531004951282437
109,0.034533002165609804,0.02840162757489095
110,0.03301489161339184,0.028496940786632573
111,0.033533685828120136,0.02853209255896544
112,0.037876278983266114,0.020944080716278138
113,0.039688940012570145,0.024363622832678188
114,0.03054974427033509,0.02834540540777912
115,0.030868481932464616,0.027887619660967526
116,0.03726861388387868,0.02784609160835581
117,0.03502033724676501,0.027627736525616956
118,0.03376143887856566,0.02621771336620631
119,0.033701334539165,0.026156849387653204
120,0.03808985311909185,0.023572770189907225
121,0.03565918862585055,0.023667065110928923
122,0.03356692838034428,0.024508324461948387
123,0.03452482722970304,0.028472655099811773
124,0.032897770614138434,0.024775150397893776
125,0.035535887366943915,0.025507500164085047
126,0.03383854336906911,0.027398231741909054
127,0.03606680158550481,0.027666048053583966
128,0.03581967902509946,0.027280038153303956
129,0.03414746573307796,0.030732916071652204
130,0.03663586842801496,0.03176571326820146
131,0.03607093508727015,0.028108396021731423
132,0.03467615112618887,0.025399981827276794
133,0.03597660509994603,0.0305538203748403
134,0.03671947545312361,0.02746696855569835
135,0.03176761065114824,0.02643928330771721
136,0.03793851025302267,0.029953239620115094
137,0.03641489798936377,0.026632246559799913
