date,field,sensor_full_name,sensor,depth_1,depth_2,depth_3,depth_4,depth_5
10/29/11,AES, A1-C,1,0.37773654,0.291172663,0.30984799,,
10/29/11,AES, A10-C,10,0.210261898,0.228599731,0.258326176,0.280793742,
10/29/11,AES, A11-C,11,0.069193621,0.172116376,0.248614403,,
10/29/11,AES, A12-C,12,0.211317448,0.161496378,0.245645548,,
10/29/11,AES, A2-C,2,0.260053208,0.300613626,0.287643933,0.310364566,0.222583805
10/29/11,AES, A3-C,3,0.074019638,0.207499753,0.103068519,,0.261892979
10/29/11,AES, A4-C,4,,0.338107489,0.352895475,,
10/29/11,AES, A5-C,5,,0.149707352,0.157683625,,0.117095842
10/29/11,AES, A6-C,6,,0.140790118,0.126397692,0.185394302,0.187124968
10/29/11,AES, A7-C,7,0.091966735,0.176245431,0.181374163,,0.350576924
10/30/11,AES, A1-C,1,0.379003678,0.288967247,0.309281915,,
10/30/11,AES, A10-C,10,0.200752013,0.226649428,0.260691501,0.283666923,
10/30/11,AES, A11-C,11,0.070120572,0.163867141,0.23897986,,
10/30/11,AES, A12-C,12,0.217597954,0.167844895,0.23670516,,
10/30/11,AES, A2-C,2,0.26279779,0.297783044,0.286412865,0.311665678,0.229600342
10/30/11,AES, A3-C,3,0.074019638,0.207125563,0.103068519,,0.261892979
10/30/11,AES, A4-C,4,,0.328588249,0.34583977,,
10/30/11,AES, A5-C,5,,0.153741055,0.15854968,,0.094035355
10/30/11,AES, A6-C,6,,0.143495617,0.130854902,0.185394302,0.186510233
10/30/11,AES, A7-C,7,0.090119144,0.175033526,0.181374163,,0.350261072
10/31/11,AES, A1-C,1,0.37773654,0.287496146,0.308713991,,
10/31/11,AES, A10-C,10,0.193083324,0.2253476,0.261475861,0.283666923,
10/31/11,AES, A11-C,11,0.070120572,0.160180652,0.235351704,,
10/31/11,AES, A12-C,12,0.209857824,0.16981154,0.231497302,,
10/31/11,AES, A2-C,2,0.26279779,0.297783044,0.285795504,0.311665678,0.231351048
10/31/11,AES, A3-C,3,0.074019638,0.207499753,0.103068519,,0.26139869
10/31/11,AES, A4-C,4,,0.323806453,0.343180613,,
10/31/11,AES, A5-C,5,,0.15641884,0.158116653,,0.118185514
10/31/11,AES, A6-C,6,,0.146191754,0.13331617,0.185394302,0.185895499
10/31/11,AES, A7-C,7,0.090119144,0.175638741,0.180563793,,0.349627316
11/1/11,AES, A1-C,1,0.379003678,0.2860201,0.307578142,,
11/1/11,AES, A10-C,10,0.188263801,0.224695874,0.261736884,0.28318942,
11/1/11,AES, A11-C,11,0.071045367,0.157406235,0.23315948,,
11/1/11,AES, A12-C,12,0.216636525,0.170596777,0.228205117,,
11/1/11,AES, A2-C,2,0.26279779,0.297783044,0.285795504,0.311665678,0.229600342
11/1/11,AES, A3-C,3,0.074019638,0.207125563,0.103068519,,0.261892979
11/1/11,AES, A4-C,4,,0.320205995,0.340513076,,
11/1/11,AES, A5-C,5,0.153370412,0.159087337,0.158116653,,0.149342512
11/1/11,AES, A6-C,6,,0.148209177,0.134298787,0.185394302,0.186510233
11/1/11,AES, A7-C,7,0.089194328,0.175033526,0.181374163,,0.349309412
11/2/11,AES, A1-C,1,0.376465466,0.28528084,0.307578142,,
11/2/11,AES, A10-C,10,0.181481519,0.22338917,0.261736884,0.282710556,
11/2/11,AES, A11-C,11,0.069193621,0.156479837,0.231323939,,
11/2/11,AES, A12-C,12,0.202010313,0.170988508,0.225550912,,
11/2/11,AES, A2-C,2,0.261426512,0.297783044,0.285178144,0.311665678,0.234847889
11/2/11,AES, A3-C,3,0.07238617,0.207125563,0.103068519,,0.261892979
11/2/11,AES, A4-C,4,,0.317798969,0.338733786,,
11/2/11,AES, A5-C,5,0.149798177,0.159752913,0.157683625,,0.153582094
11/2/11,AES, A6-C,6,,0.150220358,0.134788915,0.184325236,0.186510233
11/2/11,AES, A7-C,7,0.085484856,0.173820145,0.180563793,,0.348992534
11/3/11,AES, A1-C,1,0.371381172,0.283802322,0.307578142,,
11/3/11,AES, A10-C,10,0.175633763,0.222082467,0.261736884,0.282710556,
11/3/11,AES, A11-C,11,0.068264514,0.153695869,0.230588088,,
11/3/11,AES, A12-C,12,0.211803157,0.170988508,0.22354769,,
11/3/11,AES, A2-C,2,0.259364531,0.297783044,0.285178144,0.311665678,0.236594024
11/3/11,AES, A3-C,3,0.071569436,0.207125563,0.10384341,,0.261892979
11/3/11,AES, A4-C,4,,0.312976855,0.337839952,,
11/3/11,AES, A5-C,5,0.146929509,0.160416942,0.157250598,,0.169346851
11/3/11,AES, A6-C,6,,0.150889712,0.134788915,0.184325236,0.185895499
11/3/11,AES, A7-C,7,0.083627058,0.173211979,0.180563793,,0.348992534
11/4/11,AES, A1-C,1,0.368831155,0.281579599,0.305300894,,
11/4/11,AES, A10-C,10,0.171720908,0.220115911,0.261736884,0.282233053,
11/4/11,AES, A11-C,11,0.068264514,0.151835912,0.229110253,,
11/4/11,AES, A12-C,12,0.199038623,0.170988508,0.221534932,,
11/4/11,AES, A2-C,2,0.257298499,0.297073286,0.285178144,0.311665678,0.236594024
11/4/11,AES, A3-C,3,0.071569436,0.206751372,0.10384341,,0.26139869
11/4/11,AES, A4-C,4,,0.309344142,0.335158449,,
11/4/11,AES, A5-C,5,0.144049961,0.160416942,0.157250598,,0.16516302
11/4/11,AES, A6-C,6,,0.151557505,0.135279043,0.184325236,0.185895499
11/4/11,AES, A7-C,7,0.084555957,0.173820145,0.179751318,,0.348674631
11/5/11,AES, A1-C,1,0.366277202,0.280835395,0.30473112,,
11/5/11,AES, A10-C,10,0.167792857,0.218801081,0.261475861,0.282233053,
11/5/11,AES, A11-C,11,0.068264514,0.149973566,0.228370314,,
11/5/11,AES, A12-C,12,0.213257788,0.170596777,0.219848966,,
11/5/11,AES, A2-C,2,0.255224365,0.296361416,0.284560783,0.311665678,0.236594024
11/5/11,AES, A3-C,3,0.069932463,0.206751372,0.10384341,,0.261892979
11/5/11,AES, A4-C,4,,0.304489773,0.334264615,,
11/5/11,AES, A5-C,5,0.142606561,0.161082518,0.157250598,,0.170390908
11/5/11,AES, A6-C,6,,0.152226859,0.13576799,0.184325236,0.185895499
11/5/11,AES, A7-C,7,0.083627058,0.173211979,0.178938843,,0.348356727
11/6/11,AES, A1-C,1,0.36244037,0.277111901,0.30473112,,
11/6/11,AES, A10-C,10,0.1628619,0.217486252,0.261214837,0.282233053,
11/6/11,AES, A11-C,11,0.067335408,0.149040006,0.22762833,,
11/6/11,AES, A12-C,12,0.195553754,0.170204159,0.218494992,,
11/6/11,AES, A2-C,2,0.253146179,0.294227918,0.284560783,0.310364566,0.234847889
11/6/11,AES, A3-C,3,0.069112223,0.206376319,0.10384341,,0.261892979
11/6/11,AES, A4-C,4,,0.297171932,0.331571939,,
11/6/11,AES, A5-C,5,0.139712506,0.160416942,0.156816544,,0.129013806
11/6/11,AES, A6-C,6,,0.152893092,0.13576799,0.184325236,0.185895499
11/6/11,AES, A7-C,7,0.081765177,0.172603812,0.178938843,,0.348037798
11/7/11,AES, A1-C,1,0.359874612,0.275618548,0.303587871,,
11/7/11,AES, A10-C,10,0.158903459,0.215508319,0.260953169,0.281752829,
11/7/11,AES, A11-C,11,0.066406301,0.147172885,0.226885325,,
11/7/11,AES, A12-C,12,0.205947179,0.16981154,0.217136684,,
11/7/11,AES, A2-C,2,0.253146179,0.293513936,0.283943422,0.310364566,0.234847889
11/7/11,AES, A3-C,3,0.068291984,0.206376319,0.10384341,,0.261892979
11/7/11,AES, A4-C,4,,0.292273212,0.330675311,,
11/7/11,AES, A5-C,5,0.136809385,0.160416942,0.156816544,,0.162015643
11/7/11,AES, A6-C,6,,0.152893092,0.13576799,0.184325236,0.185895499
11/7/11,AES, A7-C,7,0.080832194,0.171995646,0.178938843,,0.347718869
11/8/11,AES, A1-C,1,0.356014169,0.273371101,0.302442772,,
11/8/11,AES, A10-C,10,0.154929821,0.214186989,0.260691501,0.281752829,
11/8/11,AES, A11-C,11,0.065477194,0.145300989,0.226141297,,
11/8/11,AES, A12-C,12,0.19254835,0.169418922,0.215773175,,
11/8/11,AES, A2-C,2,0.251061918,0.293513936,0.283943422,0.310364566,0.234847889
11/8/11,AES, A3-C,3,0.067471745,0.206376319,0.10384341,,0.261892979
11/8/11,AES, A4-C,4,,0.288584053,0.327974255,,
11/8/11,AES, A5-C,5,0.133895385,0.160416942,0.156816544,,0.158858131
11/8/11,AES, A6-C,6,,0.152893092,0.13576799,0.184325236,0.185895499
11/8/11,AES, A7-C,7,0.07896623,0.171386003,0.178126368,,0.34739994
11/9/11,AES, A1-C,1,0.357300983,0.27187033,0.301295824,,
11/9/11,AES, A10-C,10,0.153934512,0.212199304,0.260429188,0.281752829,
11/9/11,AES, A11-C,11,0.065477194,0.143426705,0.225395226,,
11/9/11,AES, A12-C,12,0.19254835,0.169026303,0.214747727,,
11/9/11,AES, A2-C,2,0.253146179,0.292799953,0.283324235,0.310364566,0.234847889
11/9/11,AES, A3-C,3,0.067471745,0.206002128,0.10384341,,0.261892979
11/9/11,AES, A4-C,4,,0.28488683,0.326169827,,
11/9/11,AES, A5-C,5,0.133166431,0.159752913,0.156382491,,0.164113894
11/9/11,AES, A6-C,6,,0.152893092,0.13576799,0.18325617,0.185280764
11/9/11,AES, A7-C,7,0.07896623,0.171386003,0.177313893,,0.347081011
11/10/11,AES, A1-C,1,0.356014169,0.271118708,0.300720499,,
11/10/11,AES, A10-C,10,0.152939204,0.211536201,0.26016752,0.281273966,
11/10/11,AES, A11-C,11,0.066406301,0.14248837,0.22502219,,
11/10/11,AES, A12-C,12,0.191544468,0.168632797,0.213719677,,
11/10/11,AES, A2-C,2,0.253838908,0.292799953,0.282705048,0.310364566,0.234847889
11/10/11,AES, A3-C,3,0.066649753,0.20525116,0.102291775,,0.26139869
11/10/11,AES, A4-C,4,,0.283653078,0.32526482,,
11/10/11,AES, A5-C,5,0.132435664,0.159752913,0.156382491,,0.166209611
11/10/11,AES, A6-C,6,,0.152893092,0.13576799,0.18325617,0.185280764
11/10/11,AES, A7-C,7,0.07896623,0.171386003,0.176499314,,0.346761056
11/11/11,AES, A1-C,1,0.356014169,0.271118708,0.300145175,,
11/11/11,AES, A10-C,10,0.150943521,0.210208369,0.26016752,0.280793742,
11/11/11,AES, A11-C,11,0.067335408,0.141550034,0.224274074,,
11/11/11,AES, A12-C,12,0.193050291,0.168632797,0.212689028,,
11/11/11,AES, A2-C,2,0.254531636,0.292799953,0.282705048,0.309066941,0.234847889
11/11/11,AES, A3-C,3,0.066649753,0.20525116,0.102291775,,0.26139869
11/11/11,AES, A4-C,4,,0.283653078,0.324359812,,
11/11/11,AES, A5-C,5,0.130972317,0.159752913,0.156382491,,0.16516302
11/11/11,AES, A6-C,6,,0.152893092,0.136256936,0.18325617,0.185280764
11/11/11,AES, A7-C,7,0.07896623,0.171386003,0.175682629,,0.346441102
11/12/11,AES, A1-C,1,0.356014169,0.269612993,0.300145175,,
11/12/11,AES, A10-C,10,0.148945306,0.209543641,0.259905208,0.260738613,
11/12/11,AES, A11-C,11,0.066406301,0.140609311,0.224274074,,
11/12/11,AES, A12-C,12,0.191041279,0.16823929,0.211999905,,
11/12/11,AES, A2-C,2,0.253838908,0.292799953,0.282705048,0.309066941,0.25050368
11/12/11,AES, A3-C,3,0.066649753,0.206002128,0.10384341,,0.260903082
11/12/11,AES, A4-C,4,,0.283653078,0.323454805,,
11/12/11,AES, A5-C,5,0.129505343,0.159752913,0.156382491,,0.156749743
11/12/11,AES, A6-C,6,,0.152893092,0.136256936,0.18325617,0.184664368
11/12/11,AES, A7-C,7,0.079899212,0.173820145,0.174868049,,0.345801193
11/12/11,J,J1-C_hand,1,0.053325179,0.241575146,0.279265022,0.316706188,
11/12/11,J,J10-C_hand,10,0.160677999,0.223411362,0.12870671,,
11/12/11,J,J11-C_hand,11,0.246296471,,0.361123186,,
11/12/11,J,J12-C_hand,12,0.251691896,0.219503564,0.236281844,,
11/12/11,J,J2-C_hand,2,0.120346192,,0.285730087,,
11/12/11,J,J3-C_hand,3,0.303212848,0.287275574,,,
11/12/11,J,J4-C_hand,4,0.254294143,0.310565611,0.248967447,,
11/12/11,J,J5-C_hand,5,0.203822539,0.343230709,0.165715219,,
11/12/11,J,J6-C_hand,6,0.158242232,0.139167229,0.039300616,,
11/12/11,J,J7-C_hand,7,0.187255661,,0.325020364,,
11/12/11,J,J8-C_hand,8,0.107209635,0.225971254,0.231691416,,
11/12/11,J,J9-C_hand,9,0,0,0,,
11/13/11,AES, A1-C,1,0.35214979,0.269612993,0.300145175,,
11/13/11,AES, A10-C,10,0.145941651,0.208212559,0.25964225,0.280313518,
11/13/11,AES, A11-C,11,0.067335408,0.139668588,0.223900017,,
11/13/11,AES, A12-C,12,0.190033651,0.16823929,0.211309916,,
11/13/11,AES, A2-C,2,0.251756672,0.292799953,0.282085861,0.309066941,0.25050368
11/13/11,AES, A3-C,3,0.065827761,0.206376319,0.104618301,,0.26139869
11/13/11,AES, A4-C,4,,0.282415295,0.322549798,,
11/13/11,AES, A5-C,5,0.127303976,0.159752913,0.156382491,,0.166209611
11/13/11,AES, A6-C,6,,0.154227118,0.13576799,0.18325617,0.184664368
11/13/11,AES, A7-C,7,0.080832194,0.173820145,0.174868049,,0.345480213
11/13/11,J,J1-C_hand,1,0.066875067,0.236607242,0.277949669,0.312468398,
11/13/11,J,J10-C_hand,10,0.197903293,0.210993481,0.128545121,,
11/13/11,J,J11-C_hand,11,0.263991167,,0.361098765,,
11/13/11,J,J12-C_hand,12,0.279050047,0.220091456,0.236646887,,
11/13/11,J,J2-C_hand,2,0.120346192,,0.285730087,,
11/13/11,J,J3-C_hand,3,0.303212848,0.287275574,,,
11/13/11,J,J4-C_hand,4,0.281986878,0.311415618,0.249547396,,
11/13/11,J,J5-C_hand,5,0.22384083,0.342995019,0.16588644,,
11/13/11,J,J6-C_hand,6,0.159853196,0.139025592,0.042854086,,
11/13/11,J,J7-C_hand,7,0.187255661,,0.325020364,,
11/13/11,J,J8-C_hand,8,0.108566397,0.204437941,0.229090972,,
11/13/11,J,J9-C_hand,9,0,0,0,,
11/14/11,AES, A1-C,1,0.349564356,0.267350711,0.299569851,,
11/14/11,AES, A10-C,10,0.143933306,0.20754458,0.25964225,0.280313518,
11/14/11,AES, A11-C,11,0.067335408,0.139668588,0.223525959,,
11/14/11,AES, A12-C,12,0.189529213,0.167844895,0.21061906,,
11/14/11,AES, A2-C,2,0.257298499,0.292085971,0.282705048,0.309066941,0.248771258
11/14/11,AES, A3-C,3,0.065827761,0.206002128,0.10384341,,0.26139869
11/14/11,AES, A4-C,4,,0.277460129,0.321641997,,
11/14/11,AES, A5-C,5,0.125831563,0.159752913,0.156382491,,0.166209611
11/14/11,AES, A6-C,6,,0.203269363,0.135279043,0.18325617,0.184664368
11/14/11,AES, A7-C,7,0.079899212,0.172603812,0.174868049,,0.345159233
11/14/11,J,J1-C_hand,1,0.110163613,0.231224188,0.276332024,0.307679588,
11/14/11,J,J10-C_hand,10,0.247149905,0.198916938,0.128545121,,
11/14/11,J,J11-C_hand,11,0.27360577,,0.361270449,,
11/14/11,J,J12-C_hand,12,0.304581233,0.220615104,0.236728287,,
11/14/11,J,J2-C_hand,2,0.117046424,,0.281968448,,
11/14/11,J,J3-C_hand,3,0.303212848,0.287275574,,,
11/14/11,J,J4-C_hand,4,0.302325894,0.311520527,0.249783904,,
11/14/11,J,J5-C_hand,5,0.24360012,0.341817588,0.165886718,,
11/14/11,J,J6-C_hand,6,0.163136435,0.140162301,0.045380235,,
11/14/11,J,J7-C_hand,7,0.18849231,,0.325349194,,
11/14/11,J,J8-C_hand,8,0.119434511,0.187668197,0.226547789,,
11/14/11,J,J9-C_hand,9,0,0,0,,
11/15/11,AES, A1-C,1,0.349564356,0.265837578,0.298994527,,
11/15/11,AES, A10-C,10,0.14192496,0.206210247,0.259379293,0.280313518,
11/15/11,AES, A11-C,11,0.067335408,0.138727864,0.223150879,,
11/15/11,AES, A12-C,12,0.189023526,0.167844895,0.210273199,,
11/15/11,AES, A2-C,2,0.259364531,0.291371988,0.282085861,0.309066941,0.247034265
11/15/11,AES, A3-C,3,0.065827761,0.205626213,0.10384341,,0.26139869
11/15/11,AES, A4-C,4,,0.274976498,0.319826396,,
11/15/11,AES, A5-C,5,0.125093543,0.159087337,0.156382491,,0.135470742
11/15/11,AES, A6-C,6,,0.200766698,0.135279043,0.18325617,0.184664368
11/15/11,AES, A7-C,7,0.079899212,0.172603812,0.174868049,,0.344838253
11/15/11,J,J1-C_hand,1,0.113659341,0.226821398,0.274888839,0.303860773,
11/15/11,J,J10-C_hand,10,0.242305063,0.189842908,0.128545121,,
11/15/11,J,J11-C_hand,11,0.270598396,,0.361389448,,
11/15/11,J,J12-C_hand,12,0.298622666,0.220615104,0.237173685,,
11/15/11,J,J2-C_hand,2,0.114473796,,0.276841437,,
11/15/11,J,J3-C_hand,3,0.303212848,0.287275574,,,
11/15/11,J,J4-C_hand,4,0.293733639,0.308949033,0.249524531,,
11/15/11,J,J5-C_hand,5,0.242233469,0.339440625,0.166602275,,
11/15/11,J,J6-C_hand,6,0.162365668,0.141013536,0.046511023,,
11/15/11,J,J7-C_hand,7,0.189540724,,0.32580124,,
11/15/11,J,J8-C_hand,8,0.124444393,0.175624129,0.224834366,,
11/15/11,J,J9-C_hand,9,0,0,0,,
11/16/11,AES, A1-C,1,0.343083062,0.263562934,0.298417353,,
11/16/11,AES, A10-C,10,0.136882569,0.204872664,0.259379293,0.280313518,
11/16/11,AES, A11-C,11,0.066406301,0.137784754,0.222775799,,
11/16/11,AES, A12-C,12,0.189529213,0.1674505,0.209580609,,
11/16/11,AES, A2-C,2,0.256607796,0.290655893,0.282085861,0.307765828,0.247034265
11/16/11,AES, A3-C,3,0.064182024,0.205626213,0.10384341,,0.26139869
11/16/11,AES, A4-C,4,,0.269993109,0.318918596,,
11/16/11,AES, A5-C,5,0.122879482,0.159087337,0.155947411,,0.135470742
11/16/11,AES, A6-C,6,,0.198256232,0.13576799,0.182187104,0.184664368
11/16/11,AES, A7-C,7,0.07896623,0.171995646,0.174868049,,0.344838253
11/16/11,J,J1-C_hand,1,0.110909228,0.222972083,0.273582532,0.300798497,
11/16/11,J,J10-C_hand,10,0.235139233,0.182196359,0.128545121,,
11/16/11,J,J11-C_hand,11,0.267770988,,0.361285241,,
11/16/11,J,J12-C_hand,12,0.291580838,0.220742756,0.237767485,,
11/16/11,J,J2-C_hand,2,0.112221208,,0.273252237,,
11/16/11,J,J3-C_hand,3,0.301244716,0.28559832,,,
11/16/11,J,J4-C_hand,4,0.284413198,0.306876565,0.249249795,,
11/16/11,J,J5-C_hand,5,0.239197725,0.336111457,0.167032782,,
11/16/11,J,J6-C_hand,6,0.161523428,0.14035129,0.047381836,,
11/16/11,J,J7-C_hand,7,0.192283877,,0.325316406,,
11/16/11,J,J8-C_hand,8,0.124538847,0.16546936,0.223182924,,
11/16/11,J,J9-C_hand,9,0,0,0,,
11/17/11,AES, A1-C,1,0.339179331,0.260521834,0.297263004,,
11/17/11,AES, A10-C,10,0.133848523,0.203533456,0.259116336,0.279831934,
11/17/11,AES, A11-C,11,0.065477194,0.136841643,0.222023596,,
11/17/11,AES, A12-C,12,0.198044729,0.167056105,0.208886285,,
11/17/11,AES, A2-C,2,0.254531636,0.289939799,0.281464847,0.307765828,0.247034265
11/17/11,AES, A3-C,3,0.063358279,0.205626213,0.10384341,,0.26139869
11/17/11,AES, A4-C,4,,0.264993593,0.317097408,,
11/17/11,AES, A5-C,5,0.121399815,0.158420212,0.156382491,,0.135470742
11/17/11,AES, A6-C,6,,0.195734844,0.13576799,0.182187104,0.184047972
11/17/11,AES, A7-C,7,0.078031206,0.171995646,0.174868049,,0.344516247
11/17/11,J,J1-C_hand,1,0.128986871,0.219509114,0.272375185,0.298383838,
11/17/11,J,J10-C_hand,10,0.230197141,0.175310128,0.128340892,,
11/17/11,J,J11-C_hand,11,0.274824509,,0.361075413,,
11/17/11,J,J12-C_hand,12,0.289055558,0.221444688,0.237052226,,
11/17/11,J,J2-C_hand,2,0.111181875,,0.270795122,,
11/17/11,J,J3-C_hand,3,0.294956052,0.289683005,,,
11/17/11,J,J4-C_hand,4,0.282482814,0.306376244,0.249066306,,
11/17/11,J,J5-C_hand,5,0.236867045,0.330569346,0.167236282,,
11/17/11,J,J6-C_hand,6,0.161897731,0.13715156,0.04770053,,
11/17/11,J,J7-C_hand,7,0.195292791,,0.324542757,,
11/17/11,J,J8-C_hand,8,0.124609687,0.157349026,0.221763052,,
11/17/11,J,J9-C_hand,9,0,0,0,,
11/18/11,AES, A1-C,1,0.339179331,0.258234828,0.296106806,,
11/18/11,AES, A10-C,10,0.131819917,0.202190997,0.258853379,0.280313518,
11/18/11,AES, A11-C,11,0.065477194,0.135898532,0.221647494,,
11/18/11,AES, A12-C,12,0.186493843,0.166660821,0.208191095,,
11/18/11,AES, A2-C,2,0.256607796,0.289223704,0.281464847,0.307765828,0.247034265
11/18/11,AES, A3-C,3,0.063358279,0.205626213,0.10384341,,0.26139869
11/18/11,AES, A4-C,4,,0.259973917,0.315270634,,
11/18/11,AES, A5-C,5,0.120659982,0.158420212,0.155947411,,0.135470742
11/18/11,AES, A6-C,6,,0.193840682,0.13576799,0.182187104,0.184047972
11/18/11,AES, A7-C,7,0.077096182,0.171386003,0.174868049,,0.344516247
11/18/11,J,J1-C_hand,1,0.136421295,0.21640209,0.271202481,0.296264139,
11/18/11,J,J10-C_hand,10,0.23314227,0.16970766,0.127844905,,
11/18/11,J,J11-C_hand,11,0.278005477,,0.36196957,,
11/18/11,J,J12-C_hand,12,0.291061518,0.221966813,0.236538923,,
11/18/11,J,J2-C_hand,2,0.110467371,,0.268866746,,
11/18/11,J,J3-C_hand,3,0.293652948,0.290723491,,,
11/18/11,J,J4-C_hand,4,0.285193615,0.305680879,0.248844334,,
11/18/11,J,J5-C_hand,5,0.235502574,0.326522596,0.1674737,,
11/18/11,J,J6-C_hand,6,0.162574982,0.13743818,0.048155637,,
11/18/11,J,J7-C_hand,7,0.198703919,,0.323821663,,
11/18/11,J,J8-C_hand,8,0.128917357,0.15048175,0.220447176,,
11/18/11,J,J9-C_hand,9,0,0,0,,
11/19/11,AES, A1-C,1,0.337876776,0.256704388,0.294948758,,
11/19/11,AES, A10-C,10,0.130804347,0.201519768,0.258853379,0.279831934,
11/19/11,AES, A11-C,11,0.065477194,0.134953033,0.22127037,,
11/19/11,AES, A12-C,12,0.184970539,0.166265538,0.207842633,,
11/19/11,AES, A2-C,2,0.257298499,0.289223704,0.280843834,0.307765828,0.247034265
11/19/11,AES, A3-C,3,0.063358279,0.205626213,0.104618301,,0.26139869
11/19/11,AES, A4-C,4,,0.257458031,0.31344386,,
11/19/11,AES, A5-C,5,0.120659982,0.157753088,0.155947411,,0.135470742
11/19/11,AES, A6-C,6,,0.192573747,0.13576799,0.182187104,0.184047972
11/19/11,AES, A7-C,7,0.078031206,0.171995646,0.174051364,,0.344194242
11/19/11,J,J1-C_hand,1,0.139172894,0.21368782,0.270271301,0.294383478,
11/19/11,J,J10-C_hand,10,0.237556204,0.164898418,0.127844905,,
11/19/11,J,J11-C_hand,11,0.280638976,,0.361850571,,
11/19/11,J,J12-C_hand,12,0.29332063,0.222462081,0.236010985,,
11/19/11,J,J2-C_hand,2,0.110199274,,0.267154801,,
11/19/11,J,J3-C_hand,3,0.294207327,0.290594248,,,
11/19/11,J,J4-C_hand,4,0.287839059,0.30521309,0.248598884,,
11/19/11,J,J5-C_hand,5,0.234312959,0.32334649,0.167541533,,
11/19/11,J,J6-C_hand,6,0.164279864,0.137414541,0.048284901,,
11/19/11,J,J7-C_hand,7,0.203739281,,0.322313604,,
11/19/11,J,J8-C_hand,8,0.133990961,0.144709085,0.219340922,,
11/19/11,J,J9-C_hand,9,0,0,0,,
11/20/11,AES, A1-C,1,0.33526773,0.255940404,0.294367884,,
11/20/11,AES, A10-C,10,0.128770676,0.200174058,0.258589778,0.279350349,
11/20/11,AES, A11-C,11,0.065477194,0.134007535,0.22127037,,
11/20/11,AES, A12-C,12,0.184970539,0.166265538,0.20714571,,
11/20/11,AES, A2-C,2,0.258675854,0.289223704,0.280843834,0.307765828,0.247034265
11/20/11,AES, A3-C,3,0.063358279,0.205626213,0.104618301,,0.26139869
11/20/11,AES, A4-C,4,,0.254938114,0.311614293,,
11/20/11,AES, A5-C,5,0.119918335,0.157753088,0.155947411,,0.135470742
11/20/11,AES, A6-C,6,,0.191305252,0.136256936,0.18325617,0.184047972
11/20/11,AES, A7-C,7,0.078031206,0.171995646,0.174051364,,0.343872236
11/20/11,J,J1-C_hand,1,0.139830936,0.211375605,0.269270096,0.292722399,
11/20/11,J,J10-C_hand,10,0.240807278,0.160973736,0.127728202,,
11/20/11,J,J11-C_hand,11,0.282363718,,0.361642322,,
11/20/11,J,J12-C_hand,12,0.294619267,0.223121814,0.235333503,,
11/20/11,J,J2-C_hand,2,0.110229003,0.282556119,0.265683535,,
11/20/11,J,J3-C_hand,3,0.294153427,0.29005527,,,
11/20/11,J,J4-C_hand,4,0.290676832,0.305087288,0.248361083,,
11/20/11,J,J5-C_hand,5,0.233688306,0.32099699,0.167745033,,
11/20/11,J,J6-C_hand,6,0.165886364,0.137485759,0.048671163,,
11/20/11,J,J7-C_hand,7,0.216085791,,0.321279415,,
11/20/11,J,J8-C_hand,8,0.138401477,0.139886525,0.218324241,,
11/20/11,J,J9-C_hand,9,0,0,0,,
11/21/11,AES, A1-C,1,0.33526773,0.254407492,0.293206136,,
11/21/11,AES, A10-C,10,0.126734471,0.199501204,0.258326176,0.279350349,
11/21/11,AES, A11-C,11,0.065477194,0.134007535,0.220894268,,
11/21/11,AES, A12-C,12,0.184970539,0.165870255,0.206797248,,
11/21/11,AES, A2-C,2,0.261426512,0.288505496,0.28022282,0.306464716,0.247034265
11/21/11,AES, A3-C,3,0.063358279,0.205626213,0.104618301,,0.26139869
11/21/11,AES, A4-C,4,,0.251148158,0.310695319,,
11/21/11,AES, A5-C,5,0.119176688,0.157753088,0.155947411,,0.153582094
11/21/11,AES, A6-C,6,,0.190033636,0.136256936,0.18325617,0.183429915
11/21/11,AES, A7-C,7,0.078031206,0.171995646,0.174051364,,0.343549205
11/21/11,J,J1-C_hand,1,0.140487138,0.209267915,0.268297912,0.291280533,
11/21/11,J,J10-C_hand,10,0.243775304,0.157548033,0.127144688,,
11/21/11,J,J11-C_hand,11,0.284553793,,0.361054223,,
11/21/11,J,J12-C_hand,12,0.297207886,0.223881365,0.23462675,,
11/21/11,J,J2-C_hand,2,0.110586488,0.279190447,0.264588199,,
11/21/11,J,J3-C_hand,3,0.294112454,0.289501094,,,
11/21/11,J,J4-C_hand,4,0.292921106,0.305030083,0.248161637,,
11/21/11,J,J5-C_hand,5,0.234907032,0.319416926,0.167745033,,
11/21/11,J,J6-C_hand,6,0.167465717,0.137723412,0.049089507,,
11/21/11,J,J7-C_hand,7,0.23801894,,0.320441014,,
11/21/11,J,J8-C_hand,8,0.142735191,0.135933839,0.21733179,,
11/21/11,J,J9-C_hand,9,0,0,0,,
11/22/11,AES, A1-C,1,0.33396124,0.252100706,0.292623412,,
11/22/11,AES, A10-C,10,0.125716369,0.198826724,0.25806193,0.279350349,
11/22/11,AES, A11-C,11,0.065477194,0.133059649,0.220894268,,
11/22/11,AES, A12-C,12,0.184461107,0.165474083,0.206097723,,
11/22/11,AES, A2-C,2,0.271653371,0.288505496,0.280843834,0.306464716,0.247034265
11/22/11,AES, A3-C,3,0.064182024,0.206002128,0.105393192,,0.260407474
11/22/11,AES, A4-C,4,,0.248616145,0.309779139,,
11/22/11,AES, A5-C,5,0.118433228,0.15641884,0.156382491,,0.134396276
