date,field,sensor_full_name,sensor,depth_1,depth_2,depth_3,depth_4,depth_5
3/3/13,OD,OD-7_C,7,0.336747752,0.379865467,0.241455409,,
3/3/13,OD,OD-8_C,8,0.304595595,,0.319726415,,
3/3/13,OD,OD-9_C,9,0.291390863,0.32885536,0.32149071,,
3/3/13,W,W1-C_hand,1,0.297551739,0.338356639,,,
3/3/13,W,W10-C_hand,10,0.311290695,,0.327230591,,
3/3/13,W,W11-C_hand,11,,0.33207669,,,
3/3/13,W,W12-C_hand,12,0.307218809,,0.327333484,,
3/3/13,W,W2-C_hand,2,0.50658214,0.378435668,,,
3/3/13,W,W3-C_hand,3,0.311943184,0.319388264,0.316670485,,
3/3/13,W,W4-C_hand,4,0.471376547,,,,
3/3/13,W,W5-C_hand,5,0.265134642,0.351975095,0.413289928,,
3/3/13,W,W6-C_hand,6,0.301325155,0.39213731,0.32717865,,
3/3/13,W,W7-C_hand,7,0.275406154,,,,
3/3/13,W,W8-C_hand,8,0.32890782,,0.33981937,,
3/3/13,W,W9-C_hand,9,0.266182134,0.483441556,,,
3/4/13,AES, A1-C,1,0.319507206,0.333982948,0.330994392,,
3/4/13,AES, A10-C,10,0.343271112,0.31185331,0.30610832,0.331109778,
3/4/13,AES, A11-C,11,0.355485657,0.354681149,0.340361783,,
3/4/13,AES, A12-C,12,0.340449891,0.312743334,0.302613001,,
3/4/13,AES, A2-C,2,0.327053415,0.322223214,0.309430552,0.332277677,0.366539375
3/4/13,AES, A3-C,3,0.418646363,0.299670515,0.338835561,,0.429077539
3/4/13,AES, A4-C,4,,0.326201383,0.320734197,,
3/4/13,AES, A5-C,5,0.370023745,0.347866483,0.29699532,,0.333593268
3/4/13,AES, A6-C,6,,0.345534311,0.300507603,0.316705184,0.28770549
3/4/13,AES, A7-C,7,0.366008323,0.390441118,0.419197789,,0.378809008
3/4/13,J,J1-C_hand,1,0.410634729,0.313692609,0.411492699,0.38410158,
3/4/13,J,J10-C_hand,10,0.312583448,0.351290517,0.309800612,,
3/4/13,J,J11-C_hand,11,0.337683844,,0.219332546,,
3/4/13,J,J12-C_hand,12,0.458252782,0.344947729,0.374035445,,
3/4/13,J,J2-C_hand,2,0.311025591,0.449512692,0.353278741,,
3/4/13,J,J3-C_hand,3,0.425085434,0.37051676,,,
3/4/13,J,J4-C_hand,4,0.39341259,0.342068862,0.362251237,,
3/4/13,J,J5-C_hand,5,0.320677032,0.343792536,0.345183336,,
3/4/13,J,J6-C_hand,6,0.4669838,0.428528476,0.406053804,,
3/4/13,J,J7-C_hand,7,0.430401226,,0.346723189,,
3/4/13,J,J8-C_hand,8,0.299881479,0.463719924,0.336537749,,
3/4/13,J,J9-C_hand,9,0,0,0,,
3/4/13,OD,OD-10_C,10,0.36032922,0.342383083,0.288493048,,
3/4/13,OD,OD-11_C,11,0.321401494,0.356275619,,,
3/4/13,OD,OD-12_C,12,0.322848036,0.288996111,0.304826734,,
3/4/13,OD,OD-1_C,1,0.349112137,,0.326477128,,
3/4/13,OD,OD-2_C,2,0.277818198,0.304352035,0.336696016,,
3/4/13,OD,OD-3_C,3,0.305089552,0.346192996,0.287005645,,
3/4/13,OD,OD-4_C,4,0.261459763,0.242239682,0.217744942,,
3/4/13,OD,OD-5_C,5,0.362215429,0.495821664,,,
3/4/13,OD,OD-6_C,6,0.308463969,0.314708179,0.293829744,,
3/4/13,OD,OD-7_C,7,0.332879239,0.373801824,0.240595036,,
3/4/13,OD,OD-8_C,8,0.301215494,,0.309860258,,
3/4/13,OD,OD-9_C,9,0.287169628,0.31539989,0.320550911,,
3/4/13,W,W1-C_hand,1,0.290302418,0.337856272,,,
3/4/13,W,W10-C_hand,10,0.307793267,,0.327812785,,
3/4/13,W,W11-C_hand,11,,0.333386416,,,
3/4/13,W,W12-C_hand,12,0.302235878,,0.328049829,,
3/4/13,W,W2-C_hand,2,0.495907676,0.378450422,,,
3/4/13,W,W3-C_hand,3,0.311311139,0.319137664,0.316359409,,
3/4/13,W,W4-C_hand,4,0.335283317,,,,
3/4/13,W,W5-C_hand,5,0.26381685,0.351944146,0.413289928,,
3/4/13,W,W6-C_hand,6,0.299277828,0.395815331,0.326579122,,
3/4/13,W,W7-C_hand,7,0.278231358,,,,
3/4/13,W,W8-C_hand,8,0.331029591,,0.339814579,,
3/4/13,W,W9-C_hand,9,0.262309251,0.483441556,,,
3/5/13,AES, A1-C,1,0.315540512,0.331898682,0.330994392,,
3/5/13,AES, A10-C,10,0.33828697,0.311276345,0.306330029,0.331543748,
3/5/13,AES, A11-C,11,0.352092586,0.353179334,0.33603559,,
3/5/13,AES, A12-C,12,0.330322419,0.312207703,0.30234862,,
3/5/13,AES, A2-C,2,0.323281893,0.322223214,0.310025994,0.333554372,0.368171234
3/5/13,AES, A3-C,3,0.418646363,0.299376508,0.338266442,,0.429077539
3/5/13,AES, A4-C,4,,0.323806453,0.323454805,,
3/5/13,AES, A5-C,5,0.362710636,0.346863475,0.297306238,,0.333593268
3/5/13,AES, A6-C,6,,0.344534181,0.300165104,0.316705184,0.28770549
3/5/13,AES, A7-C,7,0.361180089,0.387113915,0.41740445,,0.378809008
3/5/13,J,J1-C_hand,1,0.408433915,0.311703709,0.408677304,0.384062074,
3/5/13,J,J10-C_hand,10,0.309046708,0.350220411,0.313408694,,
3/5/13,J,J11-C_hand,11,0.337836844,,0.21985188,,
3/5/13,J,J12-C_hand,12,0.456095387,0.343833445,0.373243015,,
3/5/13,J,J2-C_hand,2,0.293613049,0.449512692,0.354059346,,
3/5/13,J,J3-C_hand,3,0.420988522,0.366779273,,,
3/5/13,J,J4-C_hand,4,0.388238211,0.342757611,0.362157236,,
3/5/13,J,J5-C_hand,5,0.320352545,0.343486642,0.346039409,,
3/5/13,J,J6-C_hand,6,0.466122212,0.427895598,0.405201032,,
3/5/13,J,J7-C_hand,7,0.430440093,,0.346678123,,
3/5/13,J,J8-C_hand,8,0.293669971,0.405614945,0.336523,,
3/5/13,J,J9-C_hand,9,0,0,0,,
3/5/13,OD,OD-10_C,10,0.315541423,0.339698893,0.287591316,,
3/5/13,OD,OD-11_C,11,0.319062529,0.356880008,,,
3/5/13,OD,OD-12_C,12,0.31965792,0.287962924,0.301239407,,
3/5/13,OD,OD-1_C,1,0.347621247,0.311935679,0.326496512,,
3/5/13,OD,OD-2_C,2,0.274779823,0.30358142,0.33572298,,
3/5/13,OD,OD-3_C,3,0.302537689,0.343131555,0.286264334,,
3/5/13,OD,OD-4_C,4,0.260023803,0.240250718,0.216827132,,
3/5/13,OD,OD-5_C,5,0.342294279,0.495821664,,,
3/5/13,OD,OD-6_C,6,0.305896178,0.312104061,0.292835432,,
3/5/13,OD,OD-7_C,7,0.334509122,0.370381613,0.240926064,,
3/5/13,OD,OD-8_C,8,0.299187099,,0.306181392,,
3/5/13,OD,OD-9_C,9,0.284920589,0.312642746,0.319038136,,
3/5/13,W,W1-C_hand,1,0.27184946,0.337304029,,,
3/5/13,W,W10-C_hand,10,0.306091321,,0.327609669,,
3/5/13,W,W11-C_hand,11,,0.334171398,,,
3/5/13,W,W12-C_hand,12,0.29820828,,0.328505051,,
3/5/13,W,W2-C_hand,2,0.469449919,0.377904861,,,
3/5/13,W,W3-C_hand,3,0.308388581,0.318229701,0.315882264,,
3/5/13,W,W4-C_hand,4,0.327679967,,,,
3/5/13,W,W5-C_hand,5,0.262894965,0.351830492,0.413289928,,
3/5/13,W,W6-C_hand,6,0.295837221,0.396975275,0.325888849,,
3/5/13,W,W7-C_hand,7,0.277106147,,,,
3/5/13,W,W8-C_hand,8,0.330770783,,0.339668698,,
3/5/13,W,W9-C_hand,9,0.260424598,0.483441556,,,
3/6/13,AES, A1-C,1,0.311565948,0.32910977,0.330446816,,
3/6/13,AES, A10-C,10,0.334113258,0.31012079,0.306330029,0.331979078,
3/6/13,AES, A11-C,11,0.350051138,0.350920643,0.333847454,,
3/6/13,AES, A12-C,12,0.328800364,0.311671184,0.30208424,,
3/6/13,AES, A2-C,2,0.319490117,0.321536692,0.31061961,0.333554372,0.369798522
3/6/13,AES, A3-C,3,0.418646363,0.299081639,0.337697324,,0.428734832
3/6/13,AES, A4-C,4,,0.321407491,0.324359812,,
3/6/13,AES, A5-C,5,0.357430257,0.345857371,0.297306238,,0.334495414
3/6/13,AES, A6-C,6,,0.343534051,0.299821424,0.316705184,0.28770549
3/6/13,AES, A7-C,7,0.358407682,0.385022235,0.415007018,,0.378809008
3/6/13,J,J1-C_hand,1,0.411891056,0.31482426,0.409037826,0.384161462,
3/6/13,J,J10-C_hand,10,0.302996675,0.345176789,0.316905206,,
3/6/13,J,J11-C_hand,11,0.337746621,,0.219008581,,
3/6/13,J,J12-C_hand,12,0.459484324,0.343274976,0.375277693,,
3/6/13,J,J2-C_hand,2,0.293150813,0.449512692,0.35430093,,
3/6/13,J,J3-C_hand,3,0.427853782,0.372643329,,,
3/6/13,J,J4-C_hand,4,0.396670657,0.342708714,0.359478533,,
3/6/13,J,J5-C_hand,5,0.323369419,0.344525248,0.347206355,,
3/6/13,J,J6-C_hand,6,0.466052616,0.424605113,0.401098945,,
3/6/13,J,J7-C_hand,7,0.430409459,,0.346760141,,
3/6/13,J,J8-C_hand,8,0.29011203,0.392877615,0.336518084,,
3/6/13,J,J9-C_hand,9,0,0,0,,
3/6/13,OD,OD-10_C,10,0.308874618,0.336364553,0.286068706,,
3/6/13,OD,OD-11_C,11,0.318896798,0.356816085,,,
3/6/13,OD,OD-12_C,12,0.318140998,0.28722699,0.298445847,,
3/6/13,OD,OD-1_C,1,0.346399169,0.29185858,0.32686012,,
3/6/13,OD,OD-2_C,2,0.273482202,0.303141084,0.334036979,,
3/6/13,OD,OD-3_C,3,0.302692282,0.341374751,0.285347332,,
3/6/13,OD,OD-4_C,4,0.258639858,0.239253894,0.215786852,,
3/6/13,OD,OD-5_C,5,0.334218551,0.495821664,,,
3/6/13,OD,OD-6_C,6,0.303421401,0.310797762,0.292459341,,
3/6/13,OD,OD-7_C,7,0.337293918,0.370994188,0.24257904,,
3/6/13,OD,OD-8_C,8,0.298954765,,0.303993774,,
3/6/13,OD,OD-9_C,9,0.283663732,0.310522934,0.313947061,,
3/6/13,W,W1-C_hand,1,0.26967707,0.337391759,,,
3/6/13,W,W10-C_hand,10,0.306778023,,0.326411206,,
3/6/13,W,W11-C_hand,11,,0.334054173,,,
3/6/13,W,W12-C_hand,12,0.29629278,,0.329762151,,
3/6/13,W,W2-C_hand,2,0.451519897,0.377653493,,,
3/6/13,W,W3-C_hand,3,0.308515134,0.317626873,0.315629589,,
3/6/13,W,W4-C_hand,4,0.3312354,,,,
3/6/13,W,W5-C_hand,5,0.262679514,0.352390589,0.413289928,,
3/6/13,W,W6-C_hand,6,0.297869705,0.397113912,0.324749993,,
3/6/13,W,W7-C_hand,7,0.278221656,,,,
3/6/13,W,W8-C_hand,8,0.329573953,,0.339551391,,
3/6/13,W,W9-C_hand,9,0.261185019,0.483441556,,,
3/7/13,AES, A1-C,1,0.311565948,0.329806998,0.330446816,,
3/7/13,AES, A10-C,10,0.332436682,0.30896361,0.30610832,0.331979078,
3/7/13,AES, A11-C,11,0.352092586,0.349411666,0.329702158,,
3/7/13,AES, A12-C,12,0.336727786,0.309516223,0.301554613,,
3/7/13,AES, A2-C,2,0.345605168,0.320848058,0.310025994,0.334831067,0.369798522
3/7/13,AES, A3-C,3,0.418646363,0.298786769,0.337697324,,0.427705391
3/7/13,AES, A4-C,4,,0.316593441,0.324359812,,
3/7/13,AES, A5-C,5,0.35370389,0.344851267,0.29699532,,0.333593268
3/7/13,AES, A6-C,6,,0.343033206,0.300850102,0.31575029,0.287182135
3/7/13,AES, A7-C,7,0.359101805,0.382921699,0.413203155,,0.378809008
3/7/13,J,J1-C_hand,1,0.409894142,0.314280115,0.410074138,0.3842574,
3/7/13,J,J10-C_hand,10,0.302137901,0.34119061,0.30991312,,
3/7/13,J,J11-C_hand,11,0.338591645,,0.218410925,,
3/7/13,J,J12-C_hand,12,0.457526807,0.343554484,0.373897972,,
3/7/13,J,J2-C_hand,2,0.292313999,0.449512692,0.355228735,,
3/7/13,J,J3-C_hand,3,0.426232274,0.371620786,,,
3/7/13,J,J4-C_hand,4,0.396579724,0.343848936,0.360067271,,
3/7/13,J,J5-C_hand,5,0.323835431,0.344843383,0.347309402,,
3/7/13,J,J6-C_hand,6,0.465698014,0.42663165,0.402810616,,
3/7/13,J,J7-C_hand,7,0.430849328,,0.346841863,,
3/7/13,J,J8-C_hand,8,0.287318923,0.379330018,0.336503535,,
3/7/13,J,J9-C_hand,9,0,0,0,,
3/7/13,OD,OD-10_C,10,0.308172736,0.339000234,0.286278728,,
3/7/13,OD,OD-11_C,11,0.321192965,0.35536755,,,
3/7/13,OD,OD-12_C,12,0.318767802,0.2870223,0.293912221,,
3/7/13,OD,OD-1_C,1,0.345120619,0.281920879,0.326571133,,
3/7/13,OD,OD-2_C,2,0.27597318,0.302275794,0.332890606,,
3/7/13,OD,OD-3_C,3,0.304735433,0.339258952,0.284888366,,
3/7/13,OD,OD-4_C,4,0.258769556,0.237800905,0.214755188,,
3/7/13,OD,OD-5_C,5,0.332800025,0.455016566,,,
3/7/13,OD,OD-6_C,6,0.303653328,0.308153034,0.291041212,,
3/7/13,OD,OD-7_C,7,0.338646343,0.369334429,0.241620614,,
3/7/13,OD,OD-8_C,8,0.298372692,,0.300015391,,
3/7/13,OD,OD-9_C,9,0.284581226,0.308953333,0.295446628,,
3/7/13,W,W1-C_hand,1,0.284507895,0.337730773,,,
3/7/13,W,W10-C_hand,10,0.311599373,,0.326965751,,
3/7/13,W,W11-C_hand,11,,0.337561214,,,
3/7/13,W,W12-C_hand,12,0.302022654,,0.329698631,,
3/7/13,W,W2-C_hand,2,0.442103082,0.377727503,,,
3/7/13,W,W3-C_hand,3,0.314736254,0.319123698,0.31652147,,
3/7/13,W,W4-C_hand,4,0.410251264,,,,
3/7/13,W,W5-C_hand,5,0.263632389,0.353916597,0.413289928,,
3/7/13,W,W6-C_hand,6,0.300426148,0.395091329,0.325635393,,
3/7/13,W,W7-C_hand,7,0.281677589,,,,
3/7/13,W,W8-C_hand,8,0.330563283,,0.339564845,,
3/7/13,W,W9-C_hand,9,0.26652395,0.483441556,,,
3/8/13,AES, A1-C,1,0.320829437,0.330504226,0.329351666,,
3/8/13,AES, A10-C,10,0.334113258,0.3095422,0.30610832,0.331979078,
3/8/13,AES, A11-C,11,0.356839437,0.351672744,0.330813089,,
3/8/13,AES, A12-C,12,0.330701996,0.310326332,0.30181986,,
3/8/13,AES, A2-C,2,0.331428542,0.320848058,0.31061961,0.334831067,0.37142581
3/8/13,AES, A3-C,3,0.390069434,0.298786769,0.337128206,,0.428048099
3/8/13,AES, A4-C,4,,0.315387912,0.324359812,,
3/8/13,AES, A5-C,5,0.376727579,0.345354319,0.296373485,,0.334495414
3/8/13,AES, A6-C,6,,0.342029956,0.299821424,0.31575029,0.28770549
3/8/13,AES, A7-C,7,0.367382277,0.386697646,0.413203155,,0.378809008
3/8/13,J,J1-C_hand,1,0.386278618,0.310628758,0.408859647,0.384098415,
3/8/13,J,J10-C_hand,10,0.304332152,0.341782075,0.306284941,,
3/8/13,J,J11-C_hand,11,0.340244567,,0.218423847,,
3/8/13,J,J12-C_hand,12,0.434377182,0.343082599,0.371916183,,
3/8/13,J,J2-C_hand,2,0.288139439,0.449512692,0.355620352,,
3/8/13,J,J3-C_hand,3,0.415941263,0.364759254,,,
3/8/13,J,J4-C_hand,4,0.393725577,0.34474064,0.362035708,,
3/8/13,J,J5-C_hand,5,0.320560162,0.343041509,0.347242495,,
3/8/13,J,J6-C_hand,6,0.46499819,0.428693887,0.405516833,,
3/8/13,J,J7-C_hand,7,0.430610232,,0.346666815,,
3/8/13,J,J8-C_hand,8,0.283799122,0.371492199,0.336371321,,
3/8/13,J,J9-C_hand,9,0,0,0,,
3/8/13,OD,OD-10_C,10,0.304883966,0.337684118,0.286628192,,
3/8/13,OD,OD-11_C,11,0.321342838,0.355782032,,,
3/8/13,OD,OD-12_C,12,0.319361342,0.28715876,0.292918803,,
3/8/13,OD,OD-1_C,1,0.343512946,0.300014274,0.326157262,,
3/8/13,OD,OD-2_C,2,0.276920788,0.302230925,0.332641517,,
3/8/13,OD,OD-3_C,3,0.304358598,0.338132142,0.284122536,,
3/8/13,OD,OD-4_C,4,0.258899319,0.236959259,0.21411804,,
3/8/13,OD,OD-5_C,5,0.331613502,0.396874976,,,
3/8/13,OD,OD-6_C,6,0.303885371,0.30716197,0.290508834,,
3/8/13,OD,OD-7_C,7,0.339224362,0.366734918,0.24062815,,
3/8/13,OD,OD-8_C,8,0.29837272,,0.29805492,,
3/8/13,OD,OD-9_C,9,0.285133263,0.308846195,0.293667357,,
3/8/13,W,W1-C_hand,1,0.274497978,0.337398987,,,
3/8/13,W,W10-C_hand,10,0.308462004,,0.327482501,,
3/8/13,W,W11-C_hand,11,,0.338341021,,,
3/8/13,W,W12-C_hand,12,0.303395192,,0.32974118,,
3/8/13,W,W2-C_hand,2,0.434189554,0.377594374,,,
3/8/13,W,W3-C_hand,3,0.315371999,0.318928796,0.316204867,,
3/8/13,W,W4-C_hand,4,0.33285207,,,,
3/8/13,W,W5-C_hand,5,0.264139447,0.353962512,0.413289928,,
3/8/13,W,W6-C_hand,6,0.296318326,0.396892428,0.325173968,,
3/8/13,W,W7-C_hand,7,0.282570816,,,,
3/8/13,W,W8-C_hand,8,0.330524187,,0.339484978,,
3/8/13,W,W9-C_hand,9,0.263049778,0.483441556,,,
3/9/13,AES, A1-C,1,0.319507206,0.331201454,0.329899241,,
3/9/13,AES, A10-C,10,0.334113258,0.30896361,0.30610832,0.331979078,
3/9/13,AES, A11-C,11,0.354808768,0.352427233,0.332472843,,
3/9/13,AES, A12-C,12,0.338965294,0.31059548,0.30208424,,
3/9/13,AES, A2-C,2,0.327681326,0.321536692,0.31061961,0.334831067,0.373053098
3/9/13,AES, A3-C,3,0.37468644,0.299081639,0.337128206,,0.427361366
3/9/13,AES, A4-C,4,,0.316593441,0.324359812,,
3/9/13,AES, A5-C,5,0.371060962,0.345857371,0.296684402,,0.334495414
3/9/13,AES, A6-C,6,,0.341527551,0.299821424,0.31575029,0.28770549
3/9/13,AES, A7-C,7,0.363252249,0.386697646,0.414407134,,0.378809008
3/9/13,J,J1-C_hand,1,0.330307283,0.310832981,0.409674239,0.384194435,
3/9/13,J,J10-C_hand,10,0.302309842,0.340010749,0.301043772,,
3/9/13,J,J11-C_hand,11,0.340885405,,0.218306011,,
3/9/13,J,J12-C_hand,12,0.379510081,0.345589036,0.372623364,,
3/9/13,J,J2-C_hand,2,0.284996698,0.449512692,0.355597011,,
3/9/13,J,J3-C_hand,3,0.409433846,0.365143024,,,
3/9/13,J,J4-C_hand,4,0.389434005,0.344444815,0.363208798,,
3/9/13,J,J5-C_hand,5,0.320195042,0.343227145,0.346686823,,
3/9/13,J,J6-C_hand,6,0.464840061,0.43076131,0.407404658,,
3/9/13,J,J7-C_hand,7,0.430949255,,0.346717741,,
3/9/13,J,J8-C_hand,8,0.28021641,0.364913619,0.336552624,,
3/9/13,J,J9-C_hand,9,0,0,0,,
3/9/13,OD,OD-10_C,10,0.300371851,0.338490888,0.286546727,,
3/9/13,OD,OD-11_C,11,0.320129407,0.354745055,,,
3/9/13,OD,OD-12_C,12,0.318503988,0.287076884,0.290970073,,
3/9/13,OD,OD-1_C,1,0.342104874,0.282588106,0.32606,,
3/9/13,OD,OD-2_C,2,0.275348858,0.302294129,0.331690274,,
3/9/13,OD,OD-3_C,3,0.301557992,0.337180152,0.283487278,,
3/9/13,OD,OD-4_C,4,0.258320269,0.23602579,0.213491002,,
3/9/13,OD,OD-5_C,5,0.327845257,0.3628004,,,
3/9/13,OD,OD-6_C,6,0.30284991,0.306367777,0.289842389,,
3/9/13,OD,OD-7_C,7,0.338926626,0.365361817,0.239965703,,
3/9/13,OD,OD-8_C,8,0.297833453,,0.296676249,,
3/9/13,OD,OD-9_C,9,0.283924777,0.308246528,0.289999584,,
3/9/13,W,W1-C_hand,1,0.264672581,0.336507009,,,
3/9/13,W,W10-C_hand,10,0.306353519,,0.327995707,,
3/9/13,W,W11-C_hand,11,,0.339726567,,,
3/9/13,W,W12-C_hand,12,0.300865936,,0.329373173,,
3/9/13,W,W2-C_hand,2,0.413419969,0.377545079,,,
3/9/13,W,W3-C_hand,3,0.302458173,0.31949222,0.316207295,,
3/9/13,W,W4-C_hand,4,0.323279011,,,,
3/9/13,W,W5-C_hand,5,0.263571042,0.354375119,0.413289928,,
3/9/13,W,W6-C_hand,6,0.290087736,0.39833726,0.324710305,,
3/9/13,W,W7-C_hand,7,0.282787625,,,,
3/9/13,W,W8-C_hand,8,0.33122512,,0.339497464,,
3/9/13,W,W9-C_hand,9,0.260714943,0.483441556,,,
3/10/13,AES, A1-C,1,0.31818891,0.331898682,0.329899241,,
3/10/13,AES, A10-C,10,0.332436682,0.30896361,0.30610832,0.331979078,
3/10/13,AES, A11-C,11,0.352773787,0.350920643,0.331919933,,
3/10/13,AES, A12-C,12,0.327273315,0.310326332,0.30208424,,
3/10/13,AES, A2-C,2,0.324541768,0.322223214,0.311213226,0.336107762,0.373053098
3/10/13,AES, A3-C,3,0.364021576,0.299081639,0.337128206,,0.42701734
3/10/13,AES, A4-C,4,,0.319004498,0.324359812,,
3/10/13,AES, A5-C,5,0.364810458,0.345857371,0.29699532,,0.335397561
3/10/13,AES, A6-C,6,,0.341527551,0.299477744,0.31575029,0.28770549
3/10/13,AES, A7-C,7,0.361180089,0.385441457,0.413805144,,0.378809008
3/10/13,J,J1-C_hand,1,0.316601786,0.310764458,0.409960361,0.384273876,
3/10/13,J,J10-C_hand,10,0.298130119,0.337445334,0.297875518,,
3/10/13,J,J11-C_hand,11,0.340751924,,0.218280749,,
3/10/13,J,J12-C_hand,12,0.366074973,0.346118344,0.373745626,,
3/10/13,J,J2-C_hand,2,0.283890058,0.449512692,0.355228676,,
3/10/13,J,J3-C_hand,3,0.37717594,0.365014256,,,
3/10/13,J,J4-C_hand,4,0.387249,0.34433508,0.363457681,,
3/10/13,J,J5-C_hand,5,0.321175665,0.3437899,0.346980645,,
3/10/13,J,J6-C_hand,6,0.464585836,0.428566346,0.405407737,,
3/10/13,J,J7-C_hand,7,0.430841722,,0.346788139,,
3/10/13,J,J8-C_hand,8,0.276912603,0.358703273,0.33659667,,
3/10/13,J,J9-C_hand,9,0,0,0,,
3/10/13,OD,OD-10_C,10,0.297799461,0.337981489,0.286046202,,
3/10/13,OD,OD-11_C,11,0.319123095,0.354457526,,,
3/10/13,OD,OD-12_C,12,0.318107913,0.287008654,0.290302373,,
3/10/13,OD,OD-1_C,1,0.341224992,0.308312051,0.326154634,,
3/10/13,OD,OD-2_C,2,0.273269935,0.302194804,0.33050903,,
3/10/13,OD,OD-3_C,3,0.299751282,0.336426215,0.28287319,,
3/10/13,OD,OD-4_C,4,0.257247963,0.235956849,0.213019985,,
3/10/13,OD,OD-5_C,5,0.324731445,0.353917049,,,
3/10/13,OD,OD-6_C,6,0.300932408,0.306242487,0.289553259,,
3/10/13,OD,OD-7_C,7,0.338645969,0.364948248,0.240826156,,
3/10/13,OD,OD-8_C,8,0.297526954,,0.296193339,,
3/10/13,OD,OD-9_C,9,0.282506303,0.307332092,0.289047301,,
3/10/13,W,W1-C_hand,1,0.260958248,0.336734838,,,
3/10/13,W,W10-C_hand,10,0.305105961,,0.328211079,,
3/10/13,W,W11-C_hand,11,,0.340360364,,,
3/10/13,W,W12-C_hand,12,0.297670015,,0.328769835,,
3/10/13,W,W2-C_hand,2,0.399875333,0.377663078,,,
3/10/13,W,W3-C_hand,3,0.283151838,0.319158571,0.316088082,,
3/10/13,W,W4-C_hand,4,0.3180488,,,,
3/10/13,W,W5-C_hand,5,0.262833303,0.35462412,0.413289928,,
3/10/13,W,W6-C_hand,6,0.289280873,0.398629308,0.324200836,,
3/10/13,W,W7-C_hand,7,0.260942516,,,,
3/10/13,W,W8-C_hand,8,0.33061517,,0.339729531,,
3/10/13,W,W9-C_hand,9,0.259333457,0.483441556,,,
3/11/13,AES, A1-C,1,0.314218281,0.331201454,0.330446816,,
3/11/13,AES, A10-C,10,0.330760106,0.30838502,0.305885967,0.331979078,
3/11/13,AES, A11-C,11,0.35141354,0.350166155,0.330813089,,
3/11/13,AES, A12-C,12,0.326123345,0.310056296,0.30181986,,
3/11/13,AES, A2-C,2,0.321388031,0.322223214,0.311213226,0.336107762,0.373053098
3/11/13,AES, A3-C,3,0.356616637,0.298786769,0.336559087,,0.42701734
3/11/13,AES, A4-C,4,,0.319004498,0.324359812,,
3/11/13,AES, A5-C,5,0.3600777,0.345354319,0.29699532,,0.335397561
3/11/13,AES, A6-C,6,,0.341023585,0.299132883,0.314795396,0.287182135
3/11/13,AES, A7-C,7,0.359795927,0.384183792,0.412599061,,0.378809008
3/11/13,J,J1-C_hand,1,0.312062993,0.310863817,0.409528335,0.384326857,
3/11/13,J,J10-C_hand,10,0.295530561,0.334512759,0.295830026,,
3/11/13,J,J11-C_hand,11,0.341062903,,0.218579992,,
3/11/13,J,J12-C_hand,12,0.361625724,0.345621281,0.373868796,,
3/11/13,J,J2-C_hand,2,0.283230889,0.449512692,0.354835978,,
3/11/13,J,J3-C_hand,3,0.37279051,0.365200969,,,
3/11/13,J,J4-C_hand,4,0.399859623,0.34522549,0.363618327,,
3/11/13,J,J5-C_hand,5,0.322485516,0.34440107,0.347970716,,
3/11/13,J,J6-C_hand,6,0.465212429,0.429004688,0.404178659,,
3/11/13,J,J7-C_hand,7,0.430586828,,0.346748718,,
3/11/13,J,J8-C_hand,8,0.273893895,0.35387163,0.336115946,,
3/11/13,J,J9-C_hand,9,0,0,0,,
3/11/13,OD,OD-10_C,10,0.296758679,0.336343801,0.286265689,,
3/11/13,OD,OD-11_C,11,0.319032919,0.354233699,,,
3/11/13,OD,OD-12_C,12,0.318207025,0.286954022,0.289955801,,
3/11/13,OD,OD-1_C,1,0.340510213,,0.326176638,,
3/11/13,OD,OD-2_C,2,0.273205761,0.301932649,0.329803616,,
3/11/13,OD,OD-3_C,3,0.298767575,0.335515777,0.282412364,,
3/11/13,OD,OD-4_C,4,0.256826841,0.235432464,0.212609322,,
3/11/13,OD,OD-5_C,5,0.324338762,0.35127975,,,
3/11/13,OD,OD-6_C,6,0.300179356,0.305173828,0.289174906,,
3/11/13,OD,OD-7_C,7,0.338225393,0.364260002,0.240429436,,
3/11/13,OD,OD-8_C,8,0.297161839,,0.295330202,,
3/11/13,OD,OD-9_C,9,0.282359654,0.306925867,0.288939991,,
3/11/13,W,W1-C_hand,1,0.258592956,0.336298621,,,
3/11/13,W,W10-C_hand,10,0.304777463,,0.328429702,,
3/11/13,W,W11-C_hand,11,,0.340418295,,,
3/11/13,W,W12-C_hand,12,0.295662792,,0.325461158,,
3/11/13,W,W2-C_hand,2,0.390291766,0.377555007,,,
3/11/13,W,W3-C_hand,3,0.280515822,0.318963753,0.315994134,,
3/11/13,W,W4-C_hand,4,0.317858284,,,,
3/11/13,W,W5-C_hand,5,0.262494684,0.35450748,0.413289928,,
3/11/13,W,W6-C_hand,6,0.287640995,0.397769615,0.323802713,,
3/11/13,W,W7-C_hand,7,0.266242424,,,,
3/11/13,W,W8-C_hand,8,0.331251329,,0.3400615,,
3/11/13,W,W9-C_hand,9,0.258969694,0.483441556,,,
3/12/13,AES, A1-C,1,0.314218281,0.32910977,0.329899241,,
3/12/13,AES, A10-C,10,0.329919285,0.307804805,0.305663613,0.331979078,
3/12/13,AES, A11-C,11,0.350732339,0.349411666,0.330258135,,
3/12/13,AES, A12-C,12,0.325355451,0.309786259,0.301554613,,
