date,field,sensor,sand_1,sand_2,sand_3,sand_4,sand_5,silt_1,silt_2,silt_3,silt_4,silt_5,clay_1,clay_2,clay_3,clay_4,clay_5,TN_1,TN_2,TN_3,TN_4,TN_5,TC_1,TC_2,TC_3,TC_4,TC_5
2012,W,1,,,,,,,,,,,,,,,,0.13684,0.10146999999999999,0.051500000000000004,0.0464,0.05261,1.8867,1.1727666666666667,0.42806,0.5268,0.29365
2012,W,2,,,,,,,,,,,,,,,,,0.07983,0.03093,0.02747,0.04709,,0.65612,0.3616,0.39072,0.36549
2012,W,3,,,,,,,,,,,,,,,,0.09914,0.03453,0.05112,0.04179,0.03194,1.3157,0.49,0.45291,0.24584,0.24505
2012,W,4,,,,,,,,,,,,,,,,0.13573,0.10711,0.04635,0.04529,0.03743,2.0589,1.3319,0.4474,0.31709,0.22729
2012,W,5,,,,,,,,,,,,,,,,0.1499,0.07528,0.0472,0.05076,0.07402,1.9661,0.68467,0.40224,0.305215,0.39373
2012,W,6,,,,,,,,,,,,,,,,0.14714,0.0517,0.05915,0.04492,0.05761,1.764,0.49513,0.39364,0.3434,0.29985
2012,W,7,,,,,,,,,,,,,,,,0.11132,0.05674,0.03887,,,1.3283,0.47898,0.28448,,
2012,W,8,,,,,,,,,,,,,,,,,0.07446,0.04814,0.03475,0.04217,,0.7203,0.32559,0.25477,0.22013
2012,W,9,,,,,,,,,,,,,,,,0.12777,0.08534,0.06574,0.04279,0.0313,1.7784,0.91767,0.49596,0.28945,0.23011
2012,W,10,,,,,,,,,,,,,,,,0.12609,0.07657,0.06254,0.03885,0.04085,1.5738,0.73506,0.52125,0.24585,0.23559
2012,W,11,,,,,,,,,,,,,,,,0.13455,0.06933,0.04133,0.05276,0.0512,1.4827,0.53976,0.29791,0.30841,0.2863
2012,W,12,,,,,,,,,,,,,,,,0.13634,0.09158,0.06537,0.05918,0.05593,1.8012,0.75255,0.46438,0.41302,0.33796
