,Score,Std,batch_size,beta_1,beta_2,decay,dropout_rate,epochs,epsilon,filters1,filters2,filters3,filters4,filters5,filters6,filters_dense,init,kernel_size1,kernel_size2,kernel_size3,kernel_size4,kernel_size5,kernel_size6,layers,lr,max_meanPool_1,max_meanPool_2,max_meanPool_3,max_meanPool_4,max_meanPool_5,max_meanPool_6,momentum,nesterov,optimizer,pool_size1,pool_size2,pool_size3,pool_size4,pool_size5,pool_size6,rho,schedule_decay,stride1,stride2,stride3,stride4,stride5,stride6
51,0.07080263702143454,0.02981893571352684,14,0.9811,0.97139,0.005,0.0,100,1e-07,512,512,32,64,64,256,32,glorot_uniform,2,1,3,2,1,2,6,0.001,2,1,1,2,2,2,0.9,False,RMSprop,1,1,1,3,3,4,0.894557,0.001,2,2,4,2,4,2
52,0.07077442812881961,0.03057871992738026,14,0.9811,0.97139,0.005,0.0,100,1e-07,512,128,32,256,32,256,64,glorot_uniform,2,1,2,4,1,1,6,0.0001,2,1,1,2,2,2,0.9,False,RMSprop,1,4,1,2,3,1,0.894557,0.001,2,3,4,1,2,1
53,0.07044441535030771,0.028996146653613747,18,0.9811,0.97139,0.005,0.0,100,1e-07,512,64,64,128,256,512,64,glorot_uniform,2,1,3,3,1,4,6,0.0001,2,1,1,2,2,2,0.9,False,RMSprop,1,4,4,2,4,3,0.894557,0.001,2,4,1,1,2,2
54,0.07004624453390958,0.030521905087971785,18,0.9811,0.97139,0.005,0.0,100,1e-07,512,128,32,64,256,64,512,glorot_uniform,2,1,3,2,3,1,6,0.0005,2,1,1,2,2,2,0.9,False,RMSprop,1,1,3,1,3,4,0.894557,0.001,2,2,4,4,1,1
55,0.06942605943231785,0.0327806230177225,12,0.9811,0.97139,0.005,0.0,100,1e-07,512,256,256,32,128,128,32,glorot_uniform,2,1,2,4,3,1,6,0.0005,2,1,1,2,2,2,0.9,False,RMSprop,1,1,3,1,2,3,0.894557,0.001,2,2,1,3,4,4
56,0.06872418102464876,0.03205057088726311,14,0.9811,0.97139,0.005,0.0,100,1e-07,512,512,512,512,64,256,32,glorot_uniform,2,3,4,3,3,2,6,0.0001,2,1,1,2,2,2,0.9,False,RMSprop,1,2,2,1,3,1,0.894557,0.001,2,2,1,1,3,3
57,0.06819742413975845,0.025274378355719412,18,0.9811,0.97139,0.005,0.0,100,1e-07,512,128,512,512,128,512,256,glorot_uniform,2,4,4,2,2,4,6,0.00015,2,1,1,2,2,2,0.9,False,RMSprop,1,3,1,2,2,3,0.894557,0.001,2,3,1,2,2,3
58,0.06786055705943587,0.027411957254815954,18,0.9811,0.97139,0.005,0.0,100,1e-07,512,64,256,256,32,512,32,glorot_uniform,2,2,4,4,4,3,6,0.00015,2,1,1,2,2,2,0.9,False,RMSprop,1,3,2,3,1,4,0.894557,0.001,2,2,3,2,2,2
59,0.06750980071620201,0.023578018465004028,12,0.9811,0.97139,0.005,0.0,100,1e-07,512,64,128,256,512,512,128,glorot_uniform,2,1,1,3,1,1,6,0.00015,2,1,1,2,2,2,0.9,False,RMSprop,1,3,1,3,4,4,0.894557,0.001,2,3,2,4,1,1
60,0.06693762685878649,0.026119007713576184,12,0.9811,0.97139,0.005,0.0,100,1e-07,512,32,128,128,512,256,128,glorot_uniform,2,2,2,4,4,3,6,0.0001,2,1,1,2,2,2,0.9,False,RMSprop,1,3,4,3,4,4,0.894557,0.001,2,1,3,4,1,1
61,0.06665652563017371,0.02649032722312608,14,0.9811,0.97139,0.005,0.0,100,1e-07,512,64,128,128,512,512,32,glorot_uniform,2,2,3,4,2,1,6,0.0001,2,1,1,2,2,2,0.9,False,RMSprop,1,3,1,4,1,4,0.894557,0.001,2,2,3,1,1,3
62,0.06619193872672119,0.02325355937281328,16,0.9811,0.97139,0.005,0.0,100,1e-07,512,512,64,32,256,32,512,glorot_uniform,2,4,3,2,3,1,6,0.001,2,1,1,2,2,2,0.9,False,RMSprop,1,1,3,2,3,2,0.894557,0.001,2,1,4,1,2,3
63,0.06605844138631876,0.02589554883943529,16,0.9811,0.97139,0.005,0.0,100,1e-07,512,256,256,64,32,32,128,glorot_uniform,2,2,2,1,1,3,6,0.00015,2,1,1,2,2,2,0.9,False,RMSprop,1,4,1,1,4,1,0.894557,0.001,2,2,4,2,2,1
64,0.06604152175414961,0.025837718112850155,12,0.9811,0.97139,0.005,0.0,100,1e-07,512,32,256,256,32,256,512,glorot_uniform,2,2,1,1,1,3,6,0.0001,2,1,1,2,2,2,0.9,False,RMSprop,1,3,1,1,1,1,0.894557,0.001,2,2,2,3,3,2
65,0.06588258332076291,0.025742467276838106,18,0.9811,0.97139,0.005,0.0,100,1e-07,512,512,256,32,512,128,32,glorot_uniform,2,2,1,2,4,4,6,0.001,2,1,1,2,2,2,0.9,False,RMSprop,1,1,3,1,3,2,0.894557,0.001,2,4,2,4,1,3
66,0.06574271067051242,0.02699918413088416,16,0.9811,0.97139,0.005,0.0,100,1e-07,512,512,32,32,256,32,128,glorot_uniform,2,3,2,1,2,2,6,0.0005,2,1,1,2,2,2,0.9,False,RMSprop,1,3,4,1,4,1,0.894557,0.001,2,4,4,1,1,3
67,0.06559083697596364,0.024750122052441696,16,0.9811,0.97139,0.005,0.0,100,1e-07,512,256,512,32,256,256,32,glorot_uniform,2,1,4,2,1,1,6,0.00015,2,1,1,2,2,2,0.9,False,RMSprop,1,4,4,1,2,2,0.894557,0.001,2,4,4,4,2,1
68,0.06526307042551703,0.024672855420083104,18,0.9811,0.97139,0.005,0.0,100,1e-07,512,128,512,64,512,512,128,glorot_uniform,2,3,4,3,3,1,6,0.00015,2,1,1,2,2,2,0.9,False,RMSprop,1,4,1,3,4,2,0.894557,0.001,2,1,4,3,4,3
69,0.06503871277771811,0.02246657099574234,18,0.9811,0.97139,0.005,0.0,100,1e-07,512,32,32,64,256,512,32,glorot_uniform,2,4,1,1,1,3,6,0.00015,2,1,1,2,2,2,0.9,False,RMSprop,1,2,1,4,2,4,0.894557,0.001,2,2,2,2,4,2
70,0.06488995172025236,0.020728996648821673,16,0.9811,0.97139,0.005,0.0,100,1e-07,512,64,512,256,512,256,32,glorot_uniform,2,2,2,1,1,4,6,0.00015,2,1,1,2,2,2,0.9,False,RMSprop,1,3,3,3,3,4,0.894557,0.001,2,2,2,4,4,1
71,0.06463254269082744,0.021114308400994278,16,0.9811,0.97139,0.005,0.0,100,1e-07,512,32,512,128,64,256,64,glorot_uniform,2,3,3,2,2,4,6,0.0005,2,1,1,2,2,2,0.9,False,RMSprop,1,3,1,2,3,2,0.894557,0.001,2,3,1,3,3,3
72,0.06447108111747583,0.021950484649618796,18,0.9811,0.97139,0.005,0.0,100,1e-07,512,64,128,512,256,128,64,glorot_uniform,2,3,2,1,3,4,6,0.0005,2,1,1,2,2,2,0.9,False,RMSprop,1,1,3,4,4,4,0.894557,0.001,2,3,4,1,2,4
73,0.06411689413145358,0.020770321046446178,18,0.9811,0.97139,0.005,0.0,100,1e-07,512,128,256,32,64,512,32,glorot_uniform,2,1,2,4,3,3,6,0.00015,2,1,1,2,2,2,0.9,False,RMSprop,1,3,4,2,4,2,0.894557,0.001,2,3,3,3,3,3
74,0.06381311266891422,0.023751016699006172,12,0.9811,0.97139,0.005,0.0,100,1e-07,512,128,128,64,512,128,64,glorot_uniform,2,2,4,4,4,4,6,0.00015,2,1,1,2,2,2,0.9,False,RMSprop,1,4,3,1,2,2,0.894557,0.001,2,1,1,2,1,2
75,0.06335087060405832,0.013266251548792749,14,0.9811,0.97139,0.005,0.0,100,1e-07,512,32,32,128,32,32,512,glorot_uniform,2,1,2,2,1,4,6,0.0005,2,1,1,2,2,2,0.9,False,RMSprop,1,1,3,2,2,4,0.894557,0.001,2,4,1,4,1,4
