,Score,Std,batch_size,beta_1,beta_2,decay,dropout_rate,epochs,epsilon,filters,init,kernel_size,layers,lr,max_meanPool_1,max_meanPool_2,max_meanPool_3,max_meanPool_4,max_meanPool_5,max_meanPool_6,momentum,nesterov,optimizer,pool_size,rho,schedule_decay,stride
0,486.75780871335894,197.02854269442335,16,0.9864598247603772,0.9330998344010063,0.085,0.0,40,1e-07,128,glorot_normal,4,3,0.01,1,1,2,1,1,1,0.9,False,RMSprop,2,0.8065044419463587,0.005,2
1,9.577996399901718,13.49252266682622,2,0.9297389863140624,0.9178590811033632,0.007,0.0,40,1e-07,512,lecun_uniform,1,2,0.01,1,1,2,1,2,2,0.9,False,Adamax,2,0.8565823147750599,0.0035,3
2,4.07734929225514,5.70663651609695,2,0.9887026380852617,0.9613222319604326,0.084,0.0,40,1e-07,64,lecun_normal,1,4,0.01,2,1,2,2,2,2,0.9,False,Nadam,2,0.8026518983228177,0.009000000000000001,3
3,3.546487779702345,1.2118241313698284,64,0.9864598247603772,0.913841136361816,0.045,0.0,40,1e-06,32,lecun_uniform,3,2,0.01,1,1,2,1,1,2,0.9,False,RMSprop,1,0.8090264556020804,0.009000000000000001,1
4,2.2495141911319356,3.1066601595680616,4,0.9370242316115599,0.9194842264683287,0.018000000000000002,0.0,40,1e-09,64,glorot_normal,4,3,0.01,2,1,2,2,2,2,0.9,False,Nadam,4,0.8828914170137153,0.0085,1
5,1.2889775990901235,1.7652712351728936,8,0.9535612897614973,0.9638071415756387,0.06,0.0,40,1e-07,512,lecun_normal,2,1,0.01,1,1,2,1,1,1,0.9,False,Adam,4,0.8617574183821041,0.0085,3
6,0.5129086524767896,0.6629855771326325,2,0.9535612897614973,0.926673437831057,0.082,0.0,40,1e-07,64,glorot_normal,4,3,0.001,2,2,1,1,2,2,0.9,False,RMSprop,2,0.8677302280372271,0.0025,2
7,0.2276063161659447,0.2643239777275719,16,0.9242318267491405,0.9839474488679317,0.093,0.0,40,1e-08,128,lecun_normal,4,3,0.001,1,1,2,1,2,2,0.9,False,Nadam,1,0.9491928653188191,0.004,2
8,0.15681236154610206,0.1683195117039435,2,0.925831405765968,0.9311691807600255,0.07100000000000001,0.0,40,1e-05,256,lecun_normal,2,1,0.0001,2,2,1,1,2,1,0.9,False,Nadam,2,0.8090264556020804,0.004,3
9,0.15214755337352878,0.15531437091416112,32,0.925831405765968,0.9613222319604326,0.094,0.0,40,0.0001,512,lecun_normal,3,1,0.01,2,1,2,1,2,1,0.9,False,Adamax,2,0.8677302280372271,0.0045000000000000005,3
10,0.14520393542968285,0.14967980659715538,2,0.9130588049258307,0.9553223109823616,0.052000000000000005,0.0,40,1e-08,64,glorot_normal,2,4,0.001,2,1,2,1,1,1,0.9,False,Nadam,1,0.8617574183821041,0.009000000000000001,1
11,0.10433626547406197,0.09415684013995136,8,0.925831405765968,0.9498343369399377,0.037,0.0,40,0.0001,512,glorot_uniform,3,4,0.01,2,2,2,2,2,1,0.9,False,Adamax,1,0.8236777939369208,0.0025,2
12,0.07954957149356953,0.05833424479846,2,0.9990110060026917,0.9161117442849075,0.003,0.0,40,1e-06,256,lecun_uniform,1,4,0.0001,2,1,2,2,2,2,0.9,False,RMSprop,3,0.8180461321709992,0.009000000000000001,2
13,0.07435892612390248,0.014129837807404629,2,0.9173589163346649,0.926673437831057,0.006,0.0,40,1e-07,32,glorot_uniform,1,2,1e-05,1,2,2,1,1,2,0.9,False,Adamax,2,0.8236777939369208,0.0065,4
14,0.05696798361332052,0.019057802914878054,64,0.9535612897614973,0.9498343369399377,0.035,0.0,40,1e-09,512,glorot_normal,4,2,0.0001,2,1,2,1,1,1,0.9,False,RMSprop,2,0.9402229048493688,0.0055000000000000005,2
15,0.05419584969365169,0.006080223695964523,8,0.9130588049258307,0.914583093741631,0.076,0.0,40,1e-08,64,glorot_uniform,1,3,1e-05,2,1,1,1,1,1,0.9,False,Adam,4,0.9491928653188191,0.005,4
16,0.053760602174016375,0.024527947833476837,32,0.9887026380852617,0.9978426940671831,0.094,0.0,40,1e-06,512,glorot_normal,1,4,0.001,2,2,1,1,1,2,0.9,False,Nadam,2,0.8565823147750599,0.0065,3
